Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
Companhia de Participacoes Alianca da Bahia,PEAB4.SA,PEABD,,
XM Satellite Radio Holdings Inc,XMSR.OQ^H08,SIRIS,,
Dun & Bradstreet Corp,DNB.N^B19,IDUDU,,
Auctane Inc,STMP.OQ^J21,THBVOU,,
Wellpoint Corp,AGP.N^L12,ELVWLT,,
Alsea SAB de CV,ALSEA.MX,ALSEA,,
Deltagen Inc,DGEN.PK,DGEN,,
Sociedad de Canalistas la Foresta de Apoquindo SA,CANALISTAS.SN,,,
Integrated Environmental Technologies Ltd,IEVM.PK^D21,,,
NTG Clarity Networks Inc,NCI.V,,,
Kratos Defense and Security Solutions Inc,KTOS.OQ,KTOS,,
Pactiv LLC,PTV.N^K10,CYDDEV,,
Blender Bites Ltd,BITE.CD,,,
Grant Prideco Inc,GRP.N^D08,NOVGP,,
DXStorm.com Inc,DXXh.V,,,
Photon Control Inc (Pre-Merger),PHO.TO^G21,,,
Stereo Vision Entertainment Inc,SVSN.PK,SVSN,,
General European Strategic Investments Inc,GESI.PK,,,
Therma Bright Inc,THRM.V,,,
Krispy Kreme Doughnuts Inc,KKD^G16,CTOPAK,,
Bank Of Botetourt,BORT.PK,BORTBB,,
Mastermind Inc,MMND.PK,MMND,,
Hydrogenics Corp (Pre-Merger),HYG.TO^I19,HYGX,,
Mineralrite Corp,RITE.PK,,,
Absolute Software Corp (Pre-Merger),ABST.TO^G23,CROPLB,,
Windfall Geotek Inc,WIN.CD,,,
Dexxos Participacoes SA,DEXP3.SA,DEXPC,,
Camuzzi Gas Pampeana SA,CGPA2m.BA,CGPAB,,
mdf Commerce Inc (Pre-Merger),MDF.TO^E24,MDFCMM,,
BAB Inc,BABB.PK,,,
Grupo Aeroportuario del Sureste SAB de CV,ASURB.MX,ASURB,,
Nassau Companies of New York,PNX.N^F16,NASAES,,
Nextmart Inc,NXMR.PK,,,
Sociedad Minera Cerro Verde SAA,CVERDEC1.LM,CVERD,,
Alpha Appalachia Holdings LLC,MEE.N^F11,AMRAP,,
Quad M Solutions Inc,MMMM.PK,MMMM,,
EGPI Firecreek Inc,EFIR.PK,EFIR,,
Alliance Oil Company Ltd,AOILsdb.ST^L13,ALLOI,,
Fusion Interactive Corp,FUIG.PK,,,
Mandalay Resources Corp (Pre-Merger),MND.TO^H25,ALKXXM,,
Avricore Health Inc,AVCR.V,,,
Bunge Global ltd,BG.N,BG,,
Medixall Group Inc,MDXL.PK,,,
Bank of Southside Virginia,BSSC.PK,BSSC,,
Live World Inc,LVWD.PK,LVWD,,
Ubuyholdings Inc,UBYH.PK,,,
PCS Edventures! Inc,PCSV.PK,,,
Southwestern Public Service Co,SPS.N^H97,XELSWP,,
Tyco International (US) Inc,TYC.N^G97,TYCOU,,
TGI Solar Power Group Inc,TSPG.PK,,,
Mayaguez SA,MYG.CN,MYGX,,
Save Mart Supermarkets LLC,SVMT.O^D93,,,
bettermoo(d) Food Corporation,MOOOx.CD,,,
EVO Transportation & Energy Services Inc,EVOA.PK,,,
American Biofuels Inc,ABSh.V,,,
Kohler Co,KHCOE.OB^A00,KOHLE,,
Silver Wolf Exploration Ltd,SWLF.V,,,
Mike Lindell Media Corp,MLMC.PK,MLMC,,
Banco Guayaquil SA,BGYQY.PK^H16,BGUAY,,
Angostura Holdings Ltd,AHL.TTB,,,
StemGen Inc,SGNI.PK,SGNI,,
Woodsboro Bank,WOBK.PK,,,
Distribuidora de Gas del Centro SA,DGCEm.BA,DGCE,,
Farmers and Merchants Bank (Maryland),FMFG.PK,FMFG,,
Royal Bancshares of Pennsylvania Inc,RBPAB.PK^L17,BMTCR,,
Rocky Mountain High Brands Inc,RMHB.PK,,,
Cardiff Lexington Corp,CDIX.PK,,,
Scotiabank Trinidad and Tobago Ltd,SBTT.TTB,,,
TX Rail Products Inc,TXRP.PK,,,
Cesce Peru SA Compania de Seguros,CESCEPC1.LM,,,
Wachovia Corp,WB.N^A09,WFCWA,,
Investimentos e Participacoes em Infraestrutura SA INVEPAR,IVPR4B.SO,IVPRD,,
Anhanguera Educacional Participacoes SA,1AEDU3.SA^G14,COGNCA,,
Telemar Norte Leste SA em Recuperacao Judicial,TMAR5.SA^D12,OIBRCN,,
Health Discovery Corp,HDVY.PK,,,
CIB Marine Bancshares Inc,CIBH.PK,CIBH,,
Celsia SA,CEL.CN,CEL,,
Contax Participacoes SA em Recuperacao Judicial,CTAX3.SA,ATMPC,,
Flint Energy Services Ltd (Pre-Merger),FES.TO^E12,ACMXE,,
Arca Continental SAB de CV,AC.MX,ACZ,,
Klabin SA,KLBN4.SA,KLBND,,
Alliancebernstein National Municipal Income Fund Inc,AFB.N,AFB,,
Gamerica Holdings and Acquisitions Corp,VOIS.PK,VOIS,,
Kiwa Bio-Tech Products Group Corp,KWBT.PK^I23,,,
Motiva Infraestrutura de Mobilidade SA,MOTV3.SA,CCROC,,
A and W Revenue Royalties Income Fund,AW_u.TO^J24,,,
Energia de Casablanca SA,CASABLANCA.SN,,,
Sagicor Group Jamaica Ltd,SJ.JS,SJX,,
Grupo Profuturo SAB de CV,GPROFUT.MX,GPROF,,
Nautilus Marine Services Ltd,NAUTN.L^G19,NAUTN,,
Nuveen AMT-Free Municipal Credit Income Fund,NVG.N,NVG,,
React Gaming Group Inc,RGGh.V^L25,,,
Carnegie Development Inc,CDJM.PK,CDJM,,
Empresas Cablevision SA de CV,CABLECPO.MX,CABLE,,
Schwager Energy SA,SCHWAGER.SN,,,
Companhia de Saneamento do Parana Sanepar,SAPR4.SA,SAPRD,,
Aluar Aluminio Argentino SAIC,ALUAm.BA,ALUA,,
Salada Foods Jamaica Ltd,SALF.JS,,,
Hewitt Associates Inc,HEW.N^J10,AONHE,,
Bubblr Inc,BBLR.PK,,,
Copland Road Capital Corp,CRCC.CD,CRCC,,
Evergy Kansas Central Inc,WREGH.PK^F02,EVRGT,,
Dtcom Direct to Company S/A,DTCY3.SA,DTCYC,,
Uex Corp (Pre-Merger),UEX.TO^H22,UECUX,,
Clearwater Seafoods Inc (Pre-Merger),CLR.TO^A21,ABCCAC,,
Fonds de Placement Immobilier Innvest,INN_u.TO^H16,BLHTLF,,
Travelers Property Casualty Corp,TAPb.N^D04,TRVTP,,
Saraiva Livreiros Sa Falido,SLED4.SA^K23,SLEDC,,
Plains Exploration & Production Co,PXP.N^E13,FCXPE,,
Fonu2 Inc,FONU.PK,,,
Coterra Energy Operating Co,XEC.N^J21,CTRAC,,
Biomm SA,BIOM3.SA,,,
Citibank NA,CKYKP.PK^C06,CITCRB,,
BlackRock Municipal Income Quality Trust,BYM.N^B26,BYM,,
Farmers Bank of Appomattox,FBPA.PK,FBPA,,
KonaTel Inc,KTEL.PK,,,
Speedemissions Inc,SPMI.PK,,,
Delhi Bank Corp,DWNX.PK,DWNX,,
Nuveen AMT-Free Quality Municipal Income Fund,NEA.N,NEAY,,
Nuveen New York AMT-Free Quality Municipal Income Fund,NRK.N,NRKX,,
BIMI Holdings Inc,BIMI.PK,GBRO,,
Digital Brand Media & Marketing Group Inc,DBMM.PK,,,
Allied Properties Real Estate Investment Trust,AP_u.TO,APXX,,
Alamos Gold Inc (Pre-Reincorporation),AGI.TO^G15,AGIAG,,
Fording Canadian Coal Trust,FDG_u.TO^J08,TECKF,,
Metatron Apps Inc,MRNJ.PK,,,
Formulafirst Ltd,FFI.S^L22,,,
Chun Can Capital Group,CNCN.PK,,,
Empresa Regional de Servicio Publico de Electricidad de Puno SAA,EPUNOBC1.LM,,,
Invesco Bond Income Plus Ltd,BIPS.L,,,
Cervus Equipment Corp(Pre-Merger),CERV.TO^J21,CERV,,
Calamos Convertible and High Income Fund,CHY.OQ,,,
Innovotech Inc,IOT.V,,,
Cohen & Steers REIT and Preferred and Income Fund Inc,RNP.N,,,
CRH Medical Corp (Pre-Merger),CRH.TO^D21,WELLXD,,
Primaris Retail Real Estate Investment Trust,PMZ_u.TO^D13,HRLEIP,,
YPG Financing Inc,YLO.F^L12,YELPDP,,
Blackrock Municipal Credit Alpha Portfolio Inc,MUI.N^B25,BLRMC,,
Empresa de Telecomunicaciones de Bogota SA Esp,ETB.CN,ETBX,,
NFP Corp,NFP.N^G13,AONNFP,,
Eaton Vance Tax-Advantaged Dividend Income Fund,EVT.N,,,
Innovative Designs Inc,IVDN.PK,,,
Pioneer Municipal High Income Advantage Fund Inc,MAV.N^H25,PORIH,,
Noble Mineral Exploration Inc,NOB.V,,,
Alliance Creative Group Inc,ACGX.PK,,,
Sare Holding SAB de CV,SAREB.MX,SAREB,,
BlackRock Floating Rate Income Strategies Fund Inc,FRA.N,FRA,,
Nuveen Municipal High Income Opportunity Fund,NMZ.N,NMZ,,
Digatrade Financial Corp,DIGAF.PK^G25,,,
International Finance Corp,IFK^L10,IFC,,
Brookfield Office Properties Inc (Pre-Merger),BPO_pi.TO^D12,BAMFOF,,
"Tap Real Estate Technologies, Inc",RWAX.PK,HMBL,,
VYRE Network,VYRE.PK,,,
Trinity Bank National Assocation,TYBT.PK,TYBT,,
Cerro De Pasco Resources Inc,CDPR.V,,,
Eaton Vance Tax-Advantaged Global Dividend Income Fund,ETG.N,,,
Duvernay Oil Corp,DDV.TO^H08,RDSSCV,,
Body and Mind Inc,BAMM.CD,BAMM,,
Kinetic Concepts Inc,KCI.N^K11,CRGYHK,,
CML Healthcare Inc (ONTARIO),CLC.TO^J13,CMLHCH,,
Elys BMG Group Inc,ELYS.PK,,,
Banco Interamericano de Finanzas SA,BIFC1.LM,BIFCA,,
Clarion County Community Bank,CCYY.PK,,,
BioElectronics Corp,BIEL.PK,,,
Kghm International Ltd (Pre-Merger),QUX.TO^C12,KGHNTL,,
Golden State Bank,GSBX.PK,GSBXX,,
Allspring Utilities and High Income Fund,ERH.A,,,
Urbi Desarrollos Urbanos SAB de CV,URBI.MX^K24,URBI,,
MJ Harvest Inc,MJHI.PK^B25,,,
BPX Production Co,HK.N^H11,BHPXPR,,
Humanoid Inc,HERB.PK,,,
NXP USA Inc,FSL.N^L06,NXPID,,
Formfactor Beaverton Inc,CSCD.OQ^F16,FORMXc,,
Autopistas del Sol SA,AUSOm.BA,AUSO,,
Simply Inc,SIMPQ.PK,SIMPX,,
Compania Agropecuaria COPEVAL SA,COPEVAL.SN,COPEV,,
WellCare Health Plans Inc(Pre-Merger),WCG.N^A20,CNCWLW,,
PI Agsciences Ltd,PHC.L^H24,,,
Progress Energy Canada Ltd(Pre-Merger),PRQ.TO^L12,PTOIMR,,
Idaho Copper Corp,COPR.PK,COPR,,
Xenith Bankshares Inc (Pre-Merger),XBKS.O^G16,UBSHXB,,
Emerging Holdings Inc,EMRH.PK,,,
Virgin Media Inc (PRE-MERGER),VMED.OQ^F13,LBTYAG,,
Alphinat Inc,NPAh.V,,,
Dwa Holdings LLC,DWA.OQ^H16,CMCSAW,,
BlueRush Inc,BTV.V,,,
Clough Global Dividend and Income Fund,GLV.A,GLVX,,
Iteknik Holding Corp,ITKH.PK,,,
Inmobiliaria San Patricio SA,ISANPA.SN,,,
Servicio de Agua Potable y Alcantarillado de Lima SA,SED.LM^G08,,,
Baymount Inc,BYMh.V,,,
Inductance Energy Corp,QREE.PK,QREE,,
Comstock Holding Companies Inc,CHCI.OQ,CHCI,,
Lexington Gold Ltd,LEX.L,,,
Freedom Bank of Virginia,FDVA.PK,FDVA,,
First Trust Enhanced Equity Income Fund,FFA.N,,,
Nalco Holding Co (Pre-Reincorporation),NLC.N^L11,ECLNLN,,
CalEthos Inc,GEDC.PK,,,
Dundee Sustainable Technologies Inc,DST.CD,,,
NRF Holdco LLC,NRF^A17,CWPBDN,,
Infinitum Copper Corp,INFI.V,,,
Elixxer Ltd,ELXRh.V,,,
Gulf Keystone Petroleum Ltd,GKP.L,GKP,,
Lumentum Optics Inc,OCLR.OQ^L18,LITEO,,
Beat Holdings Ltd,9399.T,BTHOS,,
Kayne Anderson Energy Infrastructure Fund Inc,KYN.N,KYN,,
Grizzly Discoveries Inc,GZD.V,,,
Citibank del Peru SA,CITIBKC1.LM,CITIX,,
SalfaCorp SA,SALFACORP.SN,SALFA,,
Rainmaker Worldwide Inc,RAKR.PK,,,
Laive SA,LAIVEBC1.LM,,,
Eaton Vance Enhanced Equity Income Fund,EOI.N,,,
Nuveen S&P 500 BuyWrite Income Fund,BXMX.N,BXMX,,
Grendene SA,GRND3.SA,,,
Feria de Osorno SA,FERIAOSOR.SN,,,
Sociedad Inmobiliaria Vina del Mar SA,INMOBVINA.SN,,,
Porto Seguro SA,PSSA3.SA,PSSAC,,
Mainstay Maritime Holdings LLC,RLOGQ.PK^C18,LICIAM,,
China Nonferrous Gold Ltd,CNGC.L^E24,,,
Syniverse Holdings LLC,SVR.F^A11,SYNVRH,,
Banco de Comercio SA,BANCOMC1.LM,,,
Diagnosticos da America SA,DASA3.SA,DASAC,,
Fusion Connect Inc,FSNNQ.PK^A20,TLCMHU,,
Mineral & Financial Investments Ltd,MAFL.L,,,
FormerXBC Inc,XEBEQ.PK,,,
Golden Ocean Group Ltd (Pre-merger),GOGL.OL^D15,GOGLGO,,
AMF Hawaii Investments LLC,MIC.N^G22,AMFHHA,,
Fidium Holdings LLC,CNSL.OQ^L24,FDUMH,,
Empresa Siderurgica del Peru SAA,SIDERC1.LM,SIDER,,
Brookmount Explorations Inc,BMXI.PK,,,
Frelii Inc,FRLI.PK,,,
Decimus Oil Corp,WCSB.V,,,
Dror Ortho-Design Inc,DROR.PK,,,
Gable Holdings Inc,GAH.L^J16,,,
Prince Of Wales Country Club SA Inmobiliaria,COUNTRYA.SN,,,
Stewards Inc,SWRD.PK,,,
Sociedad Electrica del Sur Oeste SA,SEALDC1.LM,,,
Compania Minera Poderosa SA,PODERC1.LM,PODER,,
Grupo BVL SAA,GBVLAC1.LM,GBVLA,,
Eaton Vance Enhanced Equity Income Fund II,EOS.N,,,
ColorStars Group,CSTU.PK^L19,,,
Nuevo Continente SA,NCONm.BA,,,
Mdwerks Inc,MDWK.PK,,,
FutureWorld Corp,FWDG.PK,,,
Pacific West Bank,PWBK.PK,PWBK,,
Ibc Advanced Alloys Corp,IB.V,IB,,
Highpine Oil & Gas Ltd (Pre-Merger),HPX.TO^J09,DYMLGH,,
Empresa de Generacion Electrica San Gaban SA,SANGABC1.LM,,,
CordovaCann Corp,LVRLF.PK,,,
GAMCO Global Gold Natural Resources & Income Trust,GGN.A,GGN,,
Voya Global Equity Dividend and Premium Opportunity Fund,IGD.N,IGD,,
Activo Inmobiliario Peruano SAA,AIPC1.LM,AIPCA,,
Givbux Inc,GBUX.PK,,,
Signature Devices Inc,SDVI.PK,,,
AES Tiete SA,GETI10.SA^D05,BRALT,,
Banco Nacional de Credito CA Banco Universal,BNC.CR,BNC,,
Decentral Life Inc,WDLF.PK,,,
First Resource Bank (Pennsylvania),FRSB.PK,FRSB,,
Eaton Vance Tax-Managed Buy-Write Income Fund,ETB.N,ETBEV,,
Andritz Fabrics and Rolls Inc,XRM.N^J18,ANDRR,,
Localiza Rent a Car SA,RENT3.SA,RENTC,,
Sprott Physical Uranium Trust,U_u.TO,,,
IHS Inc,IHS^G16,INFOIH,,
Beckett's Inc,BKTS.CD,,,
Craighouse School,COLCRAIGA.SN,,,
Andacor SA,ANDACOR.SN,,,
Billing Services Group Ltd,B4S.L^E20,BILSE,,
Champion Gaming Group Inc,WAGRh.V^K25,,,
OLB Group Inc,OLB.OQ,,,
Ottawa Savings Bancorp Inc,OTTW.PK,,,
Livermore Investments Group Ltd,AUIV.L,,,
Manufactured Housing Properties Inc,MHPC.PK,MHPCX,,
Blanco y Negro SA,COLOCOLO.SN,,,
Huron Valley State Bank,HVLM.PK,HVLM,,
EDP - Energias do Brasil SA,ENBR3.SA^H23,ENBRC,,
Eaton Vance Tax-Managed Buy-Write Opportunities Fund,ETV.N,ETV,,
Prima AFP SA,PRIMAC1.LM,,,
Ripley Corp SA,RIPLEY.SN,RIPLE,,
Legend Oil and Gas Ltd,LOGL.PK,,,
VentriPoint Diagnostics Ltd,VPT.V,,,
Interfield Global Software Inc,IFSS.NLB^E25,,,
P2 Solar Inc,PTOS.PK,,,
Amphion Innovations PLC,AMAMP.L^A20,,,
Ferrocarril del Pacifico SA,FEPASA.SN,FEPAS,,
China Zhong Qi Holdings Ltd,CHZQ.PK,,,
Chemtrade Electrochem Inc,CUS.TO^C17,CHEMTC,,
China Goldcorp Ltd,CAUh.V,,,
Westrock Paper and Packaging LLC,KS.N^K18,SWRWC,,
Impulsora del Desarrollo y el Empleo en America Latina SAB de CV,IDEALB1.MX,IDEAL,,
Lifeist Wellness Inc,LFST.V,,,
Inversiones Aguas Metropolitanas SA,IAM.SN,IAMX,,
Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,ETW.N,,,
Resgreen Group International Inc,RGGI.PK,,,
Sigdo Koppers SA,SK.SN,SKOP,,
Music Licensing Inc,SONG.PK,,,
Zerify Inc,ZRFY.PK,,,
Cannagistics Inc,CNGT.PK^C25,,,
ENGIE Energia Peru SA,ENGIEC1.LM,ENGIEP,,
Voya Global Advantage and Premium Opportunity Fund,IGA.N,,,
La Positiva Vida Seguros y Reaseguros SA,POSITVC1.LM,POSIX,,
Promotora Ambiental SAB de CV,PASAB.MX,PASAB,,
Prime Dividend Corp,PDV.TO,PDV,,
Invermar SA,INVERMAR.SN^C20,ALIMAS,,
Greenville Federal Financial Corp,GVFF.PK,,,
Lancashire Holdings Ltd,LRE.L,LRE,,
BrasilAgro - Companhia Brasileira de Propriedades Agricolas,AGRO3.SA,AGROC,,
Tim Hortons Inc (Pre-Merger),THI.TO^L14,QSPTR,,
Lowell Farms Inc,LOWL.CD,,,
Axtel SAB de CV,AXTELCPO.MX,AXTEL,,
Sirius XM Canada Holdings Inc (Nunavut),XSR.TO^E17,SIIXMH,,
Addax Petroleum Corp,AXC.TO^J09,MLOGCA,,
Columbine Valley Resources Inc,TRXO.PK,TRXO,,
Ostrom Climate Solutions Inc,COO.V,,,
Continental Urbana SAI,COURm.BA,CROUS,,
CNX Gas LLC,CXG.N^F10,CNXXG,,
Alexco Resource Corp (Pre-Merger),AXU.TO^I22,,,
Companhia de Saneamento de Minas Gerais COPASA MG,CSMG3.SA,CSMGC,,
Totvs SA,TOTS3.SA,TOTSC,,
Red Lake Madsen Mine Ltd,PGMh.V^F23,,,
Burger King Holdings Inc,BKC.N^J10,QSPKG,,
BlackRock Long-Term Municipal Advantage Trust,BTA.N^B26,BTA,,
IIoT-Oxys Inc,ITOX.PK,,,
Digicann Ventures Inc,DCNNx.CD,,,
Sandvine Corp(Pre Merger),SVC.TO^I17,PNUIRS,,
CSU Digital SA,CSUD3.SA,,,
Valid Solucoes SA,VLID3.SA,VLIDC,,
Lupatech SA,LUPA3.SA,LUPAC,,
Equatorial SA,EQTL3.SA,EQTLC,,
Onex Canada Asset Management Inc,GS.TO^F19,,,
California Business Bank,CABB.PK,CABB,,
Darelle Online Solutions Inc,DAR.V,,,
BW Offshore Ltd,BWO.OL,BWO,,
Embarq LLC,EQ.N^G09,CNNTPM,,
Sun Pacific Holding Corp,SNPW.PK,,,
West High Yield (W.H.Y) Resources Ltd,WHY.V,,,
Grupo Famsa SAB de CV,GFAMSAA.MX,GFAMS,,
Genesis AI Corp,AIG.CD,,,
Mountain Valley MD Holdings Inc,MVMD.CD,,,
Golden Valley Bank,GVYB.PK,,,
Multiplan Empreendimentos Imobiliarios SA,MULT3.SA,MULTC,,
Solarvest BioEnergy Inc,SVSh.V,,,
Restart Life Sciences Corp,HEAL.CD,,,
Enel Distribucion Chile SA,ENELDXCH.SN,ENELD,,
Nymex Holdings Inc,NMX.N^H08,CMENH,,
CESP Companhia Energetica de Sao Paulo,CESP6.SA^C22,AURECA,,
Oleo e Gas Participacoes SA,OGXP3.SA^A19,OGXP,,
China Keli Electric Co Ltd,ZKLh.V,,,
M Dias Branco SA Industria e Comercio de Alimentos,MDIA3.SA,MDIAC,,
Odontoprev SA,ODPV3.SA,,,
Empresa Electricidad del Peru ELECTROPERU SA,ELECPBC1.LM,,,
Grupo Aeroportuario del Centro Norte SAB de CV,OMAB.MX,OMAB,,
Crowdgather Inc,PEHD.PK,,,
Chineseworldnet.Com Inc,CWNOF.PK,,,
Park Lawn Corp(Pre-Merger),PLC.TO^H24,VIRIIN,,
Paz Corp SA,PAZ.SN,PAZ,,
Millennium Sustainable Ventures Corp,MILC.PK,MILC,,
Ansa Merchant Bank Ltd,AMBL.TTB,AMBL,,
EnviroGold Global Ltd,NVRO.V,,,
Spectra Systems Corp,SPSY.L,,,
First Eagle Private Credit LLC,NEWS.OQ^L17,BCPCHR,,
Profarma Distribuidora de Produtos Farmaceuticos SA,PFRM3.SA,PFRMC,,
Banco GNB Peru SA,GNBC1.LM,GNBCX,,
Transmissora Alianca de Energia Eletrica S/A,TAEE11.SA,TAEEA,,
Bank of Napa NA,BNNP.OB^K17,BMRCMB,,
Turnongreen Inc,TOGI.PK,,,
BR Malls Participacoes SA,BRML3.SA^A23,BRMLC,,
SLC Agricola Centro-Oeste SA,TESA3.SA^H21,TESAI,,
Vital Energy Inc (Canada),VUX.V,VUX,,
TILT Holdings Inc,TILT.NLB^K25,,,
Cohen & Steers Closed End Opportunity Fund Inc,FOF.N,FOF,,
Sonda SA,SONDA.SN,SONDA,,
Zimtu Capital Corp,ZC.V,,,
BlackRock Credit Allocation Income Trust,BTZ.N,BTZ,,
Vortex Brands Co,VTXB.PK,,,
Colegio Ingles Catolico de la Serena SA,COLINSE.SN,COLIN,,
Inmobiliaria de Deportes la Dehesa SA,DEHESA.SN,,,
AFP Planvital SA,PLANVITAL.SN,,,
Positivo Tecnologia SA,POSI3.SA,POSIC,,
Forus SA,FORUS.SN,FORUSX,,
LPS Brasil Consultoria de Imoveis SA,LPSB3.SA,,,
Town Center Bank,TCNB.PK,TCNB,,
Solid Ativos Imobiliarios SA,BRPR3.SA^J23,GPIVAR,,
New Stratus Energy Inc,NSE.V,,,
Auplata Mining Group SA,ALAMG.PA^L25,AGPA,,
Insumos Agroquimicos SA,INAG5m.BA^E24,INAGE,,
Minera IRL Ltd,MIRL.CD,MIRL,,
Curtiss Motorcycle Company Inc,CMOT.PK,,,
Summit Bank (Oregon),SBKO.PK,SBKO,,
Humanoid Global Holdings Corp,ROBO.CD,,,
3 Sixty Risk Solutions Ltd,SAYFF.PK,,,
Kubera Cross Border Fund Ltd,KUBCq.L^L19,,,
Adamant DRI Processing and Minerals Group,ADMG.PK,,,
RNI Negocios Imobiliarios SA,RDNI3.SA^L25,RDNIC,,
Bluesky Digital Assets Corp,BTC.CD,BTC,,
PDG Realty SA Empreendimentos e Participacoes,PDGR3.SA,PDGRC,,
MV Oil Trust,MVO.N,MVO,,
Allspring Global Dividend Opportunity Fund,EOD.N,EOD,,
US Metro Bank,USMT.PK,USMT,,
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,EXG.N,EXG,,
Sao Martinho SA,SMTO3.SA,SMTOC,,
Green Stream Holdings Inc,GSFI.PK,,,
Morgan Stanley Emerging Markets Domestic Debt Fund Inc,EDD.N,EDD,,
Sea Production Ltd,SPRO.NFF,SPRO,,
Banco Pine SA,PINE4.SA,PINED,,
JHSF Participacoes SA,JHSF3.SA,JHSFC,,
Enel X North America Inc,ENOC.O^H17,ENEIER,,
Mitel Networks Inc (Delaware),SHOR.O^I17,MNWMT,,
abrdn Global Premier Properties Fund,AWP.N,AWP,,
W&E Source Corp,WESC.PK,,,
Nighthawk Energy PLC,NGTE.L^G18,NHEGQ,,
Fertilizantes Heringer SA,FHER3.SA,FHERC,,
Green River Gold Corp,CCR.CD,,,
Boart Longyear Group Ltd(Pre-Merger),BLY.AX^D24,BOLORA,,
Even Construtora e Incorporadora SA,EVEN3.SA,EVENC,,
Royal Mines and Minerals Corp,RYMM.PK,,,
Metalert Inc,MLRT.PK,,,
Pacific Alliance Bank,PFBN.PK,PFBN,,
Nass Valley Gateway Ltd,NVG.CD,,,
JBS SA,JBSS3.SA^F25,ZIHJBS,,
Lighthouse Global Holdings Inc,LHGI.PK,,,
Holliswealth Inc,DW_pa.TO^I11,ABEGAH,,
Ergon Asphalt Partners LP,BKEP.OQ^H22,ERGONL,,
Viver Incorporadora e Construtora SA,VIVR3.SA,VIVRC,,
People Corp(Pre-Merger),PEO.V^B21,PEOPEE,,
Fobi AI Inc,FOBI.V,,,
FIRST BANK (Hamilton),FRBA.OQ,FRBA,,
FICA Empreendimentos Imobiliarios SA,FIEI3.SA,CRDEX,,
Log-in Logistica Intermodal SA,LOGN3.SA,LOGNC,,
Uplynk Inc,EGIOQ.PK^G25,UPLYK,,
Dine SAB de CV,DINEB.MX,DINEB,,
Metalfrio Solutions SA,FRIO3.SA,FRIOC,,
Entertainment One Ltd (Pre-Reincorporation),ETO.L^L19,HASTAE,,
Beyond Commerce Inc,BYOC.PK,,,
CU Inc,CIU_pa.TO,CIU,,
Energisa SA,ENGI4.SA,ENGIA,,
AbelZeta Inc,CBMG.OQ^B21,,,
Eaton Vance Risk-Managed Diversified Equity Income Fund,ETJ.N,ETJ,,
Medivolve Inc,MEDVF.PK,,,
Rhythmone Ltd,RTHM.L^D19,,,
VMware LLC,VMW.N^K23,AVGOVM,,
First Trust Specialty Finance and Financial Opportunities Fund,FGB.N^F25,FGBX,,
Preaxia Health Care Payment Systems Inc,PAXH.PK,,,
Bank of China (Brasil) Banco Multiplo SA,BICB4.SA^J15,CNCBIK,,
HK Battery Technology Inc,HKBT.PK,,,
Third Bench Inc,THBD.PK,,,
Keek Social Inc,KEEK.V,,,
Firm Capital Apartment Real Estate Investment Trust,FCA_u.V,FCA,,
SLC Agricola SA,SLCE3.SA,SLCEC,,
Tegma Gestao Logistica SA,TGMA3.SA,TGMAC,,
ReShape Weightloss Inc,RSLS.PK^F21,HINDE,,
EZ TEC Empreendimentos e Participacoes SA,EZTC3.SA,EZTCC,,
Banco ABC Brasil SA,ABCB4.SA,ABCBD,,
Tereos Internacional SA,TERI3.SA^I16,TEREST,,
Sandstorm Gold Ltd (British Columbia),SSL.TO^J25,AYSA,,
Yale Transaction Finders Inc,YTFD.PK,,,
Marfrig Global Foods SA,MBRF3.SA,MBRFC,,
RomReal Ltd,ROMR.OL,,,
Springs Global Participacoes SA Em Recuperacao Judicial,SGPS3.SA^B26,SGPSC,,
SYN Prop e Tech SA,SYNE3.SA,SYNEC,,
PPE Fios Esmaltados SA,PPEF3.SA^G11,,,
Aliansce Shopping Centers SA,ALSC3.SA^H19,ALSH,,
Redecard Instituicao de Pagamento SA,RDCD3.SA^J12,ITUBDE,,
Helbor Empreendimentos SA,HBOR3.SA,HBORC,,
TPI Triunfo Participacoes e Investimentos SA,TPIS3.SA,TPISC,,
MRV Engenharia e Participacoes SA,MRVE3.SA,MRVEC,,
Banco Patagonia SA,BPATm.BA,BPAT,,
General Shopping e Outlets do Brasil SA,GSHP3.SA,GSHPCB,,
Nutraproducts Inc,NTPR.PK,,,
Cavali SA ICLV,CAVALIC1.LM,CAVAX,,
Futura Consorcio Inmobiliario SA,FUTURAC1.LM,,,
Trek Metals Ltd,TKM.AX,,,
BlackPearl Resources Inc (Pre-Reincorporation),PXXSsdb.ST^L18,IPCOR,,
Crystal Clean Inc,HCCI.OQ^J23,JFLTAC,,
Copper Mountain Mining Inc (Pre-Reincorporation),CMMC.TO^F23,HBMCMM,,
Tapinator Inc,TAPM.PK,TAPM,,
Bolsa de Valores de Colombia SA,BVC.CN,BVC,,
Banco do Estado do Rio Grande do Sul SA,BRSR6.SA,BRSRF,,
Groupimo SA,ALIMO.PA,,,
Argonaut Gold Inc (Pre-Merger),AR.TO^G24,AGIAUT,,
Blue Horse Direct Inc,SGOO.PK,,,
