Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
BlackRock TCP Capital Corp,TCPC.OQ,TCPC,171023.0,BLACKROCK TCP CAPITAL
Exa Corp,EXA.OQ^K17,,187773.0,EXA CORP
Barnhart Group Inc,SMGI.PK,,,
CVR Nitrogen LP,RNF.N^D16,UANCR,,
FuboTV Inc,FUBO.N,FUBO,17001.0,FUBOTV INC
Chuy's Holdings Inc,CHUY.OQ^J24,DRICY,187775.0,CHUY'S HOLDINGS INC
Wellness Center USA Inc,WCUI.PK,,170692.0,WELLNESS CENTER USA INC
NCR Payment Solutions Corp,JTPY.OQ^L18,,,
Evergreen Sustainable Enterprises Inc,EGSE.PK,,,
Organic Potash Corp,OPC.CD^B26,,,
Matador Resources Co,MTDR.N,MTDR,187812.0,MATADOR RESOURCES CO
Mid-Con Energy Partners LP,MCEP.OQ^A21,MCFMD,187810.0,MID-CON ENERGY PARTNERS -LP
Rose Rock Midstream LP,RRMS.K^J16,SEMGM,187814.0,ROSE ROCK MIDSTREAM LP
CVC Brasil Operadora e Agencia de Viagens SA,CVCB3.SA,CVCBC,,
Meganet Corp,MGNT.PK,,50555.0,MEGAN HOLDINGS LTD
NFI Group Inc,NFI.TO,NFI,174152.0,NFI GROUP INC
iQSTEL Inc,IQST.OQ,,34070.0,IQSTEL INC
GlucoTrack Inc,GCTK.OQ,,17024.0,GLUCOTRACK INC
Konared Corp,KRED.PK,,2626.0,KONARED CORP
Radient Technologies Inc,RTIh.V^K25,,126554.0,AGILENT TECHNOLOGIES INC
Crestwood Midstream Partners LP,CMLP.N^J15,ETCRW,177124.0,CRESTWOOD MIDSTREAM PTNRS LP
Vital Energy Inc,VTLE.N^L25,VENSBI,187961.0,VITAL ENGY INC
Jive Software LLC,JIVE.O^F17,ESWCPJ,187969.0,JIVE SOFTWARE INC
ServisFirst Bancshares Inc,SFBS.N,SFBS,16549.0,SERVISFIRST BANCSHARES INC
Angi Inc,ANGI.OQ,ANGIX,32502.0,ANGI INC
Aristocrat Group Corp,ASCC.PK,,170387.0,ARISTOCRAT GROUP CORP
Bazaarvoice Inc,BV.OQ^B18,MRLFDB,188157.0,BAZAARVOICE INC
Worldwide NFT Inc,WNFT.PK,,170605.0,WORLDWIDE NFT INC
Schneider National Inc,SNDR.N,SNDR,264193.0,SCHNEIDER NATIONAL INC
DLC Holdings Corp,DLC.V,,,
Moovly Media Inc,MVYh.V,,180270.0,MOOD MEDIA CORP
Forum Energy Technologies Inc,FET.N,FET,45542.0,OMS ENERGY TECHNOLOGIES INC
Corindus Vascular Robotics Inc,CVRS.A^J19,MESOSC,21520.0,CORINDUS VASCULAR ROBOTICS
Mesquite Energy Inc,SNECQ.PK^G20,MESQU,179782.0,RESOLUTE ENERGY CORP
Guidewire Software Inc,GWRE.N,GWRE,190455.0,GUIDEWIRE SOFTWARE INC
Parade Technologies Ltd,4966.TWO,,41569.0,PARAZERO TECHNOLOGIES LTD
Levi Strauss & Co,LEVI.N,LEVIX,16476.0,LEVI STRAUSS & CO
Vibe Growth Corp,VIBE.CD,,331757.0,VIREO GROWTH INC
FTS International Inc,FTSI.A^C22,FTSI,33067.0,FTS INTERNATIONAL INC
Wellesley Bancorp Inc,WEBK.OQ^F20,CATCW,193855.0,WELLESLEY BANCORP INC
RH,RH.N,RH,111873.0,RH
CV Sciences Inc,CVSI.PK,,187711.0,CV SCIENCES INC
Fortune Brands Innovations Inc,FBIN.N,FBIN,188255.0,FORTUNE BRANDS INNOVATNS INC
Ares Commercial Real Estate Corp,ACRE.N,ACRE,189516.0,ARES COMMERCIAL REAL ESTATE
Memex Inc,OEEh.V^L25,,19074.0,MEMEX INC
Performance Food Group Co,PFGC.N,PFGC,28787.0,PERFORMANCE FOOD GROUP CO
Ocean Rig UDW Inc,ORIG.OQ^L18,RIGNOC,296318.0,OCEAN RIG UDW INC
Intertain Group Ltd (Pre-Merger 1),ITX.TO^A20,INIGON,,
Ameritek Ventures Inc,ATVK.PK,,16524.0,AMERITEK VENTURES
XRApplied Technologies Inc,XRA.CD^C25,,64668.0,XPLORE TECHNOLOGIES CORP
Ambev SA,ABEV3.SA,ABEVC,201140.0,AMBEV SA
Artisan Consumer Goods Inc,ARRT.PK,,170995.0,ARTISAN CONSUMER GOODS INC
Datametrex AI Ltd,DM.V,,32215.0,DATAMETREX AI LTD
Lorne Park Capital Partners Inc,LPC.V^J25,,39464.0,NEWLAKE CAPITAL PARTNERS INC
Endonovo Therapeutics Inc,ENDV.PK,,170870.0,ENDONOVO THERAPEUTICS INC
Samsara Luggage Inc,SAML.PK,,,
Fortress Biotech Inc,FBIO.OQ,FBIO,196269.0,FORTRESS BIOTECH INC
Health Advance Inc,HADV.PK,,145046.0,ELEVANCE HEALTH INC
Razor Energy Corp,RZEh.V^B25,RZORG,32183.0,URZ ENERGY CORP
FS Bancorp Inc,FSBW.OQ,FSBW,181820.0,FS BANCORP INC
Banks Island Gold Ltd,BKSLF.PK,,191956.0,BANKS ISLAND GOLD LTD
BGI Inc,BGRP.PK,BGRP,14087.0,BG GROUP PLC
LendingClub Corp,LC.N,LC,19647.0,LENDINGCLUB CORP
G6 Materials Corp,GGGh.V^K25,,30032.0,EAGLE MATERIALS INC
Record Resources Inc,REC.V,,7422.0,EXCO RESOURCES INC
Xylem Inc,XYL.N,XYL,189491.0,XYLEM INC
Exelis Inc,XLS^E15,HRSE,189490.0,EXELIS INC
"MELINTA THERAPEUTICS, LLC",MLNTQ.PK^D20,VACAMU,196856.0,MELINTA THERAPEUTICS INC
Genie Energy Ltd,GNE.N,GNE,190590.0,GENIE ENERGY LTD
Wheeler Real Estate Investment Trust Inc,WHLR.OQ,WHLR,194256.0,WHEELER REAL ESTATE INVT TR
Zynga Inc,ZNGA.OQ^E22,TTWOZA,187576.0,ZYNGA INC
Atoro Capital Corp,TTOh.V,,61302.0,ARCH CAPITAL GROUP LTD
Northisle Copper and Gold Inc,NCX.V,,190586.0,NORTHISLE COPPER & GOLD INC
AudioEye Inc,AEYE.OQ,,17754.0,AUDIOEYE INC
Rouse Properties LLC,RSE.N^G16,BRPRPU,9256.0,ROUSE PROPERTIES INC
Symphony Floating Rate Senior Loan Fund,SSF_u.TO^A26,,192256.0,SYMPHONY FLOATING RATE SR LN
Groupon Inc,GRPN.OQ,GRPN,187363.0,GROUPON INC
Lumos Networks Corp,LMOS.OQ^K17,MTNUCL,190959.0,LUMOS NETWORKS CORP
Sustainable Projects Group Inc,SPGX.PK,SPGXX,,
Aphria Inc,APHA.TO^E21,TLRYA,37826.0,APRIA INC
Pharmadrug Inc,PHRX.CD,,,
JIVA Technologies Inc,JIVA.CD,,38357.0,AEVA TECHNOLOGIES INC
Green Impact Partners Inc,GIP.V,,38906.0,GREEN IMPACT PARTNERS INC
Sigma Lithium Corp,SGML.OQ,,33728.0,SIGMA LITHIUM CORP
Alkaline Water Company Inc,WTER.PK,,18231.0,ALKALINE WATER COMPANY INC
Chiron Real Estate Inc,XRN.N,XRN,,
Global Brass and Copper Holdings Inc,BRSS.N^G19,BRSS,,
Petrox Resources Corp,PTC.V,,65934.0,PEDRO RESOURCES LTD
Poseidon Concepts Corp,PSN.TO^E13,POOSF,193164.0,POSEIDON CONCEPTS CORP
Verastem Inc,VSTM.OQ,VSTM,194255.0,VERASTEM INC
Marriott Vacations Worldwide Corp,VAC.N,VAC,191255.0,MARRIOTT VACATIONS WORLDWIDE
Hartford Creative Group Inc,HFUS.PK,,,
One Group Hospitality Inc,STKS.OQ,STKS,18978.0,ONE GP HOSPITALITY (THE)
illumin Holdings Inc,ILLM.TO,,21155.0,ILLUMIN HOLDINGS INC
Ilustrato Pictures International Inc,ILUS.PK,,195056.0,ILUSTRATO PICTURES INTL INC
Gen 2 Technologies Inc,MNIZ.PK,,126554.0,AGILENT TECHNOLOGIES INC
Worldpay Inc,WP.N^G19,FISWO,194956.0,WORLDPAY INC
1CM Inc,EPIC.CD,,33727.0,1CM INC
Braille Energy Systems Inc,BES.V,,,
Spirit Realty Capital Inc,SRC.N^A24,OSPIR,157679.0,SPIRIT REALTY CAPITAL INC
GameSquare Holdings Inc,GAME.OQ,,340388.0,GAMESQUARE HOLDINGS INC
BioAmber Inc,BIOAQ.PK^K19,,196160.0,BIOAMBER INC
ClearSign Technologies Corp,CLIR.OQ,,171155.0,CLEARSIGN TECHNOLOGIES CORP
Beeline Holdings Inc,BLNE.OQ,,18398.0,BEELINE HOLDINGS INC
PBF Energy Inc,PBF.N,PBF,196159.0,PBF ENERGY INC
CalPrivate Bank,PBAM.PK,PBAM,,
Tower One Wireless Corp,TO.CD^G25,,176066.0,NEXTWAVE WIRELESS INC
Tempus Capital Inc,TEMP.CD,,,
Cathedra Bitcoin Inc,CBIT.V,CBIT,,
Charter Communications Inc,CHTR.OQ,CHTR,126136.0,CHARTER COMMUNICATIONS INC
Organigram Global Inc,OGI.TO,OGI,21577.0,ORGANIGRAM GLOBAL INC
Pazoo Inc,PZOO.PK,,39534.0,CAZOO GROUP LTD
Tecnoglass Inc,TGLS.N,TGLX,170765.0,TECNOGLASS INC
Xenetic Biosciences Inc,XBIO.OQ,,237269.0,XENETIC BIOSCIENCES INC
Medexus Pharmaceuticals Inc,MDP.TO,MDPX,19447.0,MEDEXUS PHARMACEUTICALS
Lipocine Inc,LPCN.OQ,,18424.0,LIPOCINE INC
North Peak Resources Ltd,NPR.V,,26527.0,NORTH PEAK RESOURCES LTD
PlasCred Circular Innovations Inc,PLAS.CD,,,
Luxfer Holdings PLC,LXFR.N,LXFR,268208.0,LUXFER HOLDINGS PLC
Puma Biotechnology Inc,PBYI.OQ,PBYI,170945.0,PUMA BIOTECHNOLOGY INC
Tripadvisor Inc,TRIP.OQ,TRIP,199356.0,TRIPADVISOR INC
West Texas Resources Inc,WTXR.PK,,107925.0,TERAS RESOURCES INC
InsuraGuest Technologies Inc,ISGI.V,,16039.0,PUGET TECHNOLOGIES INC
Northern Tier Energy LP,NTI.N^F16,MPCXNT,170297.0,NORTHERN TIER ENERGY LP
Tumi Holdings Inc,TUMI.K^H16,SMNTLT,170904.0,TUMI HOLDINGS INC
Proofpoint Inc,PFPT.OQ^I21,PRFPTP,170335.0,PROOFPOINT INC
Zhen Ding Technology Holding Ltd,4958.TW,ZHDIG,,
Excel Corp,EXCC.PK,,5608.0,HEXCEL CORP
Andino Investment Holding SAA,AIHC1.LM,AIHCA,,
White Fox Ventures Inc,AWAW.PK,,,
Progressive Green Solutions Inc,PGSC.PK,,19993.0,PROGRESSIVE GREEN SOLUTIONS
ImagineAR Inc,IP.CD,,,
Hypha Labs Inc,FUNI.PK,,170378.0,HYPHA LABS INC
Tecogen Inc,TGEN.A,,18114.0,TECOGEN INC
Bee Vectoring Technologies International Inc,BEE.CD,,,
Gogo Inc,GOGO.OQ,GOGO,170384.0,GOGO INC
Select Income Reit,SIR.OQ^A19,OPIYMI,170375.0,SELECT INCOME REIT
Jericho Energy Ventures Inc,JEV.V,,,
Customers Bancorp Inc,CUBI.N,CUBI,170396.0,CUSTOMERS BANCORP INC
Greenwind Holdings Inc,NEWG.PK,,,
Phillips 66,PSX.N,PSX,170841.0,PHILLIPS 66
Palantir Bioceuticals Inc,IFAN.PK,,,
HomeTrust Bancshares Inc,HTB.N,HTBX,170419.0,HOMETRUST BANCSHARES INC
Vyant Bio Inc,1C80.MU^A24,,38539.0,VYANT BIO INC
Servicios Corporativos Javer SAB de CV,JAVER.MX^D25,JAVER,,
Electrica Puntilla SA,PUNTILLA.SN,,,
Energia Latina SA,ENLASA.SN,ENLAS,,
Acadia Healthcare Company Inc,ACHC.OQ,ACHC,192255.0,ACADIA HEALTHCARE CO INC
Atico Mining Corp,ATY.V,,170879.0,ATICO MINING CORP
Lobe Sciences Ltd,LOBE.CD,,170788.0,ISLET SCIENCES INC
Sandridge Mississippian Trust II,SDRMU.PK^K20,,,
Xtract One Technologies Inc.,XTRA.TO,,29126.0,XTRACT ONE TECHNOLOGIES INC
Arch Therapeutics Inc,ARTHQ.PK^A26,,18121.0,ARCH THERAPEUTICS INC
Infoblox Inc,BLOX.N^K16,DLTHOI,170444.0,INFOBLOX INC
Pacific Coast Oil Trust,ROYTL.PK,,171212.0,PACIFIC COAST OIL TRUST
Diamond Estates Wines & Spirit Inc,DWS.V,,12743.0,DIAMOND ESTATES WINES & SPIR
Carlyle Group Inc,CG.OQ,CG,189459.0,CARLYLE GROUP INC
Franchise Group Inc,FRG.OQ^H23,FRVCMR,188856.0,FRANCHISE GROUP INC
Splunk LLC,SPLK.OQ^C24,CSCOP,170616.0,SPLUNK INC
Alpek SAB de CV,ALPEKA.MX,ALPEK,,
Interconnect Ventures Corp,IVCh.V,,,
Sprott Physical Platinum and Palladium Trust,SPPPu.TO,,,
Lifeloc Technologies Inc,LCTC.PK,,187411.0,LIFELOC TECHNOLOGIES INC
Avalanche International Corp,AVLP.PK,,,
Rayont Inc,RAYT.PK^D25,,,
Greenhawk Resources Inc,GRHK.CD,GRHK,21771.0,GREENHAWK RESOURCES INC
Centrais Eletricas de Santa Catarina SA Celesc,CLSC4.SA,CLSCC,,
Aether Global Innovations Corp,AETH.CD,,272705.0,ATRIUM INNOVATIONS INC
Thunderstruck Resources Ltd,AWE.V,,,
Post Holdings Inc,POST.N,POST,170527.0,POST HOLDINGS INC
SRAX Inc,SRAX.PK,,15543.0,SRAX INC
Starco Brands Inc,STCB.PK,,13360.0,STARCO BRANDS INC
FLP Winddown LP,FELPQ.PK^G20,MURREF,,
Vanjia Corp,VNJA.PK,,26478.0,VANJIA CORP
Earth Science Tech Inc,ETST.PK,,21560.0,EARTH SEARCH SCIENCES INC
Tyme Technologies Inc,TYME.OQ^I22,,23337.0,TYME TECHNOLOGIES INC
Radius Health Inc,RDUS.OQ^H22,RDUSH,170520.0,RADIUS HEALTH INC
Nuwellis Inc,NUWE.OQ,NUWEN,271987.0,NUWELLIS INC
Empire State Realty Trust Inc,ESRT.N,ESRT,170714.0,EMPIRE STATE REALTY TR INC
EQM Midstream Partners LP,EQM.N^F20,EQTEMP,170748.0,EQT MIDSTREAM PARTNERS LP
Atossa Therapeutics Inc,ATOS.OQ,,185659.0,ATOSSA THERAPEUTICS INC
Diamondback Energy Inc,FANG.OQ,FANG,170750.0,DIAMONDBACK ENERGY INC
Auriginal Mining Corp,AUME.V,,108548.0,ARIZONA MINING INC
Atlas Resource Partners LP,ARPJQ.PK^I16,ATLSR,150837.0,NATURAL RESOURCE PARTNERS LP
New Global Energy Inc,NGEY.PK^D25,,331125.0,RENEW ENERGY GLOBAL PLC
Sociedad Matriz SAAM SA,SMSAAM.SN,SMSAA,,
Asante Gold Corp,ASE.V,,170814.0,ASANTE GOLD CORP
Bloom Select Income Fund,BLB_u.TO^C25,,171132.0,BLOOM SELECT INCOME FUND
Nanomix Corp,NNMX.PK^D25,,,
Ubiquity Inc,UBIQ.PK^H17,,18883.0,UBIQUITY INC
JM Capital II Corp,JCIh.V,,,
Construcciones el Condor SA,CON.CN,CON,,
Morguard North American Residential Real Estate Investment Trust,MRG_u.TO,MRG,,
Elcora Advanced Materials Corp,ERA.V,,8356.0,ELCORA ADVANCED MATERIALS CP
AVITA Medical Inc,RCEL.OQ,,253355.0,AVITA MEDICAL INC
Hammer Technology Holdings Corp,HMMR.PK,,27246.0,HAMMER TECHNOLOGY HOLDI CORP
Free Flow USA Inc,FFLO.PK,,,
Unicasa Industria de Moveis S/A,UCAS3.SA,,,
SSC Security Services Corp,SECU.V,,18388.0,SSC SECURITY SERVICES CORP
Carozzi SA,CAROZZI.SN,CAROZ,,
NexLiving Communities Inc,NXLV.V,,170888.0,NEXLIVING COMMUNITIES INC
Raging River Exploration Inc (Pre-Merger),RRX.TO^H18,RGNREA,170889.0,RAGING RIVER EXPLORATION INC
CO2 GRO Inc,GROWh.V^K25,,170964.0,CO2 GRO INC
Whiting USA Trust II,WHZT.PK^C22,,,
GCS Holdings Inc,4991.TWO,GCSHL,,
Health Logic Interactive Inc,CHIPh.V,,18720.0,HEALTH LOGIC INTERACTIVE INC
BNP Paribas Cardif SA Compania de Seguros y Reaseguros,CARDIFC1.LM,,,
Energia del Pacifico SA,ENPACIC1.LM,ENPAC,,
Berry Global Group Inc,BERY.N^D25,AMCORB,13431.0,BERRY CORP
Berry Global Group Inc,BERY.N^D25,AMCORB,180483.0,BERRY GLOBAL GROUP INC
TESARO Inc,TSRO.OQ^A19,GSKTR,170969.0,TESARO INC
Mr Cooper Group Inc,COOP.OQ^J25,COOPX,13888.0,MR COOPER GROUP INC
JFT Strategies Fund,JFS_u.TO,,5299.0,JFT STRATEGIES FUND
Retail Properties of America Inc,RPAI.N^J21,KRGRP,164132.0,RETAIL PPTYS OF AMERICA INC
Globus Medical Inc,GMED.N,GMED,171002.0,GLOBUS MEDICAL INC
ADMA Biologics Inc,ADMA.OQ,ADMA,17653.0,ADMA BIOLOGICS INC
Stemline Therapeutics Inc,STML.OQ^F20,,171022.0,STEMLINE THERAPEUTICS INC
Gaia Grow Corp,GAIA.CD^E25,,,
Palo Alto Networks Inc,PANW.OQ,PANW,171067.0,PALO ALTO NETWORKS INC
Laureate Education Inc,LAUR.OQ,LAUR,26305.0,LAUREATE EDUCATION INC
Gawk Inc,GAWK.PK,,,
Atlas Lithium Corp,ATLX.OQ,,18019.0,ATLAS LITHIUM CORP
Blackstone Strategic Credit 2027 Term Fund,BGB.N,,14846.0,BLACKSTONE STR C 2027 T FUND
National Waste Management Holdings Inc,NWMH.PK,,,
Agostini Ltd,AGL.TTB,,,
National Enterprises Ltd,NEL.TTB,NENTP,,
Prestige Holdings Ltd,PHL.TTB,,,
Unilever Caribbean Ltd,UCL.TTB,,,
One Caribbean Media Ltd,OCM.TTB,OCM,,
Nyli Mackay Definedterm Muni Opportunities Fund,MMD.N,,,
Five Below Inc,FIVE.OQ,FIVE,171141.0,FIVE BELOW INC
mCloud Technologies Corp,MCLDh.V^L25,MCLDF,13328.0,C&D TECHNOLOGIES INC
Companhia de Locacao das Americas,LCAM3.SA^G22,LCAMC,,
Southcross Energy Partners LLC,SXEEQ.PK^B20,SOHSSC,171139.0,SOUTHCROSS ENERGY PRTNRS LP
Binovi Technologies Corp,VISNh.V^L25,,13982.0,BINOVI TECHNOLOGIES CORP
MCX Technologies Corp,MCXh.V,,142811.0,FMC TECHNOLOGIES INC
Fiesta Restaurant Group Inc,FRGI.OQ^J23,FIHOLF,187833.0,FIESTA RESTAURANT GROUP INC
ACE Aviation Holdings Inc,ACEh.V^C24,ACE,14999.0,ACE AVIATION HOLDINGS INC
Joey New York Inc,JOEY.PK,,18734.0,JOEY NEW YORK INC
Skkynet Cloud Systems Inc,SKKY.PK,,17349.0,SKKYNET CLOUD SYSTEMS INC
PIMCO Dynamic Income Fund,PDI.N,,8335.0,PIMCO DYNAMIC INCOME FUND
Tesla Energy Operations Inc,SCTY.O^K16,TESLAS,,
Sunvault Energy Inc,SVLT.PK,,13882.0,SUNVAULT ENERGY INC
Sears Hometown Stores Inc,SHOS.OQ^J19,TRAHCS,,
Ruckus Wireless LLC,RKUS.K^E16,VISNRU,16416.0,RUCKUS WIRELESS INC
Madison County Financial Inc,MCBK.PK,,15149.0,MADISON COUNTY FINANCIAL INC
MariMed Inc,MRMD.PK,,21873.0,MARIMED INC
Viscount Mining Corp,VML.V,,,
Nuveen Preferred Securities & Income Opportunities Fund,JPI.N^I25,,,
Cohen & Steers Ltd Duration Preferred & Income Fund Inc,LDP.N,,,
MJ Holdings Inc,MJNE.PK,,,
ORAGIN Foods Inc,OGh.V^J25,,7575.0,MORGANS FOODS INC
ServiceNow Inc,NOW.N,NOW,171007.0,SERVICENOW INC
Magellan Copper and Gold Corp,MAGE.PK,,107965.0,LION COPPER AND GOLD CORP
Ekso Bionics Holdings Inc,EKSO.OQ,,17727.0,EKSO BIONICS HOLDINGS INC
Taylor Consulting Inc,TAYO.PK,,,
Phio Pharmaceuticals Corp,PHIO.OQ,,171187.0,PHIO PHARMACEUTICALS CORP
Cryomass Technologies Inc,CRYM.PK,,140182.0,CYMAT TECHNOLOGIES LTD
Sinqia SA,SQIA3.SA^K23,SQIAC,,
Sharc International Systems Inc,SHRC.CD,SHRC,14913.0,AURA SYSTEMS INC
Mereo Biopharma 5 Inc,OMED.OQ^D19,,321764.0,MEREO BIOPHARMA GROUP PLC
WELL Health Technologies Corp,WELL.TO,WELLX,16732.0,WELL HEALTH TECHNOLOGIES
Crossamerica Partners LP,CAPL.N,CAPLY,15212.0,CROSSAMERICA PARTNERS LP
Shutterstock Inc,SSTK.N,SSTK,3382.0,SHUTTERSTOCK INC
West Indian Tobacco Company Ltd,WCO.TTB,WCO,,
American Health Protection Corp,EWLL.PK,,,
Clearpoint Neuro Inc,CLPT.OQ,,184077.0,CLEARPOINT NEURO INC
Bloomin' Brands Inc,BLMN.OQ,BLMN,171049.0,BLOOMIN' BRANDS INC
Pena Verde SAB,PV.MX,PVXX,,
Portfolio 22 Multi-Family REIT LP,RUF_u.TO^J19,PORTVM,,
Cedar Realty Trust Inc,CDR_pb.N,CDR,13189.0,CEDAR REALTY TRUST INC
Professional Diversity Network Inc,IPDN.OQ,,8661.0,PROFESSIONAL DIVERSITY NETWK
APT Systems Inc,APTY.PK,,19093.0,APT SYSTEMS INC
Accelera Innovations Inc,ACNV.PK,,,
Cyberloq Technologies Inc,CLOQ.PK,,32759.0,EXRO TECHNOLOGIES INC
Blue Biofuels Inc,BIOF.PK,,17920.0,BLUE BIOFUELS INC
CCX Carvao da Colombia SA,CCXC3.SA^A20,,,
Cardax Inc,CDXI.PK,,19769.0,CARDAX INC
Datable Technology Corp,DACh.V,,,
Sector 5 Inc,SFIV.PK^H22,,17284.0,SECTOR 5 INC
Carvajal Empaques SA,CAR_p.CN,CARPX,,
iFabric Corp,IFA.TO,,11632.0,IFABRIC CORP
Healthcare Realty Trust Inc,HR.N,HTAXX,28322.0,HEALTHCARE REALTY TRUST INC
DMG Blockchain Solutions Inc,DMGI.V,,,
Nexgen Energy Ltd,NXE.TO,NXE,17826.0,NEXGEN ENERGY LTD
Anywhere Real Estate Inc,HOUS.N^A26,ODM,174022.0,ANYWHERE REAL ESTATE INC
Qualys Inc,QLYS.OQ,,11745.0,QUALYS INC
Covisint Corp,COVS.O^G17,,18571.0,COVISINT CORP
Bionik Laboratories Corp,BNKL.PK,,23255.0,BIONIK LABORATORIES CORP
TruTrace Technologies Inc,TTT.CD^G25,,5959.0,TRANE TECHNOLOGIES PLC
Duesenberg Technologies Inc,DUSYF.PK,,65692.0,SENSE TECHNOLOGIES INC
Alexander & Baldwin Inc (Hawaii),ALEX.N,ALEX,11756.0,ALEXANDER & BALDWIN INC
Block Inc,XYZ.N,XYZ,26367.0,BLOCK INC
Echeverria Izquierdo SA,EISA.SN,EISA,,
Guardian Media Ltd,GML.TTB,,,
America Great Health,AAGH.PK,,19317.0,AMERICA GREAT HEALTH
HubSpot Inc,HUBS.N,HUBS,21847.0,HUBSPOT INC
Rally Software Development Corp,RALY.K^G15,,17505.0,RALLY SOFTWARE DEV CORP
Natural Grocers by Vitamin Cottage Inc,NGVC.N,,11922.0,NATURAL GROCERS VITAMIN CTGE
Hamilton Bancorp Inc (Maryland),HBK.OQ^E19,HBK,13665.0,HAMILTON BANCORP INC/MD
Qualitas Controladora SAB de CV,Q.MX,Q,,
Sunoco LP,SUN.N,SUNX,12892.0,SUNOCO LP
Jinli Group Holdings Ltd,8429.TW,JINLI,50509.0,INLIF LTD
Dunas Energia SAA,DUNENC1.LM,DUNEX,,
MPLX LP,MPLX.N,MPLX,12294.0,MPLX LP
Performant Healthcare Inc,PHLT.OQ^J25,PHLT,170965.0,PERFORMANT HEALTHCARE INC
JAVELIN Mortgage Investment Corp,JMI.N^D16,,12311.0,JAVELIN MORTGAGE INVESTMENT
Aivita Group Inc,EUSP.PK^L25,,11304.0,AVISTA CORP
Engility Holdings Inc,EGL.N^A19,SAICG,,
Oak View National Bank,OAKV.PK,OAVIEO,,
New Hi-Crush Inc,HCRSQ.PK^J20,NWCRU,12432.0,HI-CRUSH INC
Itaconix PLC,ITXI.L,,,
Benitec Biopharma Inc,BNTC.OQ,,254381.0,BENITEC BIOPHARMA INC
Delek Logistics Partners LP,DKL.N,DKL,12833.0,DELEK LOGISTICS PARTNERS LP
Splash Beverage Group Inc,SBEV.A,,182638.0,PULSE BEVERAGE CORP
Gigamon Inc,GIMO.N^L17,GINSBI,12803.0,GIGAMON INC
Vesta Real Estate Corporation SAB de CV,VESTA.MX,VESTA,,
Inversiones la Construccion SA,ILC.SN,ILC,,
China De Xiao Quan Care Group Co Ltd,CDXQ.PK,,18091.0,CHINA DE XIAO QUA C G CO LTD
Khiron Life Sciences Corp,KHRNh.V^L25,,33631.0,KEZAR LIFE SCIENCES
PGIM Global High Yield Fund Inc,GHY.N,,16798.0,PGIM GLOBAL HI YIELD FND INC
True North Commercial REIT,TNT_u.TO,,,
GCC Global Capital Corp,GCCCh.V,,17419.0,RCS CAPITAL CORP
Bebuzee Inc,BBUZ.PK,,17224.0,BEBUZEE INC
Oconee Financial Corp,OSBK.PK,OSBK,32253.0,PONCE FINANCIAL GROUP INC
Interups Inc,ITUP.PK,,19122.0,INTERUPS INC
Mibanco Banco de la Microempresa SA,MIBANC1.LM,MIBAX,,
Carlyle Credit Income Fund,CCIF.N,CCIF,185259.0,CANSO CREDIT INCOME FUND
CyrusOne Inc,CONE.OQ^C22,CONEX,16116.0,CYRUSONE INC
SunCoke Energy Partners LP,SXCP.N^F19,SXCCN,15396.0,SUNCOKE ENERGY PARTNERS LP
Hut 8 Corp,HUT.OQ,HUTX,33195.0,HUT 8 CORP
Danone US Inc,WWAV.K^D17,DANOW,17452.0,DANONE SA
Horizon Copper Corp,HCU.V^J25,RGLDHP,,
Amplitech Group Inc,AMPG.OQ,,17396.0,AMPLITECH GROUP INC
Aqua Power Systems Inc,APSI.PK,,28724.0,BALLARD POWER SYSTEMS INC
Zoetis Inc,ZTS.N,ZTS,13721.0,ZOETIS INC
InRetail Peru Corp,INRETC1.LM,INREX,,
Dream Industrial Real Estate Investment Trust,DIR_u.TO,DIR,,
Regulus Therapeutics Inc,RGLS.OQ^F25,,13835.0,REGULUS THERAPEUTICS INC
Panacea Life Sciences Holdings Inc,PLSH.PK,,,
Summit Midstream Corp,SMC.N,SMCY,13871.0,SUMMIT MIDSTREAM CORP
Verizon Connect Ireland Ltd,FLTX.K^K16,VZVRNC,,
BlackRock Municipal 2030 Target Term Trust,BTT.N,BTT,,
LifeLock Inc,LOCK.K^B17,SYMCL,14032.0,LIFELOCK INC
Tempest Therapeutics Inc,TPST.OQ,TPST,39104.0,TEMPEST THERAPEUTICS INC
USMD Holdings Inc,USMD.O^J16,,14090.0,USMD HOLDINGS INC
Workday Inc,WDAY.OQ,WDAY,15044.0,WORKDAY INC
Alon USA Partners LP,ALDW.N^B18,DKALO,15235.0,ALON USA PARTNERS LP
MYCELX Technologies Corp,MYXM.L,,298540.0,MYCELX TECHNOLOGIES CORP
Atrium Mortgage Investment Corp,AI.TO,AI,14118.0,ATRIUM MORTGAGE INVESTMENT
Par Pacific Holdings Inc,PARR.N,PARR,22447.0,PAR PACIFIC HOLDINGS INC
Intercept Pharmaceuticals Inc,ICPT.OQ^K23,TURYTI,22129.0,INOTEK PHARMACEUTICALS CORP
ZEO ScientifiX Inc,ZEOX.PK,,19135.0,ZEO SCIENTIFIX INC
Blackhawk Network Holdings Inc,HAWK.OQ^F18,BHHOLW,17550.0,BLACKHAWK NETWORK HLDGS INC
Nimble Storage Inc,NMBL.K^D17,HPENI,18975.0,NIMBLE STORAGE INC
WhiteHorse Finance Inc,WHF.OQ,WHFX,16608.0,WHITEHORSE FINANCE INC
