Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
Everbank Financial Corp,EVER.K^F17,TAAADE,186428.0,EVERBANK FINANCIAL CORP
LVMC Holdings Co Ltd,900140.KS,LVMCH,,
Whistler Blackcomb Holdings Inc (Pre-Merger),WB.TO^J16,MTNBL,,
US Concrete Inc,USCR.OQ^H21,VMCUSC,120824.0,U S CONCRETE INC
Tourmaline Oil Corp,TOU.TO,TOU,185956.0,TOURMALINE OIL CORP
HS Winddown Inc,HALH.L^C19,,,
Teranga Gold Corp (OLD),TGZ.TO^B21,TGZX,185880.0,TERANGA GOLD CORP
Brightcove Inc,BCOV.OQ^B25,,187959.0,BRIGHTCOVE INC
Pesquera Exalmar SAA,EXALMC1.LM,EXALM,,
Aleatica SAB de CV,ALEATIC.MX^C25,ALEAT,,
Afluente Transmissao de Energia Eletrica SA,AFLT3.SA,,,
Howard Hughes Holdings Inc,HHH.N,HHH,185797.0,HOWARD HUGHES HOLDINGS INC
Definium Therapeutics Inc,DFTX.OQ,,36288.0,DEFINIUM THERAPEUTICS INC
Global Uranium Corp,GURN.CD,,19293.0,F3 URANIUM CORP
Aegis Critical Energy Defence Corp,QESS.CD,,,
BizLink Holding Inc,3665.TW,BIZLK,,
Pacira Biosciences Inc,PCRX.OQ,PCRX,185836.0,PACIRA BIOSCIENCES INC
PennantPark Floating Rate Capital Ltd,PFLT.N,PFLT,186893.0,PENNANTPARK FLOATING RT CAP
K92 Mining Inc,KNT.TO,,27355.0,K92 MINING INC
Network Media Group Inc,NTE.V,,170421.0,NETWORK MEDIA GROUP INC
Virtus Stone Harbor Emerging Markets Income Fund,EDF.N,,,
BankUnited Inc,BKU.N,BKU,185824.0,BANKUNITED INC
CDW Corp,CDW.OQ,CDW,28320.0,CDW CORP
Oconee Federal Financial Corp,OFED.PK,OFED,185569.0,OCONEE FEDERAL FINANCIAL CP
Wolverine Bancorp Inc,WBKC.O^J17,,186290.0,WOLVERINE BANCORP INC
GCDI SA,GCDIm.BA,GCDSA,,
Sabra Health Care REIT Inc,SBRA.OQ,SBRA,185618.0,SABRA HEALTH CARE REIT INC
Brandywineglobal Global Income Opportunities Fund Inc,BWG.N,,,
Financiera Efectiva SA,EFECTIC1.LM,EFECT,,
Lithium Chile Inc,LITH.V,,,
Zentek Ltd,ZEN.V,,186155.0,ZENTEK LTD
IZEA Worldwide Inc,IZEA.OQ,,187357.0,IZEA WORLDWIDE INC
Enauta Participacoes SA,ENAT3.SA^H24,ENATC,,
Talphera Inc,TLPH.OQ,TPHRA,185908.0,TALPHERA INC
Cleghorn Minerals Ltd,CZZ.V,,105413.0,ARCHON MINERALS LTD
Harfang Exploration Inc,HAR.V,,164065.0,LARA EXPLORATION LTD
Transportation and Logistics Systems Inc,TLSS.PK,,,
Karora Resources Inc,KRR.TO^H24,,186102.0,KARORA RESOURCES INC
Ocera Therapeutics LLC,OCRX.OQ^L17,,18350.0,OCERA THERAPEUTICS INC
Kinder Morgan Inc,KMI.N,KMI,6310.0,KINDER MORGAN INC
A3 Mercados SA,A3m.BA,ATMCD,,
First Republic Bank,FRCB.PK,FRCB,14275.0,FIRST REPUBLIC BANK
Tronox Holdings PLC,TROX.N,TROX,164363.0,TRONOX HOLDINGS PLC
Altiplano Metals Inc,APN.V,,,
Marathon Gold Corp,MOZ.TO^A24,,186042.0,MARATHON GOLD CORP
Los Portales SA,PORTAC1.LM,PORTZ,,
Tile Shop Holdings Inc,TTSH.PK,TTSH,13861.0,TILE SHOP HOLDINGS INC
Gatekeeper Systems Inc,GSI.V,,17515.0,GATEKEEPER SYSTEMS INC
Linx SA,LINX3.SA^F21,,314917.0,LINX SA
Bright Holdings USA Inc,SGNT.OQ^H16,EMTSGB,,
Community First Bank Inc,CFSO.OB^D16,,174449.0,COMMUNITY BANKERS TRUST CORP
Resolute Forest Products Inc,RFP.N^C23,FMNGTU,2337.0,RESOLUTE FOREST PRODUCTS INC
Moatable Inc,MTBLY.PK,,186996.0,MOATABLE INC
Hawaiian Telcom Holdco Inc,HCOM.OQ^G18,RDFHDH,185980.0,HAWAIIAN TELCOM HOLDCO INC
Scio Diamond Technology Corp,SCIO.PK^H19,,186096.0,SCIO DIAMOND TECHNOLOGY CORP
BlackRock Resources and Commodities Strategy Trust,BCX.N,,,
Contango ORE Inc,CTGO.A,CTGO,186109.0,CONTANGO ORE INC
Inversora Juramento SA,INVJm.BA,INVJ,,
QAD Inc,QADA.OQ^K21,ALTERQ,65226.0,QAD INC
Aspen Group Inc,ASPU.PK,ASPU,170920.0,ASPEN GROUP INC
Gentera SAB de CV,GENTERA.MX,GENTX,222519.0,GRUMA SAB DE CV
Azzas 2154 SA,AZZA3.SA,AZZAC,,
Pretium Resources Inc (Pre-Merger),PVG.TO^C22,NCMPTU,,
Concentrix Srev Inc,SREV.OQ^G22,CNXCT,37382.0,CONCENTRIX CORP
Compartamos Banco SA,COMPARC1.LM,COMPF,,
Abattis Bioceuticals Corp,ATTBF.PK,,118281.0,ABATTIS BIOCEUTICALS CORP
Igua Saneamento SA,IGSN3.SA,IGSNC,,
HCA Healthcare Inc,HCA.N,HCA,22260.0,HCA HEALTHCARE INC
Supernus Pharmaceuticals Inc,SUPN.OQ,SUPN,186159.0,SUPERNUS PHARMACEUTICALS INC
Lumos Pharma LLC,LUMO.OQ^L24,,36333.0,LUMOS PHARMA INC
Exousia Pro Inc,MAJI.PK,,,
Nielsen Holdings Ltd,NLSN.N^J22,NPPTCI,100873.0,NIELSEN HOLDINGS PLC
Mitsui Auto Finance Peru SA,MITSUFC1.LM,,,
Minera Frisco SAB de CV,MFRISCOA1.MX,MFRIS,,
Andeavor Logistics LLC,ANDX.N^G19,MPLXA,186206.0,ANDEAVOR LOGISTICS LP
LinkedIn Corp,LNKD.N^L16,MSFTL,186342.0,LINKEDIN CORP
RYU Apparel Inc,RYUh.V^L25,,186240.0,RYU APPAREL INC
eXp World Holdings Inc,EXPI.OQ,,18875.0,EXP WORLD HOLDINGS INC
Polygreen Resources Co Ltd,8423.TWO,,,
Air Lease Corp,AL.N,AL,186278.0,AIR LEASE CORP
Boingo Wireless Inc,WIFI.OQ^F21,WHITSB,186288.0,BOINGO WIRELESS INC
Kosmos Energy Ltd,KOS.N,KOS,186276.0,KOSMOS ENERGY LTD
Orogen Royalties Inc,OGN.V,,186317.0,OROGEN ROYALTIES INC
First National Financial Corp (Ontario),FN_pa.TO,RLHODF,,
Fairpoint Communications LLC,FRP.O^G17,FDUMHP,148217.0,FAIRPOINT COMMUNICATIONS INC
Skullcandy Inc,SKUL.O^J16,MRSKHS,186345.0,SKULLCANDY INC
First Connecticut Bancorp Inc,FBNK.OQ^J18,PBCTC,186344.0,FIRST CONNECTICUT BANCORP
LSL Pharma Group Inc,LSL.V,LSLX,36333.0,LUMOS PHARMA INC
Firsthand Technology Value Fund Inc,SVVC.PK,,186990.0,FIRSTHAND TECHNOLOGY VALU FD
T4F Entretenimento SA,SHOW3.SA,SHOWC,,
Eco Science Solutions Inc,ESSI.PK,,186370.0,ECO SCIENCE SOLUTIONS INC
Ayurcann Holdings Corp,AYUR.CD,,,
Old PSG Wind-down Ltd (Pre-Merger),PSG.TO^L16,OLDPSO,,
RLJ Lodging Trust,RLJ.N,RLJ,186363.0,RLJ LODGING TRUST
Thermon Group Holdings Inc,THR.N,THR,186360.0,THERMON GROUP HOLDINGS INC
Allos SA,ALOS3.SA,ALSOC,,
SLR Senior Investment Corp,SUNS.OQ^D22,SLRCSL,186591.0,SLR SENIOR INVESTMENT CORP
ROI Land Investments Ltd,ROII.PK^K18,ROILD,187496.0,ROI LAND INVESTMENTS LTD
Mongolia Growth Group Ltd,YAKh.V,,181359.0,MONGOLIA GROWTH GROUP LTD
Loop Industries Inc,LOOP.OQ,,25332.0,LOOP INDUSTRIES INC
Xeriant Inc,XERI.PK,,,
Two Hands Corp,TWOH.PK,,,
HomeAway Inc,AWAY.OQ^L15,EXPEW,186714.0,HOMEAWAY INC
Blum Holdings Inc,BLMH.PK,,170725.0,BLUM HOLDINGS INC
Artificial Intelligence Technology Solutions Inc,AITX.PK,,,
Verde Resources Inc,VRDR.PK,,19896.0,VERDE RESOURCES INC
Ecosciences Inc,ECEZ.PK,,187711.0,CV SCIENCES INC
GoldMining Inc,GOLD.TO,GOLDY,187235.0,GOLDMINING INC
SandRidge Mississippian Trust I,SDTTU.PK^K25,,,
RPX Corp,RPXC.OQ^F18,HGGCSX,186308.0,RPX CORP
NGL Energy Partners LP,NGL.N,NGL,186501.0,NGL ENERGY PARTNERS LP
VOC Energy Trust,VOC.N,,186180.0,VOC ENERGY TRUST
Stemtech Corp,STEK.PK,,21779.0,STEMTECH CORP
Pandora Media LLC,P.N^B19,SIRIAP,186520.0,PANDORA MEDIA INC
Newpoint Financial Corp,NPFC.PK^G25,,63178.0,PROVIDENT FINANCIAL HOLDINGS
Hi-Great Group Holding Co,HIGR.PK,,,
FluroTech Ltd,TESTh.V,,,
Active Health Foods Inc,AHFD.PK,,187742.0,ACTIVE HEALTH FOODS INC
VEREIT Inc,VER.N^K21,VER,186783.0,VEREIT INC
Poage Bankshares Inc,PBSK.OQ^L18,,186498.0,POAGE BANKSHARES INC
North Atlantic Drilling Ltd,NADL.NFF^H18,SDRLNA,296944.0,NORTH ATLANTIC DRILLING LTD
Rightscorp Inc,RIHT.PK,,18367.0,RIGHTSCORP INC
MARA Holdings Inc,MARA.OQ,MARHD,4384.0,MARA HOLDINGS INC
Element Fleet Management Corp,EFN.TO,EFN,170311.0,ELEMENT FLEET MANAGEMENT CP
Huntwicke Capital Group Inc,HCGI.PK,,187473.0,HUNTWICKE CAPITAL GROUP INC
American Battery Materials Inc,BLTH.PK,,,
Fusion-Io LLC,FIO.N^G14,WDCFU,186683.0,FUSION-IO INC
Condor Energies Inc,CDR.TO,,186908.0,CONDOR ENERGIES INC
Aion Therapeutic Inc,AION.CD,,38333.0,GAIN THERAPEUTICS INC
Evolutionary Genomics Inc,FNAM.PK,,,
Twitter Inc,TWTR.N^J22,XAIHLT,18872.0,TWITTER INC
Magazine Luiza SA,MGLU3.SA,MGLUC,,
Pivot Technology Solutions Inc (Pre-Merger),PTG.TO^K20,CCCVTS,17665.0,PIVOT TECHNOLOGY SOLUTIONS
Fidus Investment Corp,FDUS.OQ,FDUS,187483.0,FIDUS INVESTMENT CORP
Mammoth Resources Corp,MTH.V,,107362.0,MART RESOURCES INC
TPG Mortgage Investment Trust Inc,MITT.N,MITT,186671.0,AG MORTGAGE INVESTMENT TRUST
Sylvania Platinum Ltd,SLPL.L,,,
Titan Environmental Solutions Inc,TESI.PK,,180146.0,TOMI ENVIRONMENTAL SOLUTINS
Monroe Capital Corp,MRCC.OQ,MRCC,16066.0,MONROE CAPITAL CORP
Can B Corp,NASC.PK,,,
Staffing 360 Solutions Inc,STAFQ.PK,STAFQ,190572.0,STAFFING 360 SOLUTIONS INC
TerraVia Holdings Inc,TVIAQ.PK^A18,TERRV,186715.0,TERRAVIA HOLDINGS INC
Targeted Medical Pharma Inc,TRGM.PK,,186525.0,TARGETED MEDICAL PHARMA INC
Zidane Capital Corp,ZZEh.V,,26659.0,DEALNET CAPITAL CORP
Global AI Inc,GLAI.PK,,16564.0,GLOBAL AI INC
Grand Havana Inc,GHAV.PK,,,
StimCell Enegetics Inc,STME.PK,,17491.0,STIMCELL ENERGETICS INC
IF Bancorp Inc,IROQ.OQ,IROQ,187596.0,IF BANCORP INC
Viva Entertainment Group Inc,OTTV.PK,,27714.0,VIVA ENTERTAINMENT GROUP INC
Nutex Health Inc,NUTX.OQ,,35824.0,NUTEX HEALTH INC
Freescale Semiconductor Ltd,FSL.N^L15,NXPIF,185517.0,FREESCALE SEMICONDUCTOR LTD
Biopower Operations Corp,BOPO.PK,,187769.0,BIOPOWER OPERATIONS CORP
Duff & Phelps Utility and Infrastructure Fund Inc,DPG.N,,,
Huntington Ingalls Industries Inc,HII.N,HII,186310.0,HUNTINGTON INGALLS IND INC
ANSA McAL Ltd,AMCL.TTB,AMCLX,,
Apollo Residential Mortgage Inc,AMTG.K^I16,APCORA,186743.0,APOLLO RESIDENTIAL MTG INC
Park Hotels & Resorts Inc,PK.N,PK,27394.0,PARK HOTELS & RESORTS
Apollo Global Management Inc,APO.N,APO,,
VivoSim Labs Inc,VIVS.OQ,,170730.0,VIVOSIM LABS INC
CEA Industries Inc,BNC.OQ,,186779.0,CEA INDUSTRIES INC
SunCoke Energy Inc,SXC.N,SXC,186773.0,SUNCOKE ENERGY INC
AmeriGuard Security Services Inc,AGSS.PK,,171213.0,AMERIGUARD SECURITY SRVS INC
Steel Partners Holdings LP,SPLP.PK^A26,SPLP,186823.0,STEEL PARTNERS HOLDINGS LP
Garrison Capital Inc,GARS.OQ^J20,,170775.0,GARRISON CAPITAL INC
"Grace Therapeutics, Inc",GRCE.OQ,,186834.0,GRACE THERAPEUTICS INC
Golar LNG Partners LP,GMLP.OQ^D21,NFEGL,186836.0,GOLAR LNG PARTNERS LP
Waste Energy Corp,WAST.PK,,15274.0,WALTER ENERGY INC
SuRo Capital Corp,SSSS.OQ,SSSS,186993.0,SURO CAPITAL CORP
New Peoples Bankshares Inc,NWPP.PK,NWPP,186838.0,NEW PEOPLES BANKSHARES INC
iwallet Corp,IWAL.PK,,,
Third Coast Midstream LLC,AMID.N^G19,THDCM,,
Mountain Merger Sub Corp,MTGE.OQ^I18,NLYMM,35289.0,SOUTH MOUNTAIN MERGER CORP
Naturally Splendid Enterprises Ltd,NSPh.V^L25,,,
Gstaad Capital Corp,GTDh.V,,39031.0,STACK CAPITAL GROUP INC
John Marshall Bancorp Inc,JMSB.OQ,JMSB,186890.0,JOHN MARSHALL BANCORP INC
Transition Metals Corp,XTM.V,,18587.0,TRANSITION METALS CORP
Avila Energy Corp,VIK.CD,,166458.0,ATLAS ENERGY GROUP LLC
Silo Pharma Inc,SILO.OQ,,170430.0,SILO PHARMA INC
Liberty Gold Corp,LGD.TO,,186203.0,LIBERTY GOLD CORP
SharpSpring Inc,SHSP.OQ^I21,,186903.0,SHARPSPRING INC
CleanSpark Inc,CLSK.OQ,CLSK,186904.0,CLEANSPARK INC
Arcos Dorados Holdings Inc,ARCO.N,ARCO,186785.0,ARCOS DORADOS HOLDINGS INC
Southstone Minerals Ltd,SML.V,,187216.0,SOUTHSTONE MINERALS LTD
Barfresh Food Group Inc,BRFH.OQ,,170535.0,BARFRESH FOOD GROUP INC
Wesco Aircraft Holdings Inc,WAIR.N^A20,WOLVRE,187714.0,WESCO AIRCRAFT HOLDINGS INC
Chefs' Warehouse Inc,CHEF.OQ,CHEF,186960.0,CHEFS' WAREHOUSE INC
Pasofino Gold Ltd,VEIN.V,,186998.0,PASOFINO GOLD LTD
Jubilant Flame International Ltd,JFIL.PK,,,
Peak Resorts Inc,SKIS.OQ^I19,SKIS,187040.0,PEAK RESORTS INC
FHC Holdings Corp,FRANQ.PK^H21,FHCHO,187041.0,FHC HOLDINGS CORP
PetVivo Holdings Inc,PETV.PK,,20074.0,PETVIVO HOLDINGS INC
Eridge Capital Ltd,NEW.L^K16,,39750.0,RIDGEPOST CAPITAL INC
Impinj Inc,PI.OQ,PI,27387.0,IMPINJ INC
Yamana Gold Quebec Inc,MQR.TO^A21,,,
Ingevec SA,INGEVEC.SN,INGEV,,
WageWorks Inc,WAGE.N^H19,WAGE,187105.0,WAGEWORKS INC
Point of Care Nano-Technology Inc,PCNT.PK^E25,,187110.0,POINT OF CARE NANO-TECHNOLGY
Merion Inc,EWLU.PK,,22352.0,MERION INC
Access Financial Services Ltd,AFS.JS,,18695.0,CB FINANCIAL SERVICES INC
Barita Investments Ltd,BIL.JS,,163949.0,CAPITAN INVESTMENT LTD
Dolphin Cove Ltd,DCOVE.JS,,,
Jamaica Producers Group Ltd,JP.JS,JP,,
Jamaican Teas Ltd,JAMT.JS,,,
Kingston Properties Ltd,KPREIT.JS,,,
Lasco Distributors Ltd,LASD.JS,,,
Lasco Financial Services Ltd,LASF.JS,,65717.0,OSAIC FINANCIAL SERVICES INC
LASCO Manufacturing Ltd,LASM.JS,,,
Scotia Group Jamaica Ltd,SGJ.JS,SGJ,,
LiveOne Inc,LVO.OQ,,187122.0,LIVEONE INC
Home Bistro Inc,HBIS.PK,,,
WPX Energy Inc,WPX.N^A21,DVNWP,187128.0,WPX ENERGY INC
Allison Transmission Holdings Inc,ALSN.N,ALSNX,177966.0,ALLISON TRANSMISSION HLDGS
KKR Income Opportunities Fund,KIO.N,,18428.0,KKR INCOME OPPORTUNITIES FD
Dunkin' Brands Group Inc,DNKN.OQ^L20,INSBSB,174222.0,DUNKIN' BRANDS GROUP INC
Orchid Island Capital Inc,ORC.N,,187148.0,ORCHID ISLAND CAPITAL INC
Core One Labs Inc,COOL.CD^I25,,,
Clean Seed Capital Group Ltd,CSXh.V,,,
Brasil Pharma SA,BPHA3.SA^F19,BBTGAH,,
Spectra7 Microsystems Inc,SEV.V^D25,SCTME,17386.0,SPECTRA7 MICROSYSTEMS INC
Vislink Technologies Inc,VISL.PK,,289735.0,VISLINK TECHNOLOGIES INC
Beretta Ventures Ltd,BRTAh.V,,170459.0,CERES VENTURES INC
Tombill Mines Ltd,TBLL.V,,,
Avianca Holdings SA,AVT_p.CN^K21,AVTX,298636.0,AVIANCA HOLDINGS SA
Blaqclouds Inc,BCDS.PK,,170491.0,BLAQCLOUDS INC
THC Farmaceuticals Inc,CBDG.PK,,35611.0,TFF PHARMACEUTICALS INC
Mechanics Bancorp,MCHB.OQ,MCHB,18948.0,MECHANICS BANCORP
Signature Resources Ltd,SGU.V,,65688.0,SIENNA RESOURCES INC
Carbonite LLC,CARB.OQ^L19,OTEXCB,187434.0,CARBONITE INC
Mobilum Technologies Inc,MBLM.CD,,137356.0,MOBIO TECHNOLOGIES INC
Certive Solutions Inc,CBP.CD,,40291.0,COVEO SOLUTIONS INC
Regional SAB de CV,RA.MX,RAX,,
Midland States Bancorp Inc,MSBI.OQ,MSBI,187236.0,MIDLAND STATES BANCORP INC
Aston Bay Holdings Ltd,BAY.V,,,
Regional Management Corp,RM.N,RM,187253.0,REGIONAL MANAGEMENT CORP
Permianville Royalty Trust,PVL.N,,,
Nationstar Mortgage Holdings LLC,NSM.N^G18,RKTXT,184498.0,NATIONSTAR MORTGAGE HOLDINGS
Hydrophi Technologies Group Inc,HPTG.PK^C19,,18793.0,HYDROPHI TECHNOLOGIES GROUP
Gladiator Metals Corp,GLAD.V,,,
Empresas Aquachile SA,AQUACHILE.SN,AQUAC,,
GlobeStar Therapeutics Corp,GSTC.PK,,27582.0,GLOBESTAR THERAPEUTICS CORP
Datum Ventures Inc,DATh.V,,147101.0,ATC VENTURES GROUP INC
Ceres Inc,CERE.O^H16,,187285.0,CERES INC
Redwood Group Ltd,8426.TWO,,,
Petroreconcavo SA,RECV3.SA,RECVC,,
Eeg Glider Inc,GEENQ.PK^D21,EEGDR,,
Pulse Network Inc,TPNI.PK,,17752.0,PULSE NETWORK INC
Mama's Creations Inc,MAMA.OQ,,17494.0,MAMA'S CREATIONS INC
SandRidge Permian Trust,PERS.PK^L21,,,
Sollensys Corp,SOLS.PK^D25,,196260.0,SOLLENSYS CORP -OLD
Trex Wind-Down Inc,TMBRQ.PK^E24,,36506.0,TREX WIND DOWN INC
ASB Bancorp Inc,ASBB.O^J17,FBNCA,190567.0,ASB BANCORP INC
Castellum Inc,CTM.A,,24035.0,CASTELLUM INC
RMG Networks Holding Corp,RMGN.OQ^J18,,187375.0,RMG NETWORKS HOLDING CORP
Enerflex Ltd,EFX.TO,EFXX,28903.0,ENERFLEX LTD
Joymain International Development Group Inc,JIDG.PK^L17,,,
Mason Resources Inc,LLG.V,,16006.0,MASON RESOURCES INC
Mason Resources Inc,LLG.V,,31338.0,MASON RESOURCES CORPORATION
Honey Bun (1982) Ltd,HONBUN.JS,,,
Dream Homes & Development Corp,DREM.PK,,,
CLS Holdings USA Inc,CLSHD.PK^H25,CLSHD,,
Perpetua Resources Corp,PPTA.TO,,187650.0,PERPETUA RESOURCES CORP
Gibson Energy Inc,GEI.TO,GEI,187392.0,GIBSON ENERGY INC
Sunshine Oilsands Ltd,2012.HK,SNSHO,311798.0,SUNSHINE OILSANDS LTD
Attis Oil and Gas Ltd,AOGL.L^L20,,,
Baton Holding LLC,RATE.N^K17,RDVHOB,37254.0,DATTO HOLDING CORP
Qwest Corp,CTQ^H16,LUMNQ,148998.0,QWEST CORP
Clearbridge Energy Midstream Opportunity Fund Inc,EMO.N,EMO,,
MedWellaAI Inc,MWAI.PK,,,
Civitas Resources Inc,CIVI.N^A26,BBCY,187698.0,CIVITAS RESOURCES INC
Hoegh Evi Ltd,HOEG.OL^E21,LUSHOE,,
Avaya Holdings Corp,AVYAQ.PK^E23,AVAYH,139662.0,AVAYA INC
Highland Opportunities and Income Fund,HFRO.N,HFRO,,
Postmedia Network Canada Corp,PNCa.TO,PNCXX,187418.0,POSTMEDIA NETWORK CANADA CP
Entegra Financial Corp,ENFC.OQ^A20,ENTFI,187721.0,ENTEGRA FINANCIAL CORP
USA Compression Partners LP,USAC.N,USAC,33449.0,USA COMPRESSION PRTNRS LP
Epam Systems Inc,EPAM.N,EPAM,187697.0,EPAM SYSTEMS INC
Residual Pumpkin Entity LLC,PRSS.OQ^K18,SAPFHR,,
Groovy Company Inc,GROO.PK,,187784.0,GROOVY COMPANY INC
BSB Bancorp Inc,BLMT.OQ^D19,PBCTN,189860.0,BSB BANCORP INC
Good Gamer Entertainment Inc,GOOD.V,,,
Mattress Firm Holding Corp,MFRM.O^I16,SNHJM,161036.0,MATTRESS FIRM HOLDING CORP
Ambarella Inc,AMBA.OQ,AMBA,15420.0,AMBARELLA INC
Premier Graphene Inc,BIEI.PK,,,
Amaya Global Holdings Corp,AYAG.PK^G25,,139662.0,AVAYA INC
Amc Networks Inc (Nevada),AMCX.OQ,AMCX,,
GWG Holdings Inc,GWGHQ.PK^H23,GWGH,20441.0,GWG HOLDINGS INC
REAC Group Inc,REAC.PK,,170391.0,REAC GROUP INC
Rezolute Inc,RZLT.OQ,RZLT,17651.0,REZOLUTE INC
Wangton Capital Corp,WTh.V,,180769.0,DAULTON CAPITAL CORP
Enphase Energy Inc,ENPH.OQ,ENPH,187450.0,ENPHASE ENERGY INC
Ubiquiti Inc,UI.N,UIX,187462.0,UBIQUITI INC
Stakeholder Gold Corp,SRC.V,,187517.0,STAKEHOLDER GOLD CORP
Imperva Inc,IMPV.OQ^A19,IMPUHM,187490.0,IMPERVA INC
Mojo Digital Assets Inc,MJDS.PK,,,
Alkame Holdings Inc,ALKM.PK,,18397.0,ALKAME HOLDINGS INC
Marathon Petroleum Corp,MPC.N,MPCXX,186989.0,MARATHON PETROLEUM CORP
Clovis Oncology Inc,C6OV.MU^G23,CLVSO,196055.0,CLOVIS ONCOLOGY INC
Capital Bank Financial Corp,CBF.OQ^L17,FHNCL,187549.0,CAPITAL BANK FINANCIAL CORP
Aspen Aerogels Inc,ASPN.N,ASPN,187550.0,ASPEN AEROGELS INC
Qualicorp Consultoria e Corretora de Seguros SA,QUAL3.SA,QUALC,,
Trinseo PLC,TSEOF.PK,TSEX,187551.0,TRINSEO PLC
Proto Script Pharmaceutical Corp,PSCR.PK,,166595.0,PROTECT PHARMACEUTICAL CORP
Capstone Infrastructure Corp,CSE_pa.TO,ICINPP,160317.0,CAPSTONE INFRASTRUCTURE CORP
Technos SA,TECN3.SA,TECNC,,
Tillys Inc,TLYS.N,TLYS,,
Manning & Napier Inc,MN^J22,CADNGM,189567.0,MANNING & NAPIER INC
Avanti Helium Corp,AVN.V,AVN,189456.0,AVANTI HELIUM CORP
Element Lifestyle Retirement Inc,ELM.V,,,
Volatus Aerospace Inc,FLT.V,,140225.0,VOLATUS AEROSPACE INC
PRO Real Estate Investment Trust,PRV_u.TO,PRV,192159.0,PRO REAL ESTATE INVSTMT TR
Urbanimmersive Inc,UI.V,UI,15481.0,URBANIMMERSIVE INC
Santacruz Silver Mining Ltd,SCZ.V,,171083.0,SANTACRUZ SILVER MINING LTD
Currency Exchange International Corp,CXI.TO,,170868.0,CURRENCY EXCHANGE INTL CORP
Gatos Silver Inc,GATO.TO^A25,,37293.0,GATOS SILVER INC
Itron Networked Solutions Inc,SSNI.N^A18,ITRII,,
Chesapeake Granite Wash Trust,CHKR.PK,,,
Inmobiliaria Ide SA,IIDEC1.LM,,,
Artisan Partners Asset Management Inc,APAM.N,APAMX,16113.0,ARTISAN PARTNERS ASSET MGMT
Neutra Corp,NTRR.PK,,,
Item 9 Labs Corp,INLB.PK,,193157.0,ITEM 9 LABS CORP
Citius Pharmaceuticals Inc,CTXR.OQ,,21807.0,CITIUS PHARMACEUTICALS INC
Merrimack Pharmaceuticals Inc,MACK.OQ^E24,MACKX,187631.0,MERRIMACK PHARMACEUTICALS
EcoSynthetix Inc,ECO.TO,,187765.0,ECOSYNTHETIX INC
AMG Packaging & Paper Company Ltd,AMG.JS,,,
Masivo Silver Corp,MASS.V,,189360.0,MASIVO SILVER CORP
Zeltiq Aesthetics Inc,ZLTQ.O^E17,,187653.0,ZELTIQ AESTHETICS INC
Yelp Inc,YELP.N,YELP,196268.0,YELP INC
Elektros Inc,ELEK.PK,,2485.0,ELEKTROS INC
MIX 1 Life Inc,MIXX.PK^J25,,187956.0,MIX 1 LIFE INC
Val-d'Or Mining Corp,VZZ.V,,187662.0,VAL-D'OR MINING CORP
First America Resources Corp,FSTJ.PK,,25589.0,AMERICAN RESOURCES CORP
Demandware LLC,DWRE.N^G16,,187687.0,DEMANDWARE INC
Norwegian Cruise Line Holdings Ltd,NCLH.N,NCLH,104432.0,NORWEGIAN CRUISE LINE HLDGS
Dave & Buster's Entertainment Inc,PLAY.OQ,PLAY,60923.0,DAVE & BUSTER'S ENTMT INC
US Silica Holdings Inc,SLCA.N^H24,USLCH,181989.0,U S SILICA HOLDINGS INC
Somos Educacao SA,SEDU3.SA^E19,MAPALS,,
Lewis and Clark Bank,LWCL.PK,LWCL,,
Caribbean Producers (Jamaica) Ltd,CPJ.JS,,,
Yappn Corp,YPPN.PK,,15068.0,YAPPN CORP
Proto Labs Inc,PRLB.N,PRLB,187696.0,PROTO LABS INC
"Havana Roasters Coffee Companies, Inc",THRC.PK,,,
Trees Corp,CANN.PK,,18616.0,TREES CORP
Global Lighting Technologies Inc,4935.TW,,160415.0,RIGHTNOW TECHNOLOGIES INC
Emergence Global Enterprises Inc,EMRG.CD,,,
Sprague Resources LP,SRLP.N^K22,SRLP,187709.0,SPRAGUE RESOURCES LP
Financial Gravity Companies Inc,FGCO.PK,,,
Aleafia Health Inc,ALEAF.PK^B26,ALEAF,33280.0,ALEAFIA HEALTH INC
Argos Therapeutics Inc,ARGSQ.PK^I19,,187720.0,ARGOS THERAPEUTICS INC
Intermolecular Inc,IMI.OQ^I19,,187722.0,INTERMOLECULAR INC
Ignite Restaurant Group Inc,IRGTQ.PK^L17,JHWHVI,187737.0,IGNITE RESTAURANT GROUP INC
Dream Global REIT,DRG_u.TO^L19,DRGX,187749.0,DREAM GLOBAL REIT
SAExploration Holdings Inc,SAEXQ.PK^L20,SAEXQ,18235.0,SAEXPLORATION HOLDINGS INC
Vocera Communications Inc,VCRA.N^B22,VCRA,187739.0,VOCERA COMMUNICATIONS INC
MACOM Technology Solutions Holdings Inc,MTSI.OQ,MTSI,41174.0,CONNECTM TECHNOLOGY SOLUTION
BOTS Inc,BTZI.PK,,170592.0,BOTS INC
Bristow Group Inc,VTOL.N,VTOL,8092.0,BRISTOW GROUP INC
Cielo Waste Solutions Corp,CMC.V,,,
Graystone Company Inc,GYST.PK,,187757.0,GRAYSTONE CO INC
