index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
4717,Swiss Water Decaffeinated Coffee Inc,SWISS WATER DECAFFEINATED COFFEE,SWISS WTR DECFFNTD CFFEE INC,SWISS WTR DECFFNTD CFFEE,149662,86
4718,BlackRock Municipal Income Trust II,BLACKROCK MUNICIPAL INCOME TRUST II,BLACKROCK MUNI INCOME TR II,BLACKROCK MUNI INCOME TR II,149697,87
4723,CNB Corp,CNB,ACNB CORP,ACNB,17173,86
4725,Harvest Community Bank,HARVEST COMMUNITY BANK,COMMUNITY SHORES BANK CORP,COMMUNITY SHORES BANK,116894,88
4728,Eaton Vance Municipal Bond Fund,EATON VANCE MUNICIPAL BOND FUND,EATON VANCE PA MUN BOND FD,EATON VANCE PA MUN BOND FD,151618,88
4734,DICK'S Sporting Goods Inc,DICK S SPORTING GOODS,DICKS SPORTING GOODS INC,DICKS SPORTING GOODS,150139,93
4744,HFactor Inc,HFACTOR,EFACTOR GROUP CORP,EFACTOR,19098,86
4749,Celtic Exploration ULC,CELTIC EXPLORATION ULC,CELTIC EXPLORATION LTD,CELTIC EXPLORATION,149417,90
4757,Community Bankers Corp,COMMUNITY BANKERS,COMMUNITY BANKERS TRUST CORP,COMMUNITY BANKERS TRUST,174449,85
4763,PIMCO Municipal Income Fund III,PIMCO MUNICIPAL INCOME FUND III,PIMCO MUNICIPAL INCOME FD II,PIMCO MUNICIPAL INCOME FD II,149265,95
4764,PIMCO California Municipal Income Fund III,PIMCO CALIFORNIA MUNICIPAL INCOME FUND III,PIMCO CA MUNICIPAL INCOME FD,PIMCO CA MUNICIPAL INCOME FD,144217,80
4765,Pimco New York Municipal Income Fund III,PIMCO NEW YORK MUNICIPAL INCOME FUND III,PIMCO MUNICIPAL INCOME FD II,PIMCO MUNICIPAL INCOME FD II,149265,82
4775,Morien Resources Corp,MORIEN RESOURCES,MASON RESOURCES CORPORATION,MASON RESOURCES,31338,84
4777,MBAK Energy Solutions Inc,MBAK ENERGY SOLUTIONS,KOIL ENERGY SOLUTIONS INC,KOIL ENERGY SOLUTIONS,22010,86
4779,Provident Financial Services Inc,PROVIDENT FINANCIAL SERVICES,PROVIDENT FINANCIAL SVCS INC,PROVIDENT FINANCIAL SVCS,150279,92
4781,First Bancshares Inc (Mississippi),FIRST BANCSHARES MISSISSIPPI,FIRST BANCSHARES INC/MS,FIRST BANCSHARES /MS,152049,81
4782,Bloomios Inc,BLOOMIOS,BLOOMIA HOLDINGS INC,BLOOMIA,24204,80
4786,Infinity Property and Casualty Corp,INFINITY PROPERTY AND CASUALTY,INFINITY PROPERTY & CAS CORP,INFINITY PROPERTY CAS,110065,82
4794,Allspring Income Opportunities Fund,ALLSPRING INCOME OPPORTUNITIES FUND,ALLSPRING INCOME OPPTNY FUND,ALLSPRING INCOME OPPTNY FUND,152909,86
4797,Appulse Corp,APPULSE,APPLE INC,APPLE,1690,83
4803,Virtus Convertible & Income Fund,VIRTUS CONVERTIBLE INCOME FUND,VIRTUS CONVERTIBLE & IN FUND,VIRTUS CONVERTIBLE IN FUND,153252,93
4808,Mission Valley Bancorp,MISSION VALLEY BANCORP,VALLEY NATIONAL BANCORP,VALLEY NATIONAL BANCORP,11861,80
4811,Kane Biotech Inc,KANE BIOTECH,BIO-TECHNE CORP,BIO TECHNE,15414,82
4816,Eaton Vance Ltd Duration Income Fund,EATON VANCE DURATION INCOME FUND,EATON VANCE LTD DUR INCM FD,EATON VANCE DUR INCM FD,154118,84
4827,Enbridge Income Fund Holdings Inc,ENBRIDGE INCOME FUND,ENBRIDGE INCOME FUND HLDGS,ENBRIDGE INCOME FUND HLDGS,154677,87
4832,Monarch Financial Holdings Inc,MONARCH FINANCIAL,MONARCH FINANCIAL HLDGS INC,MONARCH FINANCIAL HLDGS,154595,85
4833,Pioneer Municipal High Income Fund Inc,PIONEER MUNICIPAL HIGH INCOME FUND,PIONEER MUNICIPAL HIGH INCM,PIONEER MUNICIPAL HIGH INCM,155102,89
4834,Strategic Environmental & Energy Resources Inc,STRATEGIC ENVIRONMENTAL ENERGY RESOURCES,STRATEGIC ENVIRONMTL& ENERGY,STRATEGIC ENVIRONMTL ENERGY,264694,81
4838,Virtus Convertible & Income Fund II,VIRTUS CONVERTIBLE INCOME FUND II,VIRTUS CONVERTIBLE & IN FUND,VIRTUS CONVERTIBLE IN FUND,153252,88
4843,Bridgemarq Real Estate Services Inc,BRIDGEMARQ REAL ESTATE SERVICES,BRIDGEMARQ REAL ESTE SVCS IN,BRIDGEMARQ REAL ESTE SVCS IN,155519,85
4846,Granite Real Estate Investment Trust,GRANITE REAL ESTATE INVESTMENT TRUST,GRANITE REAL ESTATE INVEST,GRANITE REAL ESTATE INVEST,155458,84
4848,Franklin Limited Duration Income Trust,FRANKLIN DURATION INCOME TRUST,FRANKLIN LTD DUR INCOME TR,FRANKLIN DUR INCOME TR,155915,85
4852,ABC SA,ABC SA,ABSA GROUP LTD,ABSA,16305,80
4861,KBridge Energy Corp,KBRIDGE ENERGY,OAKRIDGE ENERGY INC,OAKRIDGE ENERGY,8065,90
4868,FPR Financial Corp,FPR FINANCIAL,HF FINANCIAL CORP,HF FINANCIAL,25140,88
4873,Nexa Resources Peru SAA,NEXA RESOURCES PERU SAA,NEXA RESOURCES SA,NEXA RESOURCES SA,32547,85
4877,Chartwell Retirement Residences,CHARTWELL RETIREMENT RESIDENCES,CHARTWELL RETIREMENT RESID,CHARTWELL RETIREMENT RESID,157293,91
4880,Universal Technical Institute Inc,UNIVERSAL TECHNICAL INSTITUTE,UNIVERSAL TECHNICAL INST,UNIVERSAL TECHNICAL INST,156633,91
4884,Western Asset Emerging Markets Debt Fund Inc,WESTERN ASSET EMERGING MARKETS DEBT FUND,WESTERN ASST EMERG MRKT DEBT,WESTERN ASST EMERG MRKT DEBT,157583,82
4886,Gabelli Dividend & Income Trust,GABELLI DIVIDEND INCOME TRUST,GABELLI DIVIDEND & INCOME TR,GABELLI DIVIDEND INCOME TR,157480,95
4896,Compass Minerals International Inc,COMPASS MINERALS,COMPASS MINERALS INTL INC,COMPASS MINERALS INTL,157153,86
4897,GB Sciences Inc,GB SCIENCES,CV SCIENCES INC,CV SCIENCES,187711,82
4904,Piper Sandler Companies,PIPER SANDLER COMPANIES,PIPER SANDLER COS,PIPER SANDLER COS,8605,85
4905,Village Farms International Inc,VILLAGE FARMS,VILLAGE FARMS INTL INC,VILLAGE FARMS INTL,157875,84
4921,ZF TRW Automotive Holdings Corp,ZF TRW AUTOMOTIVE,TRW AUTOMOTIVE HOLDINGS CORP,TRW AUTOMOTIVE,157415,90
4927,Premium Global Income Split Corp,PREMIUM INCOME SPLIT,PREMIUM INCOME CORP,PREMIUM INCOME,63900,82
4931,LMP Capital And Income Fund Inc,LMP CAPITAL AND INCOME FUND,LMP CAPITAL & INCOME FND INC,LMP CAPITAL INCOME FND,260850,90
4932,Tortoise Energy Infrastructure Corp,TORTOISE ENERGY INFRASTRUCTURE,SOLARIS ENRGY INFRASTRUCTURE,SOLARIS ENRGY INFRASTRUCTURE,30547,86
4934,Greenbelt Resources Corp,GREENBELT RESOURCES,GREENFIRE RESOURCES LTD,GREENFIRE RESOURCES,38800,84
4940,First Reliance Bancshares Inc,FIRST RELIANCE BANCSHARES,FIRST RELIANCE BANCSHARS INC,FIRST RELIANCE BANCSHARS,264309,98
4941,Zoltav Resources Inc,ZOLTAV RESOURCES,VOLTA RESOURCES INC,VOLTA RESOURCES,152134,90
4949,BioForce Nanosciences Holdings Inc,BIOFORCE NANOSCIENCES,BIOFORCE NANOSCIENCES HLDGS,BIOFORCE NANOSCIENCES HLDGS,264430,88
4951,Captor Capital Corp,CAPTOR CAPITAL,CREATOR CAPITAL LTD,CREATOR CAPITAL,105132,90
4956,Signature Bank,SIGNATURE BANK,SIGNATURE BANK/NY,SIGNATURE BANK/NY,160776,90
4958,Nuveen Floating Rate Income Fund,NUVEEN FLOATING RATE INCOME FUND,CI FLOATING RATE INCOME FUND,CI FLOATING RATE INCOME FUND,41148,83
4959,Cohen & Steers Infrastructure Fund Inc,COHEN STEERS INFRASTRUCTURE FUND,COHEN & STEERS INFRASTR FD,COHEN STEERS INFRASTR FD,264686,86
4966,Catlin Group Ltd,CATLIN,CALIAN GROUP LTD,CALIAN,28862,83
4969,Badger Infrastructure Solutions Ltd,BADGER INFRASTRUCTURE SOLUTIONS,BADGER INFRA SOLUTIONS LTD,BADGER INFRA SOLUTIONS,105517,83
4971,MidCap Financial Investment Corp,MIDCAP FINANCIAL INVESTMENT,MIDCAP FINANCIAL INVSMT CORP,MIDCAP FINANCIAL INVSMT,266257,92
4980,Blackrock Enhanced Large Cap Core Fund Inc,BLACKROCK ENHANCED LARGE CAP CORE FUND,BLACKROCK EN LRG CAP CORE FD,BLACKROCK EN LRG CAP CORE FD,160303,85
4987,Banco Santander Brasil SA,BANCO SANTANDER BRASIL SA,BANCO SANTANDER BRASIL  -ADR,BANCO SANTANDER BRASIL ADR,285313,86
4991,Doman Building Materials Group Ltd,DOMAN BUILDING MATERIALS,DOMAN BUILDING MATLS GP LTD,DOMAN BUILDING MATLS GP,160424,85
4996,Here Holding Corp,HERE HOLDING,CHEER HOLDING INC,CHEER HOLDING,36211,88
5001,Gabelli Global Utility & Income Trust,GABELLI UTILITY INCOME TRUST,GABELLI UTILITY TRUST,GABELLI UTILITY TRUST,121758,86
5012,QXO Building Products Inc,QXO BUILDING PRODUCTS,QUANEX BUILDING PRODUCTS,QUANEX BUILDING PRODUCTS,179819,89
5013,Cabela's LLC,CABELA S,CABELAS INC,CABELAS,264708,93
5028,Pursuit Attractions and Hospitality Inc,PURSUIT ATTRACTIONS AND HOSPITALITY,PURSUIT ATTRC AND HSPTLY INC,PURSUIT ATTRC AND HSPTLY,160785,81
5031,Gol Linhas Aereas Inteligentes SA,GOL LINHAS AEREAS INTELIGENTES SA,GOL LINHAS AEREAS INTELIGENT,GOL LINHAS AEREAS INTELIGENT,160628,92
5032,Multi-Fineline Electronix Inc,MULTI FINELINE ELECTRONIX,MULTI-FINELINE ELECTRON INC,MULTI FINELINE ELECTRON,160216,96
5040,Desarrolladora Homex SAB de CV,DESARROLLADORA HOMEX SAB DE CV,DESARROLLADORA HOMEX SA,DESARROLLADORA HOMEX SA,160780,87
5050,California Nanotechnologies Corp,CALIFORNIA NANOTECHNOLOGIES,ALTAIR NANOTECHNOLOGIES INC,ALTAIR NANOTECHNOLOGIES,64550,84
5061,Zoned Properties Inc,ZONED PROPERTIES,ROUSE PROPERTIES INC,ROUSE PROPERTIES,9256,81
5063,Atlantic Coast Financial Corp,ATLANTIC COAST FINANCIAL,ATLANTIC COAST FINANCIAL CP,ATLANTIC COAST FINANCIAL CP,266216,94
5064,Atlas Air Worldwide Holdings Inc,ATLAS AIR WORLDWIDE,ATLAS AIR WORLDWIDE HLDG INC,ATLAS AIR WORLDWIDE HLDG,61155,88
5066,Quinsam Capital Corp,QUINSAM CAPITAL,KINSALE CAPITAL GROUP INC,KINSALE CAPITAL,27652,80
5070,XAI Madison Equity Premium Income Fund,XAI MADISON EQUITY PREMIUM INCOME FUND,XAI MADISON EQ PREM INCME FD,XAI MADISON EQ PREM INCME FD,160952,85
5074,ES Bancshares Inc,ES BANCSHARES,HOME BANCSHARES INC,HOME BANCSHARES,164633,86
5100,Leap Wireless International Inc,LEAP WIRELESS,LEAP WIRELESS INTL INC,LEAP WIRELESS INTL,114484,84
5104,ABCO Energy Inc,ABCO ENERGY,ACORN ENERGY INC,ACORN ENERGY,24912,87
5106,Fintech Select Ltd,FINTECH SELECT,TENET FINTECH GROUP INC,TENET FINTECH,186440,81
5135,Polaris Northstar Capital Corp,POLARIS NORTHSTAR CAPITAL,POLARIS NORTHSTAR CAP CORP,POLARIS NORTHSTAR CAP,162220,91
5140,Pacific Valley Bank,PACIFIC VALLEY BANK,PACIFIC VALLEY BANCORP,PACIFIC VALLEY BANCORP,161940,88
5151,North American Financial 15 Split Corp,NORTH AMERICAN FINANCIAL 15 SPLIT,NORTH AMERICAN FINL 15 SPLIT,NORTH AMERICAN FINL 15 SPLIT,162053,92
5163,PIMCO Income Strategy Fund II,PIMCO INCOME STRATEGY FUND II,PIMCO INCOME STRATEGY FD II,PIMCO INCOME STRATEGY FD II,162124,96
5167,Power Solutions International Inc,POWER SOLUTIONS,POWER SOLUTIONS INTL INC,POWER SOLUTIONS INTL,187169,86
5168,Southern Cross Gold Consolidated Ltd,SOUTHERN CROSS GOLD CONSOLIDATED,SOUTHERN CROSS GOLD CONS LTD,SOUTHERN CROSS GOLD CONS,352834,86
5170,NorthWestern Energy Group Inc,NORTHWESTERN ENERGY,NORTHWESTERN ENRGY GROUP INC,NORTHWESTERN ENRGY,8001,97
5174,Home Federal Bancorp Inc of Louisiana,HOME FEDERAL BANCORP OF LOUISIANA,HOME FEDERAL BANCORP INC/LA,HOME FEDERAL BANCORP /LA,162825,82
5175,ECC Capital Corp,ECC CAPITAL,ECN CAPITAL CORP,ECN CAPITAL,28309,91
5195,Universal Logistics Holdings Inc,UNIVERSAL LOGISTICS,UNIVERSAL LOGISTICS HLDGS,UNIVERSAL LOGISTICS HLDGS,162338,86
5220,Data Communications Management Corp,DATA COMMUNICATIONS MANAGEMENT,DATA COMMUNICATIONS MGMT CP,DATA COMMUNICATIONS MGMT CP,162561,84
5225,Pioneer Floating Rate Fund Inc,PIONEER FLOATING RATE FUND,PIONEER FLOATING RATE FD INC,PIONEER FLOATING RATE FD,162571,84
5234,Trillium Therapeutics ULC,TRILLIUM THERAPEUTICS ULC,TRILLIUM THERAPEUTICS INC,TRILLIUM THERAPEUTICS,162735,91
5248,Biolife Sciences Inc,BIOLIFE SCIENCES,CM LIFE SCIENCES INC,CM LIFE SCIENCES,36868,81
5260,Intarcia Therapeutics Inc,INTARCIA THERAPEUTICS,NABRIVA THERAPEUTICS PLC,NABRIVA THERAPEUTICS,26148,88
5274,Frontera Resources Corp,FRONTERA RESOURCES,BONTERRA RESOURCES INC,BONTERRA RESOURCES,182392,89
5278,Kentucky First Federal Bancorp,KENTUCKY FIRST FEDERAL BANCORP,KENTUCKY FIRST FEDERAL BNCRP,KENTUCKY FIRST FEDERAL BNCRP,163069,97
5283,Bio Pappel SAB de CV,BIO PAPPEL SAB DE CV,BIO PAPPEL SAB DE CV DE,BIO PAPPEL SAB DE CV DE,30466,93
5284,Transmontaigne Partners LLC,TRANSMONTAIGNE PARTNERS,TRANSMONTAIGNE PARTNERS LP,TRANSMONTAIGNE PARTNERS LP,163594,94
5288,Commonwealth Business Bank,COMMONWEALTH BUSINESS BANK,COMMONWEALTH BANKSHARES INC,COMMONWEALTH BANKSHARES,17919,82
5289,Healthtech Solutions Inc,HEALTHTECH SOLUTIONS,GELTECH SOLUTIONS INC,GELTECH SOLUTIONS,180157,86
5294,AGT Food and Ingredients Inc (Pre Merger),AGT FOOD AND INGREDIENTS PRE MERGER,AGT FOOD AND INGREDIENTS,AGT FOOD AND INGREDIENTS,163626,81
5297,Blackrock Health Sciences Trust,BLACKROCK HEALTH SCIENCES TRUST,BLACKROCK HEALTH SCIENCES TR,BLACKROCK HEALTH SCIENCES TR,163620,95
5304,Silicon Graphics International Corp,SILICON GRAPHICS,SILICON GRAPHICS INTL CORP,SILICON GRAPHICS INTL,162907,86
5313,On4 Communications Inc,ON4 COMMUNICATIONS,EON COMMUNICATIONS CORP,EON COMMUNICATIONS,129469,94
5316,GZ6G Technologies Corp,GZ6G TECHNOLOGIES,EZGO TECHNOLOGIES LTD,EZGO TECHNOLOGIES,37304,88
5319,Hsbc Bank Canada,HSBC BANK CANADA,HSBC BANK CDA,HSBC BANK CDA,137135,90
5330,Stonegate Bank,STONEGATE BANK,STONEGATE BANK/FL,STONEGATE BANK/FL,163867,90
5346,Tevano Systems Holdings Inc,TEVANO SYSTEMS,VEEVA SYSTEMS INC,VEEVA SYSTEMS,18689,81
5353,BlackRock Enhanced Global Dividend Trust,BLACKROCK ENHANCED DIVIDEND TRUST,BLACKROCK DIVIDEND INCOME TR,BLACKROCK DIVIDEND INCOME TR,160551,82
5355,PIMCO Global StocksPLUS & Income Fund,PIMCO STOCKSPLUS INCOME FUND,PIMCO GLBL STOCKSPLUS & INCM,PIMCO GLBL STOCKSPLUS INCM,164012,81
5362,CU Bancorp,CU BANCORP,US BANCORP,US BANCORP,4723,90
5368,Ruth's Hospitality Group Inc,RUTH S HOSPITALITY,RUTHS HOSPITALITY GROUP INC,RUTHS HOSPITALITY,163891,97
5375,Kaival Brands Innovations Group Inc,KAIVAL BRANDS INNOVATIONS,KAIVAL BRANDS INNV GROUP INC,KAIVAL BRANDS INNV,164146,84
5376,Gladstone Investment Corp,GLADSTONE INVESTMENT,GLADSTONE INVESTMENT CORP/DE,GLADSTONE INVESTMENT /DE,164155,93
5382,Arteris SA,ARTERIS SA,ARTERIS INC,ARTERIS,39805,82
5383,OPP Liquidating Company Inc,OPP LIQUIDATING,OSH 1 LIQUIDATING CORP,OSH 1 LIQUIDATING,170312,81
5384,Liberator Medical Holdings Inc,LIBERATOR MEDICAL,LIBERATOR MEDICAL HLDGS INC,LIBERATOR MEDICAL HLDGS,164275,85
5385,Sonnet Biotherapeutics Holdings Inc,SONNET BIOTHERAPEUTICS,IOVANCE BIOTHERAPEUTICS INC,IOVANCE BIOTHERAPEUTICS,180057,84
5387,Town Sports International Holdings Inc,TOWN SPORTS,TOWN SPORTS INTL HOLDINGS,TOWN SPORTS INTL,164606,81
5406,Ayala Pharmaceuticals Inc,AYALA PHARMACEUTICALS,AYALA PHARMACEUTIC INC,AYALA PHARMACEUTIC,36302,92
5408,Integra Resources Corp,INTEGRA RESOURCES,BONTERRA RESOURCES INC,BONTERRA RESOURCES,182392,86
5416,Harvest Energy Trust,HARVEST ENERGY TRUST,SKY HARVEST ENERGY CORP,SKY HARVEST ENERGY,183591,84
5419,Acolad Inc,ACOLAD,ACCOLADE INC,ACCOLADE,36263,86
5424,Bitcoin Generation Inc,BITCOIN GENERATION,GENERATION BIO CO,GENERATION BIO,36599,88
5425,NanoSphere Health Sciences Inc,NANOSPHERE HEALTH SCIENCES,PRA HEALTH SCIENCES INC,PRA HEALTH SCIENCES,21739,80
5428,Clear Channel Outdoor Holdings Inc,CLEAR CHANNEL OUTDOOR,CLEAR CHANNEL OUTDOOR HLDGS,CLEAR CHANNEL OUTDOOR HLDGS,164660,88
5433,Boardwalk Pipeline Partners LP,BOARDWALK PIPELINE PARTNERS LP,ATLAS PIPELINE PARTNER LP,ATLAS PIPELINE PARTNER LP,144097,80
5435,BlackRock Enhanced Equity Dividend Trust,BLACKROCK ENHANCED EQUITY DIVIDEND TRUST,BLACKROCK EQUITY DIVIDEND TR,BLACKROCK EQUITY DIVIDEND TR,157853,82
5444,AITX LLC,AITX,ADITXT INC,ADITXT,35958,80
5450,Dais Corp,DAIS,DAEGIS INC,DAEGIS,63057,80
5454,Fisher Scientific International LLC,FISHER SCIENTIFIC,THERMO FISHER SCIENTIFIC INC,THERMO FISHER SCIENTIFIC,10530,83
5468,First Business Financial Services Inc,FIRST BUSINESS FINANCIAL SERVICES,FIRST FINANCIAL SERVICE CORP,FIRST FINANCIAL SERVICE,16824,82
5477,Callitas Health Inc,CALLITAS HEALTH,HEALTH CATALYST INC,HEALTH CATALYST,35391,80
5480,BlackRock Enhanced Government Fund Inc,BLACKROCK ENHANCED GOVERNMENT FUND,BLACKROCK ENHNCD GOVT FD INC,BLACKROCK ENHNCD GOVT FD,165437,83
5483,Calamos Global Total Return Fund,CALAMOS TOTAL RETURN FUND,CALAMOS GLOBAL TOTAL RETURN,CALAMOS TOTAL RETURN,165436,89
5487,FBEC Worldwide Inc,FBEC WORLDWIDE,ACI WORLDWIDE INC,ACI WORLDWIDE,31564,81
5491,Dex Liquidating Co,DEX LIQUIDATING,BB LIQUIDATING INC,BB LIQUIDATING,122514,83
5503,Reliq Health Technologies Inc,RELIQ HEALTH TECHNOLOGIES,NEXIA HEALTH TECHNOLOGIES,NEXIA HEALTH TECHNOLOGIES,165121,88
5504,Nuveen S&P 500 Dynamic Overwrite Fund,NUVEEN S P 500 DYNAMIC OVERWRITE FUND,NUVEEN S&P 500 DYN OVERWRITE,NUVEEN S P 500 DYN OVERWRITE,165606,86
5523,Arkanova Energy Corp,ARKANOVA ENERGY,ENTERGY ARKANSAS,ENTERGY ARKANSAS,1745,84
5524,California International Bank,CALIFORNIA BANK,CALIFORNIA BANCRP,CALIFORNIA BANCRP,162307,88
5526,Alexza Pharmaceuticals Inc,ALEXZA PHARMACEUTICALS,ALLENA PHARMACEUTICALS,ALLENA PHARMACEUTICALS,32529,91
5528,Atlantica Inc,ATLANTICA,ATLANTIC INTERNATIONAL CORP,ATLANTIC,35121,94
5530,TriStar Oil & Gas Ltd,TRISTAR OIL GAS,TRISTAR GOLD INC,TRISTAR GOLD,185281,81
5534,Northern Oil and Gas Inc,NORTHERN OIL AND GAS,NORTHERN OIL & GAS INC,NORTHERN OIL GAS,142337,89
5536,BTB Real Estate Investment Trust,BTB REAL ESTATE INVESTMENT TRUST,BTB REAL ESTATE INVESTMNT TR,BTB REAL ESTATE INVESTMNT TR,178726,93
5550,Crombie Real Estate Investment Trust,CROMBIE REAL ESTATE INVESTMENT TRUST,CT REAL ESTATE INVESTMENT TR,CT REAL ESTATE INVESTMENT TR,18700,84
5556,Paratek Pharmaceuticals Inc,PARATEK PHARMACEUTICALS,PARATEK PHARMACEUTCLS INC,PARATEK PHARMACEUTCLS,15539,95
5559,Bird River Resources Inc,BIRD RIVER RESOURCES,RAINY RIVER RESOURCES LTD,RAINY RIVER RESOURCES,26748,83
5562,CRISM' Therapeutics Corp,CRISM THERAPEUTICS,CARISMA THERAPEUTICS INC,CARISMA THERAPEUTICS,19458,95
5565,Grupo Aeroportuario del Pacifico SAB de CV,GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV,GRUPO AEROPORTUARIO DEL PACI,GRUPO AEROPORTUARIO DEL PACI,166385,80
5593,First Community Financial Partners Inc,FIRST COMMUNITY FINANCIAL PARTNERS,FIRST CMNTY FINL PARTNERS,FIRST CMNTY FINL PARTNERS,166751,85
5605,LegacyTexas Financial Group Inc,LEGACYTEXAS FINANCIAL,LEGACY TEX FINANCIAL GRP INC,LEGACY TEX FINANCIAL GRP,174313,84
5611,Clough Global Opportunities Fund,CLOUGH OPPORTUNITIES FUND,CLOUGH GLOBAL OPPORTUNTS FND,CLOUGH OPPORTUNTS FND,174095,91
5615,Atlantic Power LP,ATLANTIC POWER LP,ATLANTIC POWER CORP,ATLANTIC POWER,162346,90
5618,Legacy Oil + Gas Inc,LEGACY OIL + GAS,LEGACY OIL PLUS GAS INC,LEGACY OIL PLUS GAS,174133,85
5624,Starz Acquisition LLC,STARZ ACQUISITION,ZTR ACQUISITION CORP,ZTR ACQUISITION,178029,88
5628,Petrominerales Energy Ltd,PETROMINERALES ENERGY,PETROMINERALES LTD,PETROMINERALES,278317,80
5631,Sector 10 Inc,SECTOR 10,SECTOR 5 INC,SECTOR 5,17284,82
5643,GP Investments Ltd,GP INVESTMENTS,BCP INVESTMENT CORP,BCP INVESTMENT,176256,86
5649,Sycamore Entertainment Group Inc,SYCAMORE ENTERTAINMENT,STARZ ENTERTAINMENT CORP,STARZ ENTERTAINMENT,51514,83
5652,NexPoint Diversified Real Estate Trust,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,NEXPOINT DIVERSIFIED RE TS,NEXPOINT DIVERSIFIED RE TS,174926,81
5660,Essential Energy Services Ltd,ESSENTIAL ENERGY SERVICES,ESSENTIAL ENERGY SVCS LTD,ESSENTIAL ENERGY SVCS,174361,91
5667,Evolve Transition Infrastructure LP,EVOLVE TRANSITION INFRASTRUCTURE LP,EVOLVE TRANSITION INFRAST LP,EVOLVE TRANSITION INFRAST LP,175271,89
5669,abrdn Global Dynamic Dividend Fund,ABRDN DYNAMIC DIVIDEND FUND,ABRDN GLOBAL DYNAMIC DIVD FD,ABRDN DYNAMIC DIVD FD,175265,88
5671,Precious Metals And Mining Trust,PRECIOUS METALS AND MINING TRUST,PRECIOUS METALS & MINING TR,PRECIOUS METALS MINING TR,174887,88
5672,Trillion Energy International Inc,TRILLION ENERGY,VERMILION ENERGY INC,VERMILION ENERGY,30075,84
5678,Authentic Holdings Inc,AUTHENTIC,AUTHENTEC INC,AUTHENTEC,177650,89
5687,Morgan Stanley China A Share Fund Inc,MORGAN STANLEY CHINA A SHARE FUND,MORGAN STANLEY CHINA A SH FD,MORGAN STANLEY CHINA A SH FD,175635,92
5692,Travel + Leisure Co,TRAVEL + LEISURE,TRAVEL PLUS LEISURE CO,TRAVEL PLUS LEISURE,174729,85
5695,URZ3 Energy Corp,URZ3 ENERGY,URZ ENERGY CORP,URZ ENERGY,32183,95
5699,Logiq Inc,LOGIQ,GOLOGIQ INC,GOLOGIQ,37378,83
5700,Trackx Holdings Inc,TRACKX,TRACK GROUP INC,TRACK,155941,91
5701,North American Construction Group Ltd,NORTH AMERICAN CONSTRUCTION,NORTH AMERICAN CONST GRP LTD,NORTH AMERICAN CONST GRP,176103,82
5710,G3 Exploration Ltd,G3 EXPLORATION,GUIDE EXPLORATION LTD,GUIDE EXPLORATION,156556,84
5714,Ascent Solar Technologies Inc,ASCENT SOLAR TECHNOLOGIES,MAXEON SOLAR TECHNOLOGIES,MAXEON SOLAR TECHNOLOGIES,36853,88
5715,Intelligent Protection Management Corp,INTELLIGENT PROTECTION MANAGEMENT,INTELLIGENT PROCTN MGMT CORP,INTELLIGENT PROCTN MGMT,28551,82
5725,Mako Mining Corp,MAKO MINING,MAKO MNG CORP,MAKO MNG,176133,84
5728,American Riviera Bank,AMERICAN RIVIERA BANK,AMERICAN RIVIERA BANCORP,AMERICAN RIVIERA BANCORP,175449,89
5729,CorEnergy Infrastructure Trust Inc,CORENERGY INFRASTRUCTURE TRUST,CORENERGY INFRASTRUCTURE TR,CORENERGY INFRASTRUCTURE TR,165209,95
5730,Pambili Natural Resources Corporation,PAMBILI NATURAL RESOURCES,PIONEER NATURAL RESOURCES CO,PIONEER NATURAL RESOURCES,14359,80
5739,Lexaria Bioscience Corp,LEXARIA BIOSCIENCE,DARA BIOSCIENCES INC,DARA BIOSCIENCES,179428,82
5749,Bangi Inc,BANGI,ANGI INC,ANGI,32502,89
5755,Republic Financial Holdings Ltd,REPUBLIC FINANCIAL,PBCO FINANCIAL CORP,PBCO FINANCIAL,111872,81
5772,Energy Services Of America Corp,ENERGY SERVICES OF AMERICA,ENERGY SERVICES OF AMER CORP,ENERGY SERVICES OF AMER,174282,94
5781,Patagonia Gold Corp,PATAGONIA GOLD,PACTON GOLD INC,PACTON GOLD,12778,80
5789,Somero Enterprises Inc,SOMERO ENTERPRISES,MACRO ENTERPRISES INC,MACRO ENTERPRISES,162548,86
5794,Magnolia Petroleum PLC,MAGNOLIA PETROLEUM,MAGELLAN PETROLEUM CORP,MAGELLAN PETROLEUM,6936,83
5799,Ocean Thermal Energy Corp,OCEAN THERMAL ENERGY,THERMAL ENERGY INTL INC,THERMAL ENERGY INTL,108507,82
5814,Fortress Investment Group LLC,FORTRESS INVESTMENT,FORTRESS INVESTMENT GRP LLC,FORTRESS INVESTMENT GRP,176595,90
5836,World Copper Ltd,WORLD COPPER,OLD COPPER CO INC,OLD COPPER,8446,91
5855,Great Lakes Dredge & Dock Corp,GREAT LAKES DREDGE DOCK,GREAT LAKES DREDGE & DOCK CP,GREAT LAKES DREDGE DOCK CP,148223,94
5856,49 North Resources Inc,49 NORTH RESOURCES,HIGH NORTH RESOURCES LTD,HIGH NORTH RESOURCES,187968,84
5858,Reed's Inc,REED S,REEDS INC,REEDS,176378,91
