index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
6308,Montfort Capital Corp,MONTFORT CAPITAL,MONROE CAPITAL CORP,MONROE CAPITAL,16066,80
6309,First American Financial Corp,FIRST AMERICAN FINANCIAL,FIRST AMERICAN FINANCIAL CP,FIRST AMERICAN FINANCIAL CP,184899,94
6311,Mega View Digital Entertainment Corp,MEGA VIEW DIGITAL ENTERTAINMENT,KING DIGITAL ENTERTAINMENT,KING DIGITAL ENTERTAINMENT,19876,81
6324,Zenith Energy Ltd,ZENITH ENERGY,GENIE ENERGY LTD,GENIE ENERGY,190590,80
6333,Eat Well Investment Group Inc,EAT WELL INVESTMENT,EAT WELL INVT GROUP INC,EAT WELL INVT,179748,81
6341,Mawson Infrastructure Group Inc,MAWSON INFRASTRUCTURE,MOBILE INFRASTRUCTURE CORP,MOBILE INFRASTRUCTURE,38762,81
6344,Iconic Brands Inc,ICONIC BRANDS,ICONIX BRAND GROUP INC,ICONIX BRAND,20204,88
6347,Endurance Exploration Group Inc,ENDURANCE EXPLORATION,ADVANCED EXPLORATIONS INC,ADVANCED EXPLORATIONS,140181,81
6353,Therapeutic Solutions International Inc,THERAPEUTIC SOLUTIONS,NOVELION THERAPEUTICS INC,NOVELION THERAPEUTICS,15803,81
6354,Organto Foods Inc,ORGANTO FOODS,MORGANS FOODS INC,MORGANS FOODS,7575,85
6356,Northern Minerals & Exploration Ltd,NORTHERN MINERALS EXPLORATION,NORTHERN MINERALS & EXPL LTD,NORTHERN MINERALS EXPL,179750,86
6359,1933 Industries Inc,1933 INDUSTRIES,1PM INDUSTRIES INC,1PM INDUSTRIES,25089,83
6360,WPD Pharmaceuticals Inc,WPD PHARMACEUTICALS,WEX PHARMACEUTICALS INC,WEX PHARMACEUTICALS,26583,89
6379,Rackspace Technology Global Inc,RACKSPACE TECHNOLOGY,RACKSPACE TECHNOLO INC,RACKSPACE TECHNOLO,36641,95
6381,XCPCNL Business Services Corp,XCPCNL BUSINESS SERVICES,XCPCNL BUSINESS SERVICES COR,XCPCNL BUSINESS SERVICES COR,179949,92
6382,AM Resources Corp,AM RESOURCES,AM RESOURES CORP,AM RESOURES,33344,96
6384,Hillcrest Energy Technologies Ltd,HILLCREST ENERGY TECHNOLOGIES,OMS ENERGY TECHNOLOGIES INC,OMS ENERGY TECHNOLOGIES,45542,81
6389,Noranda Aluminum Holding Corp,NORANDA ALUMINUM HOLDING,NORANDA ALUMINUM HOLDING CP,NORANDA ALUMINUM HOLDING CP,177303,94
6401,Driveitaway Holdings Inc,DRIVEITAWAY,DRIVEITAWAY HOL INC,DRIVEITAWAY HOL,185210,85
6410,Oaktree Specialty Lending Corp,OAKTREE SPECIALTY LENDING,OAKTREE SPECIALTY LENDING CP,OAKTREE SPECIALTY LENDING CP,180193,94
6414,TOMI Environmental Solutions Inc,TOMI ENVIRONMENTAL SOLUTIONS,TOMI ENVIRONMENTAL SOLUTINS,TOMI ENVIRONMENTAL SOLUTINS,180146,98
6419,Constellation Energy Group Inc,CONSTELLATION ENERGY,CONSTELLATION ENE CORP,CONSTELLATION ENE,40614,92
6426,Duos Technologies Group Inc,DUOS TECHNOLOGIES,RS TECHNOLOGIES INC,RS TECHNOLOGIES,108386,88
6434,Pharmagreen Biotech Inc,PHARMAGREEN BIOTECH,PHARMACYTE BIOTECH INC,PHARMACYTE BIOTECH,155913,81
6438,UV Flu Technologies Inc,UV FLU TECHNOLOGIES,L3 TECHNOLOGIES INC,L3 TECHNOLOGIES,110685,82
6439,Touchmark Bancshares Inc,TOUCHMARK BANCSHARES,BENCHMARK BANKSHARES INC,BENCHMARK BANKSHARES,29944,80
6441,Zurn Elkay Water Solutions Corp,ZURN ELKAY WATER SOLUTIONS,ZURN ELKAY WATER SOLUTI CORP,ZURN ELKAY WATER SOLUTI,180474,94
6478,T-REX Acquisition Corp,T REX ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,85
6482,Solidus Communications Inc,SOLIDUS COMMUNICATIONS,LSC COMMUNICATIONS INC,LSC COMMUNICATIONS,27802,85
6483,SATO Technologies Corp,SATO TECHNOLOGIES,STATMON TECHNOLOGIES CORP,STATMON TECHNOLOGIES,176240,92
6484,PCT Ltd,PCT,PC GROUP INC,PC,6588,80
6485,Un Monde International Ltd,UN MONDE,MODEL N INC,MODEL N,17553,80
6496,Aroom Inc,AROOM,VROOM INC,VROOM,36512,80
6500,First Savings Financial Group Inc,FIRST SAVINGS FINANCIAL,FIRST SAVINGS FINANCIAL GP,FIRST SAVINGS FINANCIAL GP,180958,94
6505,Corix Bioscience Inc,CORIX BIOSCIENCE,CARIBOU BIOSCIENCE INC,CARIBOU BIOSCIENCE,39291,82
6509,Rego Payment Architectures Inc,REGO PAYMENT ARCHITECTURES,REGO PAYMENT ARCHITECTES INC,REGO PAYMENT ARCHITECTES,181309,96
6518,Universal Power Industry Corp,UNIVERSAL POWER INDUSTRY,UNIVERSAL POWER INDUSTRY CP,UNIVERSAL POWER INDUSTRY CP,181790,94
6520,Alaris Equity Partners Income Trust,ALARIS EQUITY PARTNERS INCOME TRUST,ALARIS EQUITY PARTNERS INCOM,ALARIS EQUITY PARTNERS INCOM,181804,89
6527,Wearable Health Solutions Inc,WEARABLE HEALTH SOLUTIONS,STREAMLINE HEALTH SOLUTIONS,STREAMLINE HEALTH SOLUTIONS,62666,81
6531,Westgate Energy Inc,WESTGATE ENERGY,WESTAR ENERGY INC,WESTAR ENERGY,34057,86
6532,Virtus Investment Partners Inc,VIRTUS INVESTMENT PARTNERS,VIRTUS INVESTMENT PTNRS INC,VIRTUS INVESTMENT PTNRS,25030,94
6534,Energy and Technology Corp,ENERGY AND TECHNOLOGY,ENERGY & TECHNOLOGY CORP,ENERGY TECHNOLOGY,182123,89
6543,Quality Online Education Group Inc,QUALITY ONLINE EDUCATION,QUALITY ONLINE EDU GROUP INC,QUALITY ONLINE EDU,18395,86
6545,Till Capital Corp,TILL CAPITAL,ETOILES CAPITAL GROUP CO LTD,ETOILES CAPITAL,51732,81
6550,Tonix Pharmaceuticals Holding Corp,TONIX PHARMACEUTICALS HOLDING,TONIX PHARMACEUTICALS HLDG,TONIX PHARMACEUTICALS HLDG,190856,95
6551,Santander Consumer Bank SA,SANTANDER CONSUMER BANK SA,BANCO SANTANDER SA,BANCO SANTANDER SA,14140,82
6557,Office Properties Income Trust,OFFICE PROPERTIES INCOME TRUST,OFFICE PROPERTIES INCOME TR,OFFICE PROPERTIES INCOME TR,182701,95
6561,SinglePoint Inc,SINGLEPOINT,SAILPOINT INC,SAILPOINT,45768,80
6575,Creative Medical Technology Holdings Inc,CREATIVE MEDICAL TECHNOLOGY,CREATIVE TECHNOLOGY LTD,CREATIVE TECHNOLOGY,25773,83
6576,ART Digital Holdings Corp,ART DIGITAL,BIT DIGITAL INC,BIT DIGITAL,32878,82
6579,Mining Global Inc,MINING,O3 MINING INC,O3 MINING,35434,80
6585,First Choice Healthcare Solutions Inc,FIRST CHOICE HEALTHCARE SOLUTIONS,FIRST CHOICE HEALTHCARE SLT,FIRST CHOICE HEALTHCARE SLT,186236,90
6588,PennyMac Mortgage Investment Trust,PENNYMAC MORTGAGE INVESTMENT TRUST,PENNYMAC MORTGAGE INVEST TR,PENNYMAC MORTGAGE INVEST TR,183324,89
6589,First Farmers and Merchants Corp,FIRST FARMERS AND MERCHANTS,FIRST FARMERS & MERCHANTS CP,FIRST FARMERS MERCHANTS CP,183046,91
6594,Western Asset Mortgage Capital Corp,WESTERN ASSET MORTGAGE CAPITAL,WESTERN ASSET MTG CAPITAL CP,WESTERN ASSET MTG CAPITAL CP,183108,86
6605,WellTek Inc,WELLTEK,ELTEK LTD,ELTEK,64278,83
6618,WRIT Media Group Inc,WRIT MEDIA,GLOBAL MEDICAL REIT,MEDICAL REIT,16125,82
6619,Mitesco Inc,MITESCO,TESCO CORP,TESCO,20747,83
6638,Vystar Corp,VYSTAR,STAR HOLDINGS,STAR,42243,80
6641,Cobalt International Energy Inc,COBALT ENERGY,COBALT INTL ENERGY INC,COBALT INTL ENERGY,184040,84
6642,Rapid Dose Therapeutics Corp,RAPID DOSE THERAPEUTICS,POSEIDA THERAPEUTICS,POSEIDA THERAPEUTICS,34609,84
6648,Anthera Pharmaceuticals Inc,ANTHERA PHARMACEUTICALS,ANTHERA PHARMACEUTCLS INC,ANTHERA PHARMACEUTCLS,183879,95
6649,Partners Bank of California,PARTNERS BANK OF CALIFORNIA,PRIVATE BANK OF CALIFORNIA,PRIVATE BANK OF CALIFORNIA,165714,87
6650,Generation Alpha Inc,GENERATION ALPHA,AEP GENERATING CO,AEP GENERATING,14088,80
6662,West Technology Group LLC,WEST TECHNOLOGY,WM TECHNOLOGY INC,WM TECHNOLOGY,39025,86
6668,Grown Rogue International Inc,GROWN ROGUE,GROWN ROGUE INTL INC,GROWN ROGUE INTL,34488,81
6678,Transact Energy Corp,TRANSACT ENERGY,TRANS ENERGY INC,TRANS ENERGY,30797,89
6697,Anchor Bancorp,ANCHOR BANCORP,ANCHOR BANCORP/WA,ANCHOR BANCORP/WA,181515,90
6705,Pool Safe Inc,POOL SAFE,SAFE PRO GROUP INC,SAFE PRO,50297,82
6707,Silver X Mining Corp,SILVER X MINING,SILVER STORM MINING LTD,SILVER STORM MINING,106681,82
6708,Sensata Technologies Holding PLC,SENSATA TECHNOLOGIES HOLDING,SENSATA TECHNOLOGES HLDG PLC,SENSATA TECHNOLOGES HLDG,183942,92
6710,Sceptre Ventures Inc,SCEPTRE VENTURES,CERES VENTURES INC,CERES VENTURES,170459,87
6716,Global SM Tech Ltd,SM TECH,SEMTECH CORP,SEMTECH,9599,86
6718,Edelman Financial Engines LLC,EDELMAN FINANCIAL ENGINES,EDELMAN FINANCIAL GROUP INC,EDELMAN FINANCIAL,117903,81
6725,Pilgrims Pride Corp,PILGRIMS PRIDE,PILGRIM'S PRIDE CORP,PILGRIM S PRIDE,12785,90
6729,Versailles Financial Corp,VERSAILLES FINANCIAL,VALLEY FINANCIAL CORP,VALLEY FINANCIAL,62245,83
6734,Intellistake Technologies Corp,INTELLISTAKE TECHNOLOGIES,SAFE TECHNOLOGIES INTL,SAFE TECHNOLOGIES INTL,21926,85
6752,APR Energy Ltd,APR ENERGY,ACORN ENERGY INC,ACORN ENERGY,24912,82
6754,Piedmont Realty Trust Inc,PIEDMONT REALTY TRUST,PIEDMONT OFFICE REALTY TRUST,PIEDMONT OFFICE REALTY TRUST,146140,86
6756,Northwest Healthcare Properties REIT,NORTHWEST HEALTHCARE PROPERTIES REIT,NORTHWEST HEALTHCARE PPTYS,NORTHWEST HEALTHCARE PPTYS,184552,81
6758,SECURE Waste Infrastructure Corp,SECURE WASTE INFRASTRUCTURE,SECURE WASTE INFRSTRUCTR CRP,SECURE WASTE INFRSTRUCTR CRP,184582,87
6762,Hudson Pacific Properties Inc,HUDSON PACIFIC PROPERTIES,HUDSON PACIFIC PPTYS INC,HUDSON PACIFIC PPTYS,185018,84
6766,Jinhua Capital Corp,JINHUA CAPITAL,IANTHUS CAPITAL HOLDINGS INC,IANTHUS CAPITAL,28056,83
6769,CXI Healthcare Technology Group Limited,CXI HEALTHCARE TECHNOLOGY,GE HEALTHCARE TECHNOLOGI INC,GE HEALTHCARE TECHNOLOGI,41818,86
6778,Purpose Ether Staking Corporation ETF,PURPOSE ETHER STAKING ETF,PURPOSE ETHER ETF,PURPOSE ETHER ETF,38671,81
6785,Ameridge Corp,AMERIDGE,CAMBRIDGE HOLDINGS LTD,CAMBRIDGE,6283,82
6793,Canadian Premium Sand Inc,CANADIAN PREMIUM SAND,CANADIAN PREM SAND INC,CANADIAN PREM SAND,184615,92
6800,Alpha and Omega Semiconductor Ltd,ALPHA AND OMEGA SEMICONDUCTOR,ALPHA AND OMEGA SEMICONDUCTO,ALPHA AND OMEGA SEMICONDUCTO,184604,98
6802,Ord Mountain Resources Corp,ORD MOUNTAIN RESOURCES,RED MOUNTAIN RESOURCES INC,RED MOUNTAIN RESOURCES,187625,95
6813,First Eagle Alternative Capital BDC Inc,FIRST EAGLE ALTERNATIVE CAPITAL BDC,FIRST EAGLE ALTERNATIVE CAPI,FIRST EAGLE ALTERNATIVE CAPI,184735,89
6814,Nuveen Taxable Municipal Income Fund,NUVEEN TAXABLE MUNICIPAL INCOME FUND,NUVEEN MUNICIPAL INCOME FUND,NUVEEN MUNICIPAL INCOME FUND,14747,88
6822,ICE Mortgage Technology Inc,ICE MORTGAGE TECHNOLOGY,MONTAGE TECHNOLOGY GROUP LTD,MONTAGE TECHNOLOGY,18593,83
6828,South 8 Energy LLC,SOUTH 8 ENERGY,SOUTHERN ENERGY CORP,SOUTHERN ENERGY,182823,83
6829,Brookfield Canada Office Properties,BROOKFIELD CANADA OFFICE PROPERTIES,BROOKFIELD CDA OFFICE PPTYS,BROOKFIELD CDA OFFICE PPTYS,15637,84
6837,Roadrunner Transportation Systems Inc,ROADRUNNER TRANSPORTATION SYSTEMS,ROADRUNNER TRANS SYSTEMS INC,ROADRUNNER TRANS SYSTEMS,180562,84
6855,BlackRock Taxable Municipal Bond Trust,BLACKROCK TAXABLE MUNICIPAL BOND TRUST,BLACKROCK MUNICIPAL BOND TR,BLACKROCK MUNICIPAL BOND TR,148432,83
6858,Gbt Technologies Inc,GBT TECHNOLOGIES,BTQ TECHNOLOGIES CORP,BTQ TECHNOLOGIES,356257,94
6867,Kontrol Technologies Corp,KONTROL TECHNOLOGIES,NETSOL TECHNOLOGIES INC,NETSOL TECHNOLOGIES,107446,87
6876,Quinto Resources Inc,QUINTO RESOURCES,NUINSCO RESOURCES LTD,NUINSCO RESOURCES,20612,85
6886,Ambow Education Holding Ltd,AMBOW EDUCATION HOLDING,AMBOW EDUCATION HLDGS,AMBOW EDUCATION HLDGS,185263,91
6902,Preferred Apartment Communities Inc,PREFERRED APARTMENT COMMUNITIES,PREFERRED APARTMENT CMNTYS,PREFERRED APARTMENT CMNTYS,185345,88
6903,Globe Capital Ltd,GLOBE CAPITAL,CAPITAL GOLD CORP,CAPITAL GOLD,12782,80
6907,Prio SA,PRIO SA,ORION SA,ORION SA,20420,80
6909,Booz Allen Hamilton Holding Corp,BOOZ ALLEN HAMILTON HOLDING,BOOZ ALLEN HAMILTON HLDG CP,BOOZ ALLEN HAMILTON HLDG CP,185881,89
6910,AI Artificial Intelligence Ventures Inc,AI ARTIFICIAL INTELLIGENCE VENTURES,TCW ARTIFICIAL INTELLIGENCE,TCW ARTIFICIAL INTELLIGENCE,45308,81
6921,Pacific Biosciences of California Inc,PACIFIC BIOSCIENCES OF CALIFORNIA,PACIFIC BIOSCIENCES OF CALIF,PACIFIC BIOSCIENCES OF CALIF,185419,92
6935,Geekco Technologies Corp,GEEKCO TECHNOLOGIES,EXCO TECHNOLOGIES LTD,EXCO TECHNOLOGIES,20392,89
6950,Zephyr Minerals Ltd,ZEPHYR MINERALS,PHX MINERALS INC,PHX MINERALS,19433,81
6951,Sentient Brands Holdings Inc,SENTIENT BRANDS,TRIDENT BRANDS INC,TRIDENT BRANDS,183287,83
6958,Canadian Critical Minerals Inc,CANADIAN CRITICAL MINERALS,CANADIAN CRITICAL MINERA INC,CANADIAN CRITICAL MINERA,186173,96
6962,US Concrete Inc,US CONCRETE,U S CONCRETE INC,U S CONCRETE,120824,87
6965,Teranga Gold Corp (OLD),TERANGA GOLD OLD,TERANGA GOLD CORP,TERANGA GOLD,185880,86
6972,Global Uranium Corp,URANIUM,F3 URANIUM CORP,F3 URANIUM,19293,82
6976,PennantPark Floating Rate Capital Ltd,PENNANTPARK FLOATING RATE CAPITAL,PENNANTPARK FLOATING RT CAP,PENNANTPARK FLOATING RT CAP,186893,90
6982,Oconee Federal Financial Corp,OCONEE FEDERAL FINANCIAL,OCONEE FEDERAL FINANCIAL CP,OCONEE FEDERAL FINANCIAL CP,185569,94
6993,Cleghorn Minerals Ltd,CLEGHORN MINERALS,ARCHON MINERALS LTD,ARCHON MINERALS,105413,81
6994,Harfang Exploration Inc,HARFANG EXPLORATION,LARA EXPLORATION LTD,LARA EXPLORATION,164065,86
7009,Community First Bank Inc,COMMUNITY FIRST BANK,COMMUNITY BANKERS TRUST CORP,COMMUNITY BANKERS TRUST,174449,84
7019,Gentera SAB de CV,GENTERA SAB DE CV,GRUMA SAB DE CV,GRUMA SAB DE CV,222519,81
7022,Concentrix Srev Inc,CONCENTRIX SREV,CONCENTRIX CORP,CONCENTRIX,37382,80
7033,Andeavor Logistics LLC,ANDEAVOR LOGISTICS,ANDEAVOR LOGISTICS LP,ANDEAVOR LOGISTICS LP,186206,92
7046,LSL Pharma Group Inc,LSL PHARMA,LUMOS PHARMA INC,LUMOS PHARMA,36333,82
7047,Firsthand Technology Value Fund Inc,FIRSTHAND TECHNOLOGY VALUE FUND,FIRSTHAND TECHNOLOGY VALU FD,FIRSTHAND TECHNOLOGY VALU FD,186990,85
7065,Ecosciences Inc,ECOSCIENCES,CV SCIENCES INC,CV SCIENCES,187711,82
7073,Newpoint Financial Corp,NEWPOINT FINANCIAL,PROVIDENT FINANCIAL HOLDINGS,PROVIDENT FINANCIAL,63178,81
7082,Element Fleet Management Corp,ELEMENT FLEET MANAGEMENT,ELEMENT FLEET MANAGEMENT CP,ELEMENT FLEET MANAGEMENT CP,170311,94
7087,Aion Therapeutic Inc,AION THERAPEUTIC,GAIN THERAPEUTICS INC,GAIN THERAPEUTICS,38333,91
7091,Pivot Technology Solutions Inc (Pre-Merger),PIVOT TECHNOLOGY SOLUTIONS PRE MERGER,PIVOT TECHNOLOGY SOLUTIONS,PIVOT TECHNOLOGY SOLUTIONS,17665,83
7093,Mammoth Resources Corp,MAMMOTH RESOURCES,MART RESOURCES INC,MART RESOURCES,107362,84
7094,TPG Mortgage Investment Trust Inc,TPG MORTGAGE INVESTMENT TRUST,AG MORTGAGE INVESTMENT TRUST,AG MORTGAGE INVESTMENT TRUST,186671,88
7096,Titan Environmental Solutions Inc,TITAN ENVIRONMENTAL SOLUTIONS,TOMI ENVIRONMENTAL SOLUTINS,TOMI ENVIRONMENTAL SOLUTINS,180146,89
7102,Zidane Capital Corp,ZIDANE CAPITAL,DEALNET CAPITAL CORP,DEALNET CAPITAL,26659,83
7105,StimCell Enegetics Inc,STIMCELL ENEGETICS,STIMCELL ENERGETICS INC,STIMCELL ENERGETICS,17491,97
7112,Huntington Ingalls Industries Inc,HUNTINGTON INGALLS INDUSTRIES,HUNTINGTON INGALLS IND INC,HUNTINGTON INGALLS IND,186310,86
7114,Apollo Residential Mortgage Inc,APOLLO RESIDENTIAL MORTGAGE,APOLLO RESIDENTIAL MTG INC,APOLLO RESIDENTIAL MTG,186743,90
7120,AmeriGuard Security Services Inc,AMERIGUARD SECURITY SERVICES,AMERIGUARD SECURITY SRVS INC,AMERIGUARD SECURITY SRVS,171213,92
7125,Waste Energy Corp,WASTE ENERGY,WALTER ENERGY INC,WALTER ENERGY,15274,88
7130,Mountain Merger Sub Corp,MOUNTAIN MERGER SUB,SOUTH MOUNTAIN MERGER CORP,SOUTH MOUNTAIN MERGER,35289,90
7132,Gstaad Capital Corp,GSTAAD CAPITAL,STACK CAPITAL GROUP INC,STACK CAPITAL,39031,81
7135,Avila Energy Corp,AVILA ENERGY,ATLAS ENERGY GROUP LLC,ATLAS ENERGY,166458,83
7150,Eridge Capital Ltd,ERIDGE CAPITAL,RIDGEPOST CAPITAL INC,RIDGEPOST CAPITAL,39750,84
7155,Point of Care Nano-Technology Inc,POINT OF CARE NANO TECHNOLOGY,POINT OF CARE NANO-TECHNOLGY,POINT OF CARE NANO TECHNOLGY,187110,98
7157,Access Financial Services Ltd,ACCESS FINANCIAL SERVICES,CB FINANCIAL SERVICES INC,CB FINANCIAL SERVICES,18695,87
7158,Barita Investments Ltd,BARITA INVESTMENTS,CAPITAN INVESTMENT LTD,CAPITAN INVESTMENT,163949,83
7164,Lasco Financial Services Ltd,LASCO FINANCIAL SERVICES,OSAIC FINANCIAL SERVICES INC,OSAIC FINANCIAL SERVICES,65717,88
7170,Allison Transmission Holdings Inc,ALLISON TRANSMISSION,ALLISON TRANSMISSION HLDGS,ALLISON TRANSMISSION HLDGS,177966,87
7171,KKR Income Opportunities Fund,KKR INCOME OPPORTUNITIES FUND,KKR INCOME OPPORTUNITIES FD,KKR INCOME OPPORTUNITIES FD,18428,96
7179,Beretta Ventures Ltd,BERETTA VENTURES,CERES VENTURES INC,CERES VENTURES,170459,80
7183,THC Farmaceuticals Inc,THC FARMACEUTICALS,TFF PHARMACEUTICALS INC,TFF PHARMACEUTICALS,35611,81
7185,Signature Resources Ltd,SIGNATURE RESOURCES,SIENNA RESOURCES INC,SIENNA RESOURCES,65688,80
7187,Mobilum Technologies Inc,MOBILUM TECHNOLOGIES,MOBIO TECHNOLOGIES INC,MOBIO TECHNOLOGIES,137356,89
7188,Certive Solutions Inc,CERTIVE SOLUTIONS,COVEO SOLUTIONS INC,COVEO SOLUTIONS,40291,81
7199,Datum Ventures Inc,DATUM VENTURES,ATC VENTURES GROUP INC,ATC VENTURES,147101,85
7207,Sollensys Corp,SOLLENSYS,SOLLENSYS CORP -OLD,SOLLENSYS OLD,196260,82
7223,Baton Holding LLC,BATON HOLDING,DATTO HOLDING CORP,DATTO HOLDING,37254,85
7231,Postmedia Network Canada Corp,POSTMEDIA NETWORK CANADA,POSTMEDIA NETWORK CANADA CP,POSTMEDIA NETWORK CANADA CP,187418,94
7233,USA Compression Partners LP,USA COMPRESSION PARTNERS LP,USA COMPRESSION PRTNRS LP,USA COMPRESSION PRTNRS LP,33449,96
7242,Amaya Global Holdings Corp,AMAYA,AVAYA INC,AVAYA,139662,80
7247,Wangton Capital Corp,WANGTON CAPITAL,DAULTON CAPITAL CORP,DAULTON CAPITAL,180769,80
7260,Proto Script Pharmaceutical Corp,PROTO SCRIPT PHARMACEUTICAL,PROTECT PHARMACEUTICAL CORP,PROTECT PHARMACEUTICAL,166595,86
7268,PRO Real Estate Investment Trust,PRO REAL ESTATE INVESTMENT TRUST,PRO REAL ESTATE INVSTMT TR,PRO REAL ESTATE INVSTMT TR,192159,90
7271,Currency Exchange International Corp,CURRENCY EXCHANGE,CURRENCY EXCHANGE INTL CORP,CURRENCY EXCHANGE INTL,170868,87
7276,Artisan Partners Asset Management Inc,ARTISAN PARTNERS ASSET MANAGEMENT,ARTISAN PARTNERS ASSET MGMT,ARTISAN PARTNERS ASSET MGMT,16113,90
7289,First America Resources Corp,FIRST AMERICA RESOURCES,AMERICAN RESOURCES CORP,AMERICAN RESOURCES,25589,83
7291,Norwegian Cruise Line Holdings Ltd,NORWEGIAN CRUISE LINE,NORWEGIAN CRUISE LINE HLDGS,NORWEGIAN CRUISE LINE HLDGS,104432,88
7292,Dave & Buster's Entertainment Inc,DAVE BUSTER S ENTERTAINMENT,DAVE & BUSTER'S ENTMT INC,DAVE BUSTER S ENTMT,60923,83
7293,US Silica Holdings Inc,US SILICA,U S SILICA HOLDINGS INC,U S SILICA,181989,84
7301,Global Lighting Technologies Inc,LIGHTING TECHNOLOGIES,RIGHTNOW TECHNOLOGIES INC,RIGHTNOW TECHNOLOGIES,160415,86
7312,MACOM Technology Solutions Holdings Inc,MACOM TECHNOLOGY SOLUTIONS,CONNECTM TECHNOLOGY SOLUTION,CONNECTM TECHNOLOGY SOLUTION,41174,85
7331,Meganet Corp,MEGANET,MEGAN HOLDINGS LTD,MEGAN,50555,83
7336,Radient Technologies Inc,RADIENT TECHNOLOGIES,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES,126554,90
7337,Crestwood Midstream Partners LP,CRESTWOOD MIDSTREAM PARTNERS LP,CRESTWOOD MIDSTREAM PTNRS LP,CRESTWOOD MIDSTREAM PTNRS LP,177124,95
7338,Vital Energy Inc,VITAL ENERGY,VITAL ENGY INC,VITAL ENGY,187961,91
7347,Moovly Media Inc,MOOVLY MEDIA,MOOD MEDIA CORP,MOOD MEDIA,180270,82
7348,Forum Energy Technologies Inc,FORUM ENERGY TECHNOLOGIES,OMS ENERGY TECHNOLOGIES INC,OMS ENERGY TECHNOLOGIES,45542,92
7350,Mesquite Energy Inc,MESQUITE ENERGY,RESOLUTE ENERGY CORP,RESOLUTE ENERGY,179782,80
7352,Parade Technologies Ltd,PARADE TECHNOLOGIES,PARAZERO TECHNOLOGIES LTD,PARAZERO TECHNOLOGIES,41569,90
7354,Vibe Growth Corp,VIBE GROWTH,VIREO GROWTH INC,VIREO GROWTH,331757,87
7359,Fortune Brands Innovations Inc,FORTUNE BRANDS INNOVATIONS,FORTUNE BRANDS INNOVATNS INC,FORTUNE BRANDS INNOVATNS,188255,96
7366,XRApplied Technologies Inc,XRAPPLIED TECHNOLOGIES,XPLORE TECHNOLOGIES CORP,XPLORE TECHNOLOGIES,64668,83
7370,Lorne Park Capital Partners Inc,LORNE PARK CAPITAL PARTNERS,NEWLAKE CAPITAL PARTNERS INC,NEWLAKE CAPITAL PARTNERS,39464,82
7374,Health Advance Inc,HEALTH ADVANCE,ELEVANCE HEALTH INC,ELEVANCE HEALTH,145046,83
7375,Razor Energy Corp,RAZOR ENERGY,URZ ENERGY CORP,URZ ENERGY,32183,82
7378,BGI Inc,BGI,BG GROUP PLC,BG,14087,80
7380,G6 Materials Corp,G6 MATERIALS,EAGLE MATERIALS INC,EAGLE MATERIALS,30032,81
7381,Record Resources Inc,RECORD RESOURCES,EXCO RESOURCES INC,EXCO RESOURCES,7422,87
7386,Wheeler Real Estate Investment Trust Inc,WHEELER REAL ESTATE INVESTMENT TRUST,WHEELER REAL ESTATE INVT TR,WHEELER REAL ESTATE INVT TR,194256,86
7388,Atoro Capital Corp,ATORO CAPITAL,ARCH CAPITAL GROUP LTD,ARCH CAPITAL,61302,80
7389,Northisle Copper and Gold Inc,NORTHISLE COPPER AND GOLD,NORTHISLE COPPER & GOLD INC,NORTHISLE COPPER GOLD,190586,91
7392,Symphony Floating Rate Senior Loan Fund,SYMPHONY FLOATING RATE SENIOR LOAN FUND,SYMPHONY FLOATING RATE SR LN,SYMPHONY FLOATING RATE SR LN,192256,84
7396,Aphria Inc,APHRIA,APRIA INC,APRIA,37826,91
7398,JIVA Technologies Inc,JIVA TECHNOLOGIES,AEVA TECHNOLOGIES INC,AEVA TECHNOLOGIES,38357,88
7404,Petrox Resources Corp,PETROX RESOURCES,PEDRO RESOURCES LTD,PEDRO RESOURCES,65934,90
7409,One Group Hospitality Inc,ONE HOSPITALITY,ONE GP HOSPITALITY (THE),ONE GP HOSPITALITY,18978,91
7411,Ilustrato Pictures International Inc,ILUSTRATO PICTURES,ILUSTRATO PICTURES INTL INC,ILUSTRATO PICTURES INTL,195056,88
7412,Gen 2 Technologies Inc,GEN 2 TECHNOLOGIES,AGILENT TECHNOLOGIES INC,AGILENT TECHNOLOGIES,126554,84
7423,Tower One Wireless Corp,TOWER ONE WIRELESS,NEXTWAVE WIRELESS INC,NEXTWAVE WIRELESS,176066,80
7428,Pazoo Inc,PAZOO,CAZOO GROUP LTD,CAZOO,39534,80
7438,West Texas Resources Inc,WEST TEXAS RESOURCES,TERAS RESOURCES INC,TERAS RESOURCES,107925,80
7439,InsuraGuest Technologies Inc,INSURAGUEST TECHNOLOGIES,PUGET TECHNOLOGIES INC,PUGET TECHNOLOGIES,16039,81
7444,Excel Corp,EXCEL,HEXCEL CORP,HEXCEL,5608,91
7466,Lobe Sciences Ltd,LOBE SCIENCES,ISLET SCIENCES INC,ISLET SCIENCES,170788,81
7472,Diamond Estates Wines & Spirit Inc,DIAMOND ESTATES WINES SPIRIT,DIAMOND ESTATES WINES & SPIR,DIAMOND ESTATES WINES SPIR,12743,96
