gvkey,year,total_assets,market_cap
106965.0,2011,22285096.02408,
106965.0,2011,,14620281.4099999
106965.0,2012,22067110.67388,
106965.0,2012,,6927534.105
106965.0,2013,16498950.37079,
106965.0,2013,,5910110.845
106965.0,2014,17300851.2234,
106965.0,2014,,8937240.79
106965.0,2015,19149425.18613,
106965.0,2015,,8444750.34
106965.0,2016,17607718.02213,
106965.0,2016,,12342327.42
106965.0,2017,21029902.02129,
106965.0,2017,,23653788.1999999
106965.0,2018,39269613.09977,
106965.0,2018,,60252703.29
106965.0,2019,73654686.7838,
106965.0,2019,,182999238.3
106965.0,2020,129472465.925,
106965.0,2020,,395308687.999999
106965.0,2021,540347131.0,
106965.0,2021,,415052272.08
106965.0,2022,498533000.0,
106965.0,2022,,146468725.349999
106965.0,2023,443019000.0,
106965.0,2023,,140701007.999999
64547.0,2009,2702188000,
64547.0,2010,3594791000,418726893.5
64547.0,2011,,406561022.13
64547.0,2011,3896557000,
64547.0,2012,5136446000,607671632.12
64547.0,2013,7931498000,1603165287.24
64547.0,2014,7826227000,1620029090.16
64547.0,2015,8557348000,1738503171.15
64547.0,2016,,2116724868.0
64547.0,2016,8900592000,
64547.0,2017,,2550651208.35
64547.0,2017,14466589000,
64547.0,2018,14676328000,2147981462.55
64547.0,2019,15921092000,2927325398.75
64547.0,2020,37789873000,5131382387.09999
64547.0,2021,41838456000,5593277796.7
64547.0,2022,,5780112198.0
64547.0,2022,43918696000,
64547.0,2023,,6423711038.1
61122.0,2010,92067371,
61122.0,2010,,46200334.32
61122.0,2011,107435633,
61122.0,2011,,40038381.6
61122.0,2012,105809866,
61122.0,2012,,40159761.75
61122.0,2013,106374899,
61122.0,2013,,48872493.4784
61122.0,2014,108679952,
61122.0,2014,,49239360.0
61122.0,2015,120183807,
61122.0,2015,,51001439.35
61122.0,2016,112263390,
61122.0,2016,,79561842.6
61122.0,2017,131804887,
61122.0,2017,,67580787.45
61122.0,2018,139954154,
61122.0,2018,,61580662.5
61122.0,2019,157711622,
61122.0,2019,,40753483.42
61122.0,2020,188001273,
61122.0,2020,,65585342.55
61122.0,2021,188411129,
61122.0,2021,,116272233.39
61122.0,2022,289124527,
61122.0,2022,,110600412.0
61122.0,2023,363429200,
61122.0,2023,,122920590.0
30714.0,2010,151346700,
30714.0,2010,,120295920.8
30714.0,2011,158701800,
30714.0,2011,,107379534.3
30714.0,2012,202497700,
30714.0,2012,,177953659.56
30714.0,2013,194300000,
30714.0,2013,,331851744.0
30714.0,2014,186960300,
30714.0,2014,,240625847.0
30714.0,2015,186240600,
30714.0,2015,,161077568.519999
30714.0,2016,169416000,
30714.0,2016,,108317157.0
30714.0,2017,173980500,
30714.0,2017,,168819903.85
30714.0,2018,199423700,
30714.0,2018,,101437176.0
30714.0,2019,206495800,
30714.0,2019,,95905721.34
30714.0,2020,208708700,
30714.0,2020,,54665906.88
30714.0,2021,189077900,
30714.0,2021,,56579390.4735
30714.0,2022,202513300,
30714.0,2022,,45106989.2
30714.0,2023,232600400,
30714.0,2023,,83298130.57
32420.0,2010,7319,
32420.0,2010,,594229.25
32420.0,2011,6591,
32420.0,2011,,891343.874999999
32420.0,2012,11694,
32420.0,2012,,1786298.91
32420.0,2013,806657,
32420.0,2013,,3602993.76999999
32420.0,2014,822138,
32420.0,2014,,317911.215
32420.0,2015,680450,
32420.0,2015,,317911.214999999
32420.0,2016,668414,
32420.0,2016,,741792.835
32420.0,2017,671634,
32420.0,2017,,165513629.799999
32420.0,2018,26886737,
32420.0,2018,,137176900.549999
32420.0,2019,92844734,
32420.0,2019,,164554301.599999
32420.0,2020,113647870,
32420.0,2020,,612557297.21
32420.0,2021,145301924,
32420.0,2021,,1033314552.78
32420.0,2022,167258449,
32420.0,2022,,430496365.0
32420.0,2023,165245803,
32420.0,2023,,411832587.329999
64637.0,2010,177838000,
64637.0,2010,,92334186.8049999
64637.0,2011,170298000,
64637.0,2011,,81114572.5362
64637.0,2012,169866000,
64637.0,2012,,113428603.5
64637.0,2013,173714000,
64637.0,2013,,153753472.0
64637.0,2014,191342000,
64637.0,2014,,165093897.6
64637.0,2015,160907000,
64637.0,2015,,157614118.64
64637.0,2016,127211000,
64637.0,2016,,228332483.1
64637.0,2017,144084000,
64637.0,2017,,173370582.0
64637.0,2018,129266000,
64637.0,2018,,115950214.8
64637.0,2019,109562000,
64637.0,2019,,87870753.12
64637.0,2020,126241000,
64637.0,2020,,161106109.3
64637.0,2021,180813000,
64637.0,2021,,258190891.019999
64637.0,2022,189082000,
64637.0,2022,,36193206.0875
64637.0,2023,143913000,
64637.0,2023,,37737189.663
30932.0,2009,8025298000,
30932.0,2010,8148155000,1305038216.7375
30932.0,2011,,1212923859.91999
30932.0,2011,7957705000,
30932.0,2012,7942600000,1136946934.4
30932.0,2013,7879859000,1392922078.13999
30932.0,2014,7775033000,1186859806.09
30932.0,2015,8951899000,1362685651.34
30932.0,2016,,1826490475.65
30932.0,2016,9623640000,
30932.0,2017,,1716839710.25
30932.0,2017,9363934000,
30932.0,2018,9607773000,1750817268.2
30932.0,2019,10493908000,1777066633.43999
30932.0,2020,13806268000,1628188523.78
30932.0,2021,14501508000,1792828511.28
30932.0,2022,,1775297370.66
30932.0,2022,14113324000,
30932.0,2023,,1586263635.84
115831.0,2009,3310000,
115831.0,2010,22865000,39296891.2
115831.0,2011,,30134678.2099999
115831.0,2011,29129000,
115831.0,2012,29805000,30376819.9799999
115831.0,2013,31568000,40817124.34
115831.0,2014,29152000,53843539.2
115831.0,2015,30381000,48526771.5899999
115831.0,2016,,79319266.3999999
115831.0,2016,57597000,
115831.0,2017,,57914428.8
115831.0,2017,57294000,
115831.0,2018,60266000,52974031.33
115831.0,2019,55076000,52620493.38
115831.0,2020,51194000,88682050.44
115831.0,2021,64821000,67960953.78
115831.0,2022,,52564098.4
115831.0,2022,57969000,
115831.0,2023,,51514764.68
65918.0,2009,361698000,
65918.0,2010,,239502083.034157
65918.0,2010,386737000,
65918.0,2011,,272635372.385772
65918.0,2011,447073000,
65918.0,2012,,172176012.198653
65918.0,2012,401649000,
65918.0,2013,,284720724.198997
65918.0,2013,451680000,
65918.0,2014,,242629292.14355
65918.0,2014,481749000,
65918.0,2015,,141273496.370282
65918.0,2015,360842000,
65918.0,2016,,257652133.934245
65918.0,2016,303625000,
65918.0,2017,,208750846.958448
65918.0,2017,409522000,
65918.0,2018,,60188273.3806132
65918.0,2018,418919000,
65918.0,2019,,9327974.84494367
65918.0,2019,302348000,
65918.0,2020,,8571858.39999999
65918.0,2020,293519000,
2696.0,2009,25176000000,
2696.0,2010,25206000000,30606221598.75
2696.0,2011,,35574938014.6999
2696.0,2011,26026000000,
2696.0,2012,26659000000,38821348389.3899
2696.0,2013,30163000000,50421050977.12
2696.0,2014,31687000000,64936248324.58
2696.0,2015,36402000000,61222173521.5999
2696.0,2016,,69308811824.3999
2696.0,2016,37057000000,
2696.0,2017,,77275302261.6
2696.0,2017,37629000000,
2696.0,2018,41214000000,73629100769.0
2696.0,2019,43784000000,84660549825.22
2696.0,2020,44804000000,99529663481.1399
2696.0,2021,48538000000,109900274000.0
2696.0,2022,,108514435557.92
2696.0,2022,50662000000,
2696.0,2023,,107540567037.95
179199.0,2009,0,
179199.0,2010,0,1031394.96179999
179199.0,2011,,546254.4
179199.0,2011,,
179199.0,2012,,254918.72
179199.0,2013,,34322433.7566
179199.0,2014,,25287608.52
179199.0,2015,,76962286.8
179199.0,2016,,38481143.4
179199.0,2016,16644213,
179199.0,2017,,7707223.2924
179199.0,2018,,5497306.2
179199.0,2019,,2297873.9916
179199.0,2020,,1770132.5964
179199.0,2021,,10994.6124
179199.0,2022,,10994.6124
179199.0,2023,,109.946124
140166.0,2009,35989000,
140166.0,2010,42379000,84183372.09
140166.0,2011,,28272228.615
140166.0,2011,46502000,
140166.0,2012,39471000,8542019.025
140166.0,2013,568000,4357635.24
140166.0,2014,61394,1634113.215
140166.0,2015,347504,652486.905
140166.0,2016,,5872382.145
140166.0,2016,516121,
140166.0,2017,,3914921.43
140166.0,2017,1738742,
140166.0,2018,1380605,34901719.06
140166.0,2019,1571151,40383714.3
140166.0,2020,922906,10382803.575
140166.0,2021,426259,7614055.955
140166.0,2022,,5204058.335
140166.0,2022,147098,
140166.0,2023,,2993747.62
30473.0,2009,24641000,
30473.0,2010,29608000,107993378.46
30473.0,2011,,48898789.94
30473.0,2011,22054000,
30473.0,2012,23483000,57926329.44
30473.0,2013,19500000,31842807.95
30473.0,2014,19040000,36107873.88
30473.0,2015,18054000,19421209.366
30473.0,2016,,24022017.18
30473.0,2016,17614000,
30473.0,2017,,35217791.5716
30473.0,2017,30395000,
30473.0,2018,27903000,13527494.7718
30473.0,2019,24532000,17446033.2066
30473.0,2020,23801000,32674334.2018
30473.0,2021,23619000,31011995.8601
30473.0,2022,,40163178.1473
30473.0,2022,22034000,
30473.0,2023,,44296269.1158
140370.0,2009,2273714,
140370.0,2010,2312350,30398954.7399999
140370.0,2011,,23464949.25
140370.0,2011,5016678,
140370.0,2012,4509400,17466615.49
140370.0,2013,3335057,9270117.04
140370.0,2014,2610722,6098315.76
140370.0,2015,1628514,8993928.32
140370.0,2016,,4205736.12
140370.0,2016,1486079,
140370.0,2017,,8974566.69999999
140370.0,2017,1391814,
140370.0,2018,1293633,8291386.75
140370.0,2019,2228496,12861398.88
140370.0,2020,1948979,50373812.28
140370.0,2021,2665553,25953148.0949999
140370.0,2022,,6666723.57499999
140370.0,2022,2784099,
140370.0,2023,,2666689.43
107781.0,2009,1932578436.9652,
107781.0,2010,2090442460.11839,2683542043.2
107781.0,2011,,1743447923.1
107781.0,2011,2408519572.25547,
107781.0,2012,3504180022.17518,1723192375.73999
107781.0,2013,3619572504.7081,1503965006.24
107781.0,2014,4850881000.0,2324011073.56
107781.0,2015,4479585000.0,1249080263.28
107781.0,2016,,1814259363.84
107781.0,2016,4456556000.0,
107781.0,2017,,2907948322.43999
107781.0,2017,4728016000.0,
107781.0,2018,4685635000.0,1687811874.47999
107781.0,2019,4461057000.0,1405644172.38
107781.0,2020,4666645000.0,2327934865.40999
107781.0,2021,4616231000.0,2396240537.91999
107781.0,2022,,1792215821.88
107781.0,2022,4325943000.0,
107781.0,2023,,2542445265.95999
18434.0,2009,,
18434.0,2010,,
18434.0,2011,,
18434.0,2012,,140833000.0
18434.0,2013,,234192000.0
18434.0,2014,,274979526.5
18434.0,2015,,263730599.999999
18434.0,2016,,237218000.0
18434.0,2016,2050045000,
18434.0,2017,,276777968.75
18434.0,2017,2136081000,
18434.0,2018,2179070000,265175044.75
18434.0,2019,2356878000,389579681.15
18434.0,2020,3013771000,468718639.9
18434.0,2021,3392691000,503852494.56
18434.0,2022,,466702847.9
18434.0,2022,3779637000,
18434.0,2023,,442784774.34
65274.0,2010,7931000,
65274.0,2010,,41156065.68
65274.0,2011,25829000,
65274.0,2011,,41688141.6
65274.0,2012,43696000,
65274.0,2012,,29181699.1199999
65274.0,2013,49143000,
65274.0,2013,,38589249.0
65274.0,2014,62425000,
65274.0,2014,,16173020.5
65274.0,2015,65679000,
65274.0,2015,,9204002.46
65274.0,2016,58093000,
65274.0,2016,,17385337.98
65274.0,2017,57706000,
65274.0,2017,,8181335.52
65274.0,2018,45714000,
65274.0,2018,,9204002.45999999
65274.0,2019,42489000,
65274.0,2019,,7670002.05
65274.0,2020,39572000,
65274.0,2020,,3579334.29
65274.0,2021,44246000,
65274.0,2021,,32473979.5499999
65274.0,2022,48577000,
65274.0,2022,,31544773.975
65274.0,2023,49697000,
65274.0,2023,,12132605.375
121815.0,2009,,
121815.0,2010,,1181679.84
121815.0,2011,,255357.7314
121815.0,2011,,
121815.0,2012,11306794,813586.08
121815.0,2013,1554155,2117731.0288
121815.0,2014,3994390,8834761.15
121815.0,2015,4275061,4377517.2036
121815.0,2016,,19966756.78
121815.0,2016,5378599,
121815.0,2017,,51856436.655
121815.0,2017,7663934,
121815.0,2018,8092663,7867544.58
121815.0,2019,4966577,2661081.255
121815.0,2020,4441095,1850926.707
121815.0,2021,4786441,1160828.1076
121815.0,2022,,1147067.85
121815.0,2022,4993892,
121815.0,2023,,1415612.952
183739.0,2009,11081332,
183739.0,2010,3267706,
183739.0,2010,,29449045.8
183739.0,2011,6247228,
183739.0,2011,,46134487.5999999
183739.0,2012,2474878,
183739.0,2012,,43692926.2799999
183739.0,2013,4379501,
183739.0,2013,,84038866.56
183739.0,2014,7875035,
183739.0,2014,,60847219.7099999
183739.0,2015,5224299,
183739.0,2015,,67406110.7999999
183739.0,2016,7974689,
183739.0,2016,,111262408.44
183739.0,2017,7396781,
183739.0,2017,,34357469.8499999
183739.0,2018,11474227,
183739.0,2018,,5840717.75999999
183739.0,2019,3796713,
183739.0,2019,,23852724.4799999
183739.0,2020,3387055,
183739.0,2020,,4498839.95
183739.0,2021,2096425,
183739.0,2021,,5460289.725
183739.0,2022,1432032,
183739.0,2022,,3143803.175
183739.0,2023,,2481949.875
108091.0,2009,90688000,
108091.0,2010,169605000,1111199339.24999
108091.0,2011,,630481616.999999
108091.0,2011,263330000,
108091.0,2012,257561000,450434041.749999
108091.0,2013,266808000,246602952.75
108091.0,2014,287929000,355406101.26
108091.0,2014,287929000,
108091.0,2015,,589453161.782016
30662.0,2009,7322206000,
30662.0,2010,7383086000,6399608968.9319
30662.0,2011,,6825875980.56
30662.0,2011,7495996000,
30662.0,2012,9054843000,15208451845.65
30662.0,2013,8844780000,21412941050.55
30662.0,2014,8375509000,19230551399.5
30662.0,2015,8046662000,21213318098.83
30662.0,2016,,21470743127.2
30662.0,2016,8003595000,
30662.0,2017,,24633595210.72
30662.0,2017,8329374000,
30662.0,2018,8172736000,24991829408.06
30662.0,2019,11149000000,31629597585.3
30662.0,2020,10333000000,27069324223.76
30662.0,2021,10274000000,25396785782.4
30662.0,2022,,22714897078.64
30662.0,2022,10022000000,
30662.0,2023,,20999000820.87
65417.0,2009,7148000000,
65417.0,2010,8316000000,
65417.0,2010,,22984025874.3
65417.0,2011,,27173897933.91
65417.0,2011,8834000000,
65417.0,2012,9013000000,
65417.0,2012,,30000093297.6
65417.0,2013,8695000000,
65417.0,2013,,33671444926.97
65417.0,2014,8334000000,
65417.0,2014,,31871351208.4999
65417.0,2015,8061000000,
65417.0,2015,,31502200852.35
65417.0,2016,,23242459011.63
65417.0,2016,5453000000,
65417.0,2017,,27502053735.14
65417.0,2017,5311000000,
65417.0,2018,4130000000,28706783662.08
65417.0,2019,5231000000,30467014585.56
65417.0,2020,5852000000,32749092518.48
65417.0,2021,5966000000,40704462682.58
65417.0,2022,,36078581877.28
65417.0,2022,5846000000,
65417.0,2023,,36625071894.54
64915.0,2009,15144000,
64915.0,2010,21408000,26380963.7999999
64915.0,2011,,28875657.06
64915.0,2011,31237000,
64915.0,2012,32399000,28773491.2799999
64915.0,2013,35481000,40119176.4
64915.0,2014,38738000,44544250.0
64915.0,2015,39984000,44679071.6721999
64915.0,2016,,47733142.0
64915.0,2016,42844000,
64915.0,2017,,90072951.7
64915.0,2017,62493000,
64915.0,2018,67187000,64303442.54
64915.0,2019,59715000,62443827.95
64915.0,2020,62030000,68332955.3576999
64915.0,2021,103905000,138309546.24
64915.0,2022,,113536374.7
64915.0,2022,110066000,
64915.0,2023,,165393843.2
141781.0,2009,6331292.07074,
141781.0,2010,4994851.00833,17330794.8049999
141781.0,2011,,16721661.0599999
141781.0,2011,4078855.09663,
141781.0,2012,10067523.43514,21596721.92
141781.0,2013,3000857.81544,36880902.24
141781.0,2014,2932408.0,89770271.36
141781.0,2015,572141.0,1678970.81999999
141781.0,2016,,24105992.7699999
141781.0,2016,3441817.0,
141781.0,2017,,21707980.875
141781.0,2017,2693483.0,
141781.0,2018,1446414.0,6461467.965
141781.0,2019,1964760.0,11231422.065
141781.0,2020,8507702.0,44754305.25
141781.0,2021,10645989.0,28388818.4849999
141781.0,2022,,6327876.65999999
141781.0,2022,700652.0,
141781.0,2023,,5532879.23999999
61380.0,2009,13287000000,
61380.0,2010,14344000000,3545011553.58
61380.0,2011,,4232138430.24
61380.0,2011,14348000000,
61380.0,2012,15441000000,3680558571.9
61380.0,2013,16676000000,3850827801.28
61380.0,2014,1319198000,4746351318.36
61380.0,2015,1407296000,5001002975.52
61380.0,2016,,5879995656.6
61380.0,2016,1548955000,
61380.0,2017,,6370997517.12
61380.0,2017,1665859000,
61380.0,2018,1778327000,6970762303.08
61380.0,2019,2016240000,8680118088.0
61380.0,2020,2117122000,12842391580.8
61380.0,2021,2242057000,10074165968.88
61380.0,2022,,13005535968.96
61380.0,2022,2239456000,
61380.0,2023,,17512922590.56
29627.0,2010,51549000,
29627.0,2010,,56370520.32
29627.0,2011,75534000,
29627.0,2011,,32358597.81
29627.0,2012,77073000,
29627.0,2012,,31738699.5
29627.0,2013,52523000,
29627.0,2013,,32905546.1382
29627.0,2014,39293000,
29627.0,2014,,27375494.751
29627.0,2015,47492000,
29627.0,2015,,29204154.4725
29627.0,2016,55003000,
29627.0,2016,,10623699.9666
29627.0,2017,,51428.6997
29627.0,2018,,257143.4985
29627.0,2019,,44081.7426
29627.0,2020,,249796.5414
29627.0,2021,,734.69571
29627.0,2022,,73.469571
29627.0,2023,,73.469571
153130.0,2010,397647,
153130.0,2010,,3693982.75
153130.0,2011,307028,
153130.0,2011,,236414.896
153130.0,2012,661670,
153130.0,2012,,1483194.825
153130.0,2013,421768,
153130.0,2013,,1483194.825
153130.0,2014,262826,
153130.0,2014,,5042862.40499999
153130.0,2015,3522,
153130.0,2015,,7910372.4
153130.0,2016,,
153130.0,2016,,5438381.025
153130.0,2017,,
153130.0,2017,,5438381.025
153130.0,2018,,
153130.0,2018,,4449584.475
153130.0,2019,,
153130.0,2019,,988796.55
153130.0,2020,,
153130.0,2020,,2119979.8032
153130.0,2021,,
153130.0,2021,,19775931.0
153130.0,2022,11916110,
153130.0,2022,,34074229.48
153130.0,2023,11733010,
153130.0,2023,,85757198.02
61591.0,2010,6494400000,
61591.0,2010,,19863808684.56
61591.0,2011,8498800000,
61591.0,2011,,13006639075.95
61591.0,2012,9532300000,
61591.0,2012,,12020424945.65
61591.0,2013,11242400000,
61591.0,2013,,14021261529.66
61591.0,2014,9213800000,
61591.0,2014,,12919671078.05
61591.0,2015,9401000000,
61591.0,2015,,7755890246.44
61591.0,2016,10037000000,
61591.0,2016,,9712568904.29
61591.0,2017,9493000000,
61591.0,2017,,14758921878.12
61591.0,2018,9991000000,
61591.0,2018,,15030035352.54
61591.0,2019,8741000000,
61591.0,2019,,14207081323.5
61591.0,2020,7522000000,
61591.0,2020,,14797011602.88
61591.0,2021,9360000000,
61591.0,2021,,20447329394.59
61591.0,2022,10026000000,
61591.0,2022,,12947335821.42
61591.0,2023,9818000000,
61591.0,2023,,18163697103.52
64645.0,2009,6097201,
64645.0,2010,5315170,10941757.82
64645.0,2011,,5470878.91
64645.0,2011,966703,
64645.0,2012,1136841,6799520.931
64645.0,2013,2701405,18766455.03
64645.0,2014,2067449,14507054.6383
64645.0,2015,20416079,10575757.12
64645.0,2016,,14668921.2999999
64645.0,2016,17289365,
64645.0,2017,,13614412.6124
64645.0,2017,16078822,
64645.0,2018,11692332,10483400.9999999
64645.0,2019,2496698,7204273.0
64645.0,2020,22520572,27507293.44
64645.0,2021,17769041,17312673.69
64645.0,2022,,4953003.42131099
64645.0,2022,11344255,
64645.0,2023,,2823000.0
64028.0,2009,748449000,
64028.0,2010,892224000,1879949493.78
64028.0,2011,,3019106100.15
64028.0,2011,990956000,
64028.0,2012,1124807000,2174586320.39999
64028.0,2013,1821062000,8221657051.55999
64028.0,2014,1614434000,2590718753.4
64028.0,2015,1505843000,2168481301.74
64028.0,2016,,2601721242.44
64028.0,2016,1474045000,
64028.0,2017,,3592353644.81
64028.0,2017,1589872000,
64028.0,2018,1694446000,3406837833.04
64028.0,2019,1769006000,2276324829.72
64028.0,2020,1957076000,2787821508.69
64028.0,2021,1906480000,2528532830.25
64028.0,2022,,2083555716.32
64028.0,2022,1820970000,
64028.0,2023,,959527984.56
2285.0,2009,62053000000,
2285.0,2010,68565000000,47873462907.92
2285.0,2011,,54516246614.1
2285.0,2011,79986000000,
2285.0,2012,88896000000,56827233902.88
2285.0,2013,92663000000,102565880981.03
2285.0,2014,92921000000,92666701060.8199
2285.0,2015,94408000000,96872933206.29
2285.0,2016,,96080387623.36
2285.0,2016,89997000000,
2285.0,2017,,175642062217.93
2285.0,2017,112362000000,
2285.0,2018,117359000000,183143031502.5
2285.0,2019,133625000000,183334872062.08
2285.0,2020,152136000000,124651448740.28
2285.0,2021,138552000000,118315607775.68
2285.0,2022,,113528838244.08
2285.0,2022,137100000000,
2285.0,2023,,157693251906.02
28791.0,2009,23564463,
28791.0,2010,23820413,23015397.44
28791.0,2011,,49290413.42
28791.0,2011,21461260,
28791.0,2012,13069724,32367299.7
28791.0,2013,14815692,38701665.5199999
28791.0,2014,13579208,31529156.08
28791.0,2015,11670305,5629677.448
28791.0,2016,,13464178.225589
28791.0,2016,8382284,
28791.0,2017,,7753055.15999999
28791.0,2017,6171444,
28791.0,2018,,6346256.64552
28791.0,2019,,5936843.016
28791.0,2020,,4613283.115
28791.0,2021,,2260836.543
28791.0,2022,,4083879.162
28791.0,2023,,2741209.614
30369.0,2009,3006431000,
30369.0,2010,3206434000,6474297014.99999
30369.0,2011,,5993859022.8
30369.0,2011,3084982000,
30369.0,2012,2971615000,7052253919.10999
30369.0,2013,3093969000,10052430080.7
30369.0,2014,3015967000,9117071909.86999
30369.0,2015,3297367000,8501174924.4
30369.0,2016,,7706721752.73
30369.0,2016,3458695000,
30369.0,2017,,8230194254.1
30369.0,2017,4345254000,
30369.0,2018,4292216000,4249631381.76
30369.0,2019,4367806000,4975060061.27
30369.0,2020,6359836000,3322452205.56
30369.0,2021,8659551000,5220392919.99999
30369.0,2022,,2516715092.00999
30369.0,2022,9708358000,
30369.0,2023,,2418981072.93999
61576.0,2010,888974000,
61576.0,2010,,278242442.5
61576.0,2011,728237000,
61576.0,2011,,135476452.38
61576.0,2012,680937000,
61576.0,2012,,609009760.0
61576.0,2013,724009000,
61576.0,2013,,718060511.959999
61576.0,2014,896306000,
61576.0,2014,,1104554144.33
61576.0,2015,979019000,
61576.0,2015,,1248814773.64
61576.0,2016,1238443000,
61576.0,2016,,1744104455.52
61576.0,2017,,1817460344.87999
63919.0,2010,8179350000,
63919.0,2010,,2993322938.57
63919.0,2011,9084032000,
63919.0,2011,,2790367809.81
63919.0,2011,9146516000,
63919.0,2012,11480448000,
63919.0,2012,,2540559454.56
63919.0,2013,11791195000,
63919.0,2013,,3616246204.32
63919.0,2014,,4310030492.12
63919.0,2015,12831443000,
63919.0,2015,,4547545531.34
63919.0,2016,12300689000,
63919.0,2016,,5821990271.16
63919.0,2016,13718949000,
63919.0,2017,15373143000,
63919.0,2018,15462780000,
63919.0,2019,15473448000,
63919.0,2021,17184913000,
63914.0,2009,23208000000,
63914.0,2010,31589000000,11382829946.18
63914.0,2011,,8581232713.93
63914.0,2011,34093000000,
63914.0,2012,38861000000,9763689237.0
63914.0,2013,,11965516415.3469
63914.0,2013,,
63914.0,2014,,
63914.0,2015,,
63914.0,2016,45547000000,
189955.0,2009,4283666,
189955.0,2010,4103065,2581363.62
189955.0,2011,,1886763.065
189955.0,2011,3936625,
189955.0,2012,2808512,1655296.527
189955.0,2013,2658312,1349465.052
189955.0,2014,2504261,1352707.075
189955.0,2015,2351818,1392447.15
189955.0,2016,,10006897.95
189955.0,2016,1287685,
189955.0,2017,,54180417.0999999
189955.0,2017,6568694,
189955.0,2018,,16060326.24
189955.0,2019,,29551140.8
189955.0,2020,214204316,105358617.0
189955.0,2021,173982880,177871644.8
189955.0,2022,,194196877.73
189955.0,2022,203719000,
189955.0,2023,,56727040.58
64030.0,2009,5129872000,
64030.0,2010,5589934000,3972039888.0
64030.0,2011,,2875821905.15
64030.0,2011,5979226000,
64030.0,2012,5815416000,3010210124.56
64030.0,2013,5933006000,4337571287.54
64030.0,2014,7233159000,4745808563.16
64030.0,2015,6202082000,4326750644.09
64030.0,2016,,8674946096.88
64030.0,2016,6423732000,
64030.0,2017,,10219730443.92
64030.0,2017,6855732000,
64030.0,2018,7703563000,6895748869.04
64030.0,2019,8275765000,7333991832.76
64030.0,2020,9265562000,7776408913.67999
64030.0,2021,12531234000,12317867597.82
64030.0,2022,,17153326659.3
64030.0,2022,14159984000,
64030.0,2023,,19110525107.0
65280.0,2009,7492236,
65280.0,2010,11227593,90449202.48
65280.0,2011,,42864330.0
65280.0,2011,11930805,
65280.0,2012,12041905,59082512.244
65280.0,2013,12008014,21926714.7469999
65280.0,2014,10950137,12835357.6104
65280.0,2015,11243227,39379589.1126
65280.0,2016,,47506471.6134
65280.0,2016,11379265,
65280.0,2017,,32543256.24
65280.0,2017,12005294,
65280.0,2018,12990076,26525404.9242
65280.0,2019,15256795,21831797.312
65280.0,2020,17096749,21641559.198
65280.0,2021,16327142,47231952.144
65280.0,2022,,16733922.27
65280.0,2022,16244596,
65280.0,2023,,20791514.8
64327.0,2009,34491000,
64327.0,2010,48167000,116332391.399999
64327.0,2011,,134680000.0
64327.0,2011,45367000,
64327.0,2012,48919000,175307320.0
64327.0,2013,83381000,454441200.0
64327.0,2014,81776000,488401068.48
64327.0,2015,139402000,613912343.28
64327.0,2016,,450080401.65
64327.0,2016,103476000,
64327.0,2017,,385612173.96
64327.0,2017,98244000,
64327.0,2018,163460000,687944238.93
64327.0,2019,165535000,599283567.28
64327.0,2020,221415000,1156622467.0
64327.0,2021,237499000,1173134047.8
64327.0,2022,,647586441.949999
64327.0,2022,218092000,
64327.0,2023,,391385520.0
126474.0,2009,73716179.88211,
126474.0,2010,109180495.6356,79460030.87
126474.0,2011,,137932663.44
126474.0,2011,146762849.99509,
126474.0,2012,226347376.27255,204248157.66
126474.0,2013,265789077.21281,495037005.45
126474.0,2014,419876915.13169,778893936.799999
126474.0,2015,461682202.47128,1109680454.4
126474.0,2016,,1545285128.15999
126474.0,2016,549140729.70961,
126474.0,2017,,1968708035.78999
126474.0,2017,804160769.6589,
126474.0,2018,904511989.44049,2222119001.24999
126474.0,2019,1464079008.16264,4044330071.99999
126474.0,2020,1571547000.0,4714434914.63999
126474.0,2021,2027127000.0,4286279366.27999
126474.0,2022,,4491124097.04
126474.0,2022,2102832000.0,
126474.0,2023,,5979791307.06
65399.0,2010,2879000000,
65399.0,2010,,1943139737.87999
65399.0,2011,2663000000,
65399.0,2011,,503378942.64
65399.0,2012,2501000000,
65399.0,2012,,460183289.28
65399.0,2013,2570000000,
65399.0,2013,,1019610057.48
65399.0,2014,2485000000,
65399.0,2014,,1495869049.65
65399.0,2015,2195000000,
65399.0,2015,,762603955.25
65399.0,2016,2494000000,
65399.0,2016,,1095066779.76
65399.0,2017,2782000000,
65399.0,2017,,2092234587.6
65399.0,2018,2726000000,
65399.0,2018,,1435266772.55
65399.0,2019,2815000000,
65399.0,2019,,2046178710.36
65399.0,2020,2884000000,
65399.0,2020,,2018217230.47
65399.0,2021,2938000000,
65399.0,2021,,1736484494.22
65399.0,2022,,2586229363.5
30463.0,2010,1072888000,
30463.0,2010,,459278411.799999
30463.0,2011,1301655000,
30463.0,2011,,647512175.48
30463.0,2012,1384544000,
30463.0,2012,,438900870.87
30463.0,2013,1289741000,
30463.0,2013,,921856434.64
30463.0,2014,1517168000,
30463.0,2014,,1448025273.09
30463.0,2015,1790512000,
30463.0,2015,,932828301.02
30463.0,2016,1835774000,
30463.0,2016,,1178683211.85
30463.0,2017,2397705000,
30463.0,2017,,1529742619.6
30463.0,2018,2465464000,
30463.0,2018,,1272822769.02
30463.0,2019,2990637000,
30463.0,2019,,1057097749.56
30463.0,2020,3173834000,
