gvkey,year,total_assets,market_cap
4503.0,2009,233323000000,
4503.0,2010,302510000000,368711734643.52
4503.0,2011,,406272285923.4
4503.0,2011,331052000000,
4503.0,2012,333795000000,389648100000.0
4503.0,2013,346808000000,438702000000.0
4503.0,2014,349493000000,388382450000.0
4503.0,2015,336758000000,324501057010.4
4503.0,2016,,374280539604.76
4503.0,2016,330314000000,
4503.0,2017,,354391552280.28
4503.0,2017,348691000000,
4503.0,2018,346196000000,288703310922.3
4503.0,2019,362597000000,295246581285.48
4503.0,2020,332750000000,174287810179.08
4503.0,2021,338923000000,259051954878.41
4503.0,2022,,454215400000.0
4503.0,2022,369067000000,
4503.0,2023,,399597511910.52
4510.0,2009,3136200000,
4510.0,2010,3319900000,5711004077.16
4510.0,2011,,6059195694.36
4510.0,2011,3743500000,
4510.0,2012,4373900000,8056470520.56
4510.0,2013,5235200000,10027554091.9399
4510.0,2014,5326000000,7603106777.13
4510.0,2015,6325900000,5229950554.01
4510.0,2016,,7569922245.2
4510.0,2016,6139300000,
4510.0,2017,,12709220284.1199
4510.0,2017,9206300000,
4510.0,2018,9974300000,9783548171.43999
4510.0,2019,9872700000,12889187027.08
4510.0,2020,10186400000,14866607294.19
4510.0,2021,10673100000,13813115747.31
4510.0,2022,,15720547190.4
4510.0,2022,11171300000,
4510.0,2023,,7866047825.34999
4517.0,2009,48458000000,
4517.0,2010,52994000000,21753673892.52
4517.0,2011,,25724003490.72
4517.0,2011,57188000000,
4517.0,2012,64439000000,29281628467.6299
4517.0,2013,69306000000,37950244824.72
4517.0,2014,74605000000,47216304304.74
4517.0,2015,82479000000,47845075274.34
4517.0,2016,,55819832532.42
4517.0,2016,89993000000,
4517.0,2017,,73471398176.39
4517.0,2017,97963000000,
4517.0,2018,103702000000,83076444571.7399
4517.0,2019,117691000000,118361972670.48
4517.0,2020,127684000000,151142568666.6
4517.0,2021,140912000000,183185119095.84
4517.0,2022,,166126881307.199
4517.0,2022,158935000000,
4517.0,2023,,124620728188.34
1722.0,2010,31808000000,
1722.0,2010,,19217913141.12
1722.0,2011,42352000000,
1722.0,2011,,19104267696.8
1722.0,2012,,18038132025.21
1722.0,2013,43752000000,28555901472.0
1722.0,2014,43997000000,33108611172.0
1722.0,2015,40157000000,21836654405.16
1722.0,2016,,26266995163.75
1722.0,2016,39769000000,
1722.0,2017,,22414752504.96
1722.0,2017,39963000000,
1722.0,2018,40833000000,22969600043.75
1722.0,2019,43997000000,25802410700.25
1722.0,2020,49719000000,28047571960.0899
1722.0,2021,56136000000,37812634763.4
1722.0,2022,,51005682976.95
1722.0,2022,59774000000,
1722.0,2023,,38520794236.1
2136.0,2009,226907000000,
2136.0,2010,220005000000,101142282537.18
2136.0,2011,,113583357118.719
2136.0,2011,230461000000,
2136.0,2012,225222000000,123708930000.0
2136.0,2013,274098000000,140638680000.0
2136.0,2014,232616000000,194370900000.0
2136.0,2015,244175000000,188063316392.139
2136.0,2016,,217610720357.76
2136.0,2016,244180000000,
2136.0,2017,,215924803449.48
2136.0,2017,257143000000,
2136.0,2018,264829000000,232301888978.22
2136.0,2019,291727000000,253937150432.6
2136.0,2020,316481000000,243113044061.25
2136.0,2021,366596000000,215122916036.16
2136.0,2022,,165472807411.8
2136.0,2022,379680000000,
2136.0,2023,,158494632544.3
12926.0,2010,257712000,
12926.0,2010,,861063194.88
12926.0,2011,266390000,
12926.0,2011,,201519437.0
12926.0,2012,275705000,
12926.0,2012,,270162329.6
12926.0,2013,287093000,
12926.0,2013,,397608350.159999
12926.0,2014,313071000,
12926.0,2014,,381065129.7
12926.0,2015,252478000,
12926.0,2015,,333989964.0
12926.0,2016,,372529345.5
12926.0,2016,,
12926.0,2017,,442817139.75
12926.0,2017,418734000,
12926.0,2018,505488000,458681695.74
12926.0,2019,538148000,489316903.08
12926.0,2020,536360000,429007436.75
12926.0,2021,678190000,543957418.4
12926.0,2022,,509251470.56
12926.0,2022,701084000,
12926.0,2023,,595920299.52
13453.0,2009,2203383000,
13453.0,2010,2515062000,350275734.42
13453.0,2011,,220118314.5
13453.0,2011,3527439000,
13453.0,2012,2678020000,235125730.84
13453.0,2013,2952720000,334841658.06
13453.0,2014,2787455000,316906056.0
13453.0,2015,2698004000,233466374.239999
13453.0,2016,,248510136.0
13453.0,2016,2236930000,
13453.0,2017,,351329588.4
13453.0,2017,2438517000,
13453.0,2018,2240314000,339242577.8
13453.0,2019,2464755000,351699152.64
13453.0,2020,2713903000,392669982.11
13453.0,2021,3043250000,584976051.63
13453.0,2022,,464189213.789999
13453.0,2022,2714392000,
13453.0,2023,,428698677.48
23027.0,2010,206481000,
23027.0,2010,258892000,520776840.9
23027.0,2011,268788000,608783698.05
23027.0,2012,315417000,
23027.0,2012,,738285088.98
23027.0,2013,,1012537681.362
23027.0,2014,344166000,
23027.0,2014,,1061494500.0
23027.0,2015,365299000,
23027.0,2015,,1286059053.6
23027.0,2016,387507000,
23027.0,2016,403744000,1543229800.19999
23027.0,2017,439589000,1835144253.89999
23027.0,2018,468936000,
23027.0,2018,,2637536177.21
23027.0,2019,,3576712596.03
23027.0,2020,563411000,
23027.0,2020,,4648205595.57
23027.0,2021,580096000,
23027.0,2021,683739000,6082976328.84
23027.0,2022,586662000,5017742111.61
23027.0,2023,,4456799441.52
13824.0,2010,1123716000,
13824.0,2010,,932567954.67
13824.0,2011,1129468000,
13824.0,2011,,1285055959.04
13824.0,2012,1158611000,
13824.0,2012,,1467508594.23
13824.0,2013,1161547000,
13824.0,2013,,2190701812.88
13824.0,2014,1192298000,
13824.0,2014,,2293615773.9
13824.0,2015,1230163000,
13824.0,2015,,2954228351.1
13824.0,2016,1220676000,
13824.0,2016,,3687288497.58
13824.0,2017,1255620000,
13824.0,2017,,4597451416.79999
13824.0,2018,1330467000,
13824.0,2018,,5414590236.0
13824.0,2019,1433448000,
13824.0,2019,,10851336784.16
13824.0,2020,1606240000,
13824.0,2020,,14870332374.08
13824.0,2021,1567776000,
13824.0,2021,,11752326899.0
13824.0,2022,1442034000,
13824.0,2022,,14949905422.44
13824.0,2023,1575281000,
13824.0,2023,,28909197546.67
16428.0,2009,28452000000,
16428.0,2010,31448100000,8391179187.11
16428.0,2011,,8936504749.89
16428.0,2011,33406900000,
16428.0,2012,36941200000,7383542790.95
16428.0,2013,35999000000,9750854373.83
16428.0,2014,36131200000,13874378803.0999
16428.0,2015,41529000000,15729128837.2899
16428.0,2016,,16044359162.38
16428.0,2016,43384400000,
16428.0,2017,,19894219884.4799
16428.0,2017,64090100000,
16428.0,2018,64372100000,17556384077.9199
16428.0,2019,70508500000,17415517619.0999
16428.0,2020,74054000000,12620250168.45
16428.0,2021,86645400000,15988472922.5999
16428.0,2022,,21164153987.9099
16428.0,2022,78818500000,
16428.0,2023,,31760707765.55
22570.0,2009,25659423,
22570.0,2010,36343355,260910688.059999
22570.0,2011,,148910479.97
22570.0,2011,53905269,
22570.0,2012,49132316,189916980.78
22570.0,2013,48987933,79984118.0399999
22570.0,2014,42018646,78350285.94
22570.0,2015,38215348,69490904.95
22570.0,2016,,112911432.23
22570.0,2016,47513895,
22570.0,2017,,128560586.24
22570.0,2017,66803196,
22570.0,2018,73928394,101592058.75
22570.0,2019,74063855,84912306.44
22570.0,2020,76448771,71123680.49
22570.0,2021,87232290,51922975.2967263
22570.0,2022,,45420570.0963146
22570.0,2022,78050210,
22570.0,2023,,26353714.45992
130402.0,2010,12961385,
130402.0,2010,,28292305.9999999
130402.0,2011,34609419,
130402.0,2011,,22471836.6
130402.0,2012,42301455,
130402.0,2012,,14775727.5
130402.0,2013,35251487,
130402.0,2013,,6959457.65
130402.0,2014,31348072,
130402.0,2014,,5556369.44
130402.0,2015,22335858,
130402.0,2015,,3722730.89999999
130402.0,2016,20739453,
130402.0,2016,,6072065.16
130402.0,2017,25775622,
130402.0,2017,,11385122.175
130402.0,2018,26639691,
130402.0,2018,,7677581.44999999
130402.0,2019,28920647,
130402.0,2019,,10071855.885
130402.0,2020,24944103,
130402.0,2020,,19125195.48
130402.0,2021,44566976,
130402.0,2021,,17651829.5999999
130402.0,2022,41677402,
130402.0,2022,,14121463.6799999
130402.0,2023,53689079,
130402.0,2023,,14121463.68
4560.0,2010,2968145000,
4560.0,2010,,6282634936.56
4560.0,2011,2996205000,
4560.0,2011,,6790308104.51999
4560.0,2012,3373065000,
4560.0,2012,,7343215594.83999
4560.0,2013,3709861000,
4560.0,2013,,7391038136.48
4560.0,2014,3857295000,
4560.0,2014,,9057720531.19999
4560.0,2015,,8854238438.33441
4560.0,2015,,
4560.0,2016,,
4560.0,2017,,
4560.0,2018,,
4560.0,2019,,
4560.0,2020,,
4560.0,2021,,
4560.0,2022,,
184580.0,2010,41325000,
184580.0,2010,,10988298.54
184580.0,2011,42878000,
184580.0,2011,,8993941.5
184580.0,2012,44329000,
184580.0,2012,,11667816.0
184580.0,2013,44480000,
184580.0,2013,,16529406.0
184580.0,2014,40883000,
184580.0,2014,,33982514.1
184580.0,2015,42516000,
184580.0,2015,,26738745.0
184580.0,2016,50592000,
184580.0,2016,,32572653.0
184580.0,2017,65780000,
184580.0,2017,,33544971.0
184580.0,2018,77052000,
184580.0,2018,,62811742.8
184580.0,2019,92878000,
184580.0,2019,,115511378.4
184580.0,2020,107751000,
184580.0,2020,,97231800.0
184580.0,2021,,102093390.0
184580.0,2022,139681000,
184580.0,2022,,150709290.0
184580.0,2023,162244000,
184580.0,2023,,164807901.0
4579.0,2010,339121000,
4579.0,2010,,287592125.8
4579.0,2011,290053000,
4579.0,2011,,123657770.08
4579.0,2012,257916000,
4579.0,2012,,235413242.22
4579.0,2013,244136000,
4579.0,2013,,382724971.12
4579.0,2014,266177000,
4579.0,2014,,488679723.55
4579.0,2015,240943000,
4579.0,2015,,540142907.99
4579.0,2016,368991000,
4579.0,2016,,616323688.7
4579.0,2017,407153000,
4579.0,2017,,541511130.5
4579.0,2018,475531000,
4579.0,2018,,396089764.33
4579.0,2019,424610000,
4579.0,2019,,258692366.88
4579.0,2020,392699000,
4579.0,2020,,81912925.47
4579.0,2021,338006000,
4579.0,2021,,134705193.3
4579.0,2022,350071000,
4579.0,2022,,90100984.02
4579.0,2023,187781000,
4579.0,2023,,63600132.42
18110.0,2009,2171562000,
18110.0,2010,1935693000,36125010.08
18110.0,2011,,33391838.15
18110.0,2011,1883590000,
18110.0,2012,1807232000,91455486.5
18110.0,2013,1809555000,162621074.25
18110.0,2014,1782606000,174384783.31
18110.0,2015,1775950000,203260342.65
18110.0,2016,,315693739.0
18110.0,2016,1671030000,
18110.0,2017,,289360186.5
18110.0,2017,1673872000,
18110.0,2018,,427969367.0
14225.0,2009,1327358000,
14225.0,2010,1468283000,8832573955.92
14225.0,2011,,12873840945.14
14225.0,2011,1684948000,
14225.0,2012,1815832000,13836390000.0
14225.0,2013,2075784000,14098760875.4399
14225.0,2014,2359102000,14071474660.64
14225.0,2015,2532462000,11820724259.24
14225.0,2016,,13578726836.5199
14225.0,2016,2668884000,
14225.0,2017,,15717379554.06
14225.0,2017,2910500000,
14225.0,2018,3321500000,14949811344.51
14225.0,2019,3799900000,21214063261.45
14225.0,2020,3964700000,28036212047.25
14225.0,2021,4299000000,36844964457.24
14225.0,2022,,27102997521.6
14225.0,2022,4548600000,
14225.0,2023,,37022532000.0
4598.0,2010,24902000000,
4598.0,2010,,29300060983.46
4598.0,2011,27385000000,
4598.0,2011,,26262566689.94
4598.0,2012,29903000000,
4598.0,2012,,28842409330.32
4598.0,2013,33567000000,
4598.0,2013,,44889045726.14
4598.0,2014,33070000000,
4598.0,2014,,49200069589.2
4598.0,2015,36531000000,
4598.0,2015,,41063915501.54
4598.0,2016,45959000000,
4598.0,2016,,49624029798.0
4598.0,2017,48552000000,
4598.0,2017,,66849176523.42
4598.0,2018,52330000000,
4598.0,2018,,42114168021.25
4598.0,2019,54403000000,
4598.0,2019,,39483815179.54
4598.0,2020,73537000000,
4598.0,2020,,68817627095.04
4598.0,2021,82777000000,
4598.0,2021,,68531670614.88
4598.0,2022,85994000000,
4598.0,2022,,43715184648.0
4598.0,2023,87143000000,
4598.0,2023,,63215317867.56
15208.0,2009,841784000000,
15208.0,2010,2261780000000,197865598.9848
15208.0,2011,,137741186.96
15208.0,2011,2147216000000,
15208.0,2012,1989856000000,170958842.849
15208.0,2013,1966061000000,1885114645.7
15208.0,2014,1945539000000,1339083205.46
15208.0,2015,1985892000000,1053074458.44
15208.0,2016,,2431175136.72
15208.0,2016,2023376000000,
15208.0,2017,,1638137922.12
15208.0,2017,2049776000000,
15208.0,2018,2063060000000,689062301.5
15208.0,2019,2193780000000,1952647323.3254
15208.0,2020,2627415000000,1514638150.36
15208.0,2021,3025586000000,539549428.99
15208.0,2022,,229666040.0749
15208.0,2022,3208333000000,
15208.0,2023,,552550620.05
4599.0,2009,1435700000,
4599.0,2010,1416700000,1368837721.7
4599.0,2011,,1346762629.15999
4599.0,2011,1538400000,
4599.0,2012,1795100000,1662249999.96
4599.0,2013,1817800000,1911345010.27999
4599.0,2014,2042800000,1597342406.79999
4599.0,2015,1607000000,991560139.2
4599.0,2016,,1578632864.79999
4599.0,2016,1508500000,
4599.0,2017,,1802656235.97999
4599.0,2017,1759100000,
4599.0,2018,2127300000,1324740070.35
4599.0,2019,1924900000,1378384943.09999
4599.0,2020,1596300000,1413464549.93999
4599.0,2021,2314500000,2122043583.6
4599.0,2022,,1793587213.36
4599.0,2022,2506900000,
4599.0,2023,,2736866031.77999
4601.0,2009,869141000000,
4601.0,2010,3221972000000,335823918.599999
4601.0,2011,,233035320.0844
4601.0,2011,3211484000000,
4601.0,2012,3222422000000,295309882.35
4601.0,2013,3270108000000,3485822777.56999
4601.0,2014,3248176000000,2379860051.25
4601.0,2015,3221917000000,1899255710.0
4601.0,2016,,4516522725.0
4601.0,2016,3287968000000,
4601.0,2017,,3068932052.54999
4601.0,2017,3345529000000,
4601.0,2018,3418318000000,1227572821.02
4601.0,2019,3503319000000,3613233209.04
4601.0,2020,3985749000000,2767829285.13
4601.0,2021,4229166000000,949747613.6967
4601.0,2022,,409268146.1778
4601.0,2022,4305288000000,
4601.0,2023,,1239153696.69
4605.0,2009,3222309000,
4605.0,2010,3159553000,4794432371.42
4605.0,2011,,5762664657.75
4605.0,2011,3666210000,
4605.0,2012,3898565000,6722348566.78
4605.0,2013,4219294000,6595803347.96
4605.0,2014,4546870000,9092979732.12
4605.0,2015,4896559000,10142784599.6999
4605.0,2016,,10201579515.0
4605.0,2016,5423279000,
4605.0,2017,,9634949804.7
4605.0,2017,6275755000,
4605.0,2018,6289644000,8718805281.68
4605.0,2019,6794992000,9724367698.92
4605.0,2020,7607624000,6439084727.04
4605.0,2021,7622320000,10715202537.6
4605.0,2022,,8205405758.16
4605.0,2022,8233991000,
4605.0,2023,,8411266947.15
4608.0,2009,744500000,
4608.0,2010,764500000,426796937.42
4608.0,2011,,258116288.4
4608.0,2011,706700000,
4608.0,2012,613200000,474054935.24
4608.0,2013,644800000,918179842.8
4608.0,2014,658700000,966403974.64
4608.0,2015,666500000,985054438.25
4608.0,2016,,935120515.42
4608.0,2016,643200000,
4608.0,2017,,1205075204.97
4608.0,2017,992300000,
4608.0,2018,1023800000,1198824158.0
4608.0,2019,1165500000,1951392449.25
4608.0,2020,1208800000,2007561642.38
4608.0,2021,1366100000,2646859136.46
4608.0,2022,,2817780896.73
4608.0,2022,1524300000,
4608.0,2023,,4675677109.62
4640.0,2009,113380000000,
4640.0,2010,111007000000,11689280622.96
4640.0,2011,,11699582672.64
4640.0,2011,116967000000,
4640.0,2012,121894000000,13408710400.0
4640.0,2013,130443000000,17987085180.0
4640.0,2014,138706000000,16789957625.0
4640.0,2015,141048000000,15780114311.4
4640.0,2016,,20378896580.46
4640.0,2016,142177000000,
4640.0,2017,,21407335671.12
4640.0,2017,142081000000,
4640.0,2018,146069000000,15426635515.07
4640.0,2019,169369000000,21815175783.78
4640.0,2020,204680000000,19641417194.4
4640.0,2021,211116000000,29777629805.3
4640.0,2022,,22520658206.46
4640.0,2022,207452000000,
4640.0,2023,,23488263085.84
4669.0,2009,3671435000,
4669.0,2010,3429698000,4639158869.93999
4669.0,2011,,3810623648.08999
4669.0,2011,4085360000,
4669.0,2012,5118023000,4223822754.06
4669.0,2013,5057568000,4669784714.55
4669.0,2014,5272678000,4348901533.64999
4669.0,2015,5108000000,3161791968.15999
4669.0,2016,,4420722757.66
4669.0,2016,4910000000,
4669.0,2017,,5333333268.11999
4669.0,2017,5069000000,
4669.0,2018,5696000000,4002941278.0
4669.0,2019,5990000000,4131750589.99999
4669.0,2020,5458000000,4381657686.08999
4669.0,2021,5971000000,5111979487.11999
4669.0,2022,,5105164638.41999
4669.0,2022,7269000000,
4669.0,2023,,5537751955.19999
4674.0,2009,142318000000,
4674.0,2010,132351000000,8792588000.0
4674.0,2011,,5413171100.0
4674.0,2011,127050000000,
4674.0,2012,121347000000,10074711390.0
4674.0,2013,117396000000,13628420000.0
4674.0,2014,119563000000,14298240000.0
4674.0,2015,126050000000,12532499462.4
4674.0,2016,,17676799248.0799
4674.0,2016,125968000000,
4674.0,2017,,20044307399.04
4674.0,2017,124294000000,
4674.0,2018,125688000000,13833183811.2
4674.0,2019,126240000000,16553206801.56
4674.0,2020,147389000000,15482355232.76
4674.0,2021,162938000000,20781561181.4
4674.0,2022,,20146647265.36
4674.0,2022,155220000000,
4674.0,2023,,18024658498.44
12796.0,2009,8831719000,
12796.0,2010,3234825000,2167021310.79999
12796.0,2011,,1376880284.73
12796.0,2011,3118700000,
12796.0,2012,3030328000,2623952727.72
12796.0,2013,3003131000,3242254620.0
12796.0,2014,3516362000,2822345370.0
12796.0,2015,3673716000,2984715523.75999
12796.0,2016,,3180894216.04999
12796.0,2016,3907534000,
12796.0,2017,,3806494499.46
12796.0,2017,4077413000,
12796.0,2018,4168990000,2692364093.46
12796.0,2019,4159281000,3475755208.56
12796.0,2020,4283222000,
12796.0,2020,4283222000,6013848156.16
12796.0,2021,,5889478560.0
14667.0,2009,2378176000,
14667.0,2010,2542855037,
14667.0,2010,,1761586272.0
14667.0,2011,2629236075,
14667.0,2011,,1912952203.52
14667.0,2012,2684188497,
14667.0,2012,,2032658250.3
14667.0,2013,2484369347,
14667.0,2013,,1540269665.28
14667.0,2014,2341875343,
14667.0,2014,,1450218346.64999
14667.0,2015,2029441958,
14667.0,2015,,1181376802.63
14667.0,2016,2030711628,
14667.0,2016,,1178947322.12999
14667.0,2017,1995542543,
14667.0,2017,,1230398421.12
14667.0,2018,1732252595,
14667.0,2018,,974972288.88
14667.0,2019,1823846996,
14667.0,2019,,1058167601.0
14667.0,2020,1646659038,
14667.0,2020,,1102246172.05
14667.0,2021,1602180593,
14667.0,2021,,946197837.579999
14667.0,2022,1080546905,
14667.0,2022,,651439872.47
14667.0,2023,,671255533.99
4678.0,2009,10539902000,
4678.0,2010,14134714000,2153178300.91
4678.0,2011,,1652897653.75
4678.0,2011,14441702000,
4678.0,2012,14913012000,1555965370.74
4678.0,2013,23912028000,3669096490.02
4678.0,2014,24902347000,3124357131.57
4678.0,2015,25524604000,3091463146.35
4678.0,2015,25524604000,
4678.0,2016,,3590889529.16
62365.0,2009,3545356000,
62365.0,2010,3278932000,257163141.7
62365.0,2011,,188405809.3
62365.0,2011,3290474000,
62365.0,2012,3244910000,218106762.56
62365.0,2013,3185070000,327075932.58
62365.0,2014,3218383000,364041502.07
62365.0,2015,3362065000,370068318.659999
62365.0,2016,,546040814.54
62365.0,2016,3614862000,
62365.0,2017,,1046729286.9
62365.0,2017,5547037000,
62365.0,2018,5864116000,970814384.839999
62365.0,2019,6143639000,1181386446.24
62365.0,2020,7289751000,966838903.05
62365.0,2021,10508901000,1628965972.44
62365.0,2022,,1529891541.36
62365.0,2022,10625049000,
62365.0,2023,,1520771174.17999
14703.0,2009,228559303,
14703.0,2010,231489330,177942039.64
14703.0,2011,,182465741.1
14703.0,2011,218923972,
14703.0,2012,221919612,202089826.77
14703.0,2013,223894206,181635909.88
14703.0,2014,212964880,171926224.19
14703.0,2015,185063327,145275046.579999
14703.0,2016,,165191847.16
14703.0,2016,194563820,
14703.0,2017,,173085742.15
14703.0,2017,241124966,
14703.0,2018,251134733,144884653.33
14703.0,2019,254922428,168421871.38
14703.0,2020,244012902,164760526.35
14703.0,2021,247432956,179492911.85
14703.0,2022,,131894259.84
14703.0,2022,215461874,
14703.0,2023,,164760514.46
24157.0,2009,256285000,
24157.0,2010,342446000,939133077.089999
24157.0,2011,,1055382033.97
24157.0,2011,357096000,
24157.0,2012,507692000,1421156793.72
24157.0,2013,658973000,1787452734.0
24157.0,2014,716623000,1575849520.93
24157.0,2015,752895000,1040795049.2
24157.0,2016,,2279845121.0
24157.0,2016,2145203000,
24157.0,2017,,3182742038.15
24157.0,2017,2062784000,
24157.0,2018,2107974000,3171260755.24999
24157.0,2019,2439440000,3441246069.25
24157.0,2020,2372197000,2902492479.92
24157.0,2021,3836452000,3626764785.99
24157.0,2022,,4025503029.14999
24157.0,2022,3904867000,
24157.0,2023,,4889246581.68
110359.0,2009,18466063000,
110359.0,2010,20806659000,1985467553.4
110359.0,2011,,1803212324.61
110359.0,2011,20997298000,
110359.0,2012,21283652000,1668383580.0
110359.0,2013,21193878000,2122325512.84
110359.0,2014,30075113000,2413744534.80999
110359.0,2015,31475934000,3084723713.65
110359.0,2016,,4208408600.0
110359.0,2016,32990836000,
110359.0,2017,,4789933965.0
110359.0,2017,34527512000,
110359.0,2018,35408629000,4388258901.35
110359.0,2019,39824496000,5601245403.64
110359.0,2020,49957680000,5582715509.4
110359.0,2021,58308140000,8051718964.8
110359.0,2022,,11075033322.6
